SOURCELONG:Expanded Psionics Handbook	SOURCESHORT:EPH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-04
#																								
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:|!PRERULE:1,DisplayFullSpell	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST:	DESC:	Bonus	Bonus
Mindwipe				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=4|Wilder=4	COMPS:Au, Me, Vi	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.	DURATION:Instantaneous	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7. Augment: You can manifest this power in one or both of the following ways. &nl;1. For every 2 additional power points you spend, this power's save DC increases by 1. &nl;2. For every 3 additional power points you spend, this power bestows an additional negative level on the subject.		
Minor Creation		KEY:Minor Creation (Psionic)		TYPE:Power	SCHOOL:Metacreativity	SUBSCHOOL:Creation			COMPS:Ma	CASTTIME:1 minute	RANGE:0-ft.	TARGETAREA:Unattended, nonmagical object of nonliving plant matter, up to 1-cu-ft/level.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1.		
Missive				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting|Language Dependent	CLASSES:Psion=1|Wilder=1	COMPS:Me	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: For every 2 additional power points you spend, this power's range increases by 5 feet and its save DC increases by 1.		
Missive (Mass)	OUTPUTNAME:Missive, Mass			TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting|Language Dependent	CLASSES:Psion=2|Wilder=2	COMPS:Me	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:All creature in a 400-ft + 40-ft/level radius centered on you; see text.	DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. Augment: For every 2 additional power points you spend, this power's range increases by 40 feet and its save DC increases by 1.		
Modify Memory		KEY:Modify Memory (Psionic)		TYPE:Power	SCHOOL:Telepathy	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting		COMPS:Me	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.	DURATION:Permanent	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Moment of Prescience		KEY:Moment of Prescience (Psionic)		TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=7|Wilder=7	COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level or until discharged	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 13.		
My Light				TYPE:Power	SCHOOL:Psychokinesis		DESCRIPTOR:Light	CLASSES:Psion=1|Wilder=1|Psychic Warrior=1	COMPS:Au, Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:20-ft-cone of light emanating from you.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: If you spend 2 additional power points, you can manifest this power as a swift action.		
Null Psionic Field				TYPE:Power	SCHOOL:Psychokinesis				COMPS:Au, Vi	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:10-ft-radius emanation centered on you.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:See text	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 11.		
Oak Body				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=7|Wilder=7|Psychic Warrior=5	COMPS:Au	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: Psion/wilder 13, psychic warrior 9. Augment: For every additional power point you spend, this power's duration increases by 1 minute. 		
Object Reading				TYPE:Power	SCHOOL:Clairsentience				COMPS:Au, Ma	CASTTIME:1 minute	RANGE:Touch	TARGETAREA:Object touched.	DURATION:Concentration, up to 10 minutes/level	SAVEINFO:None	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. For every additional power point you spend, this power's maximum duration increases by 10 minutes.		
Overland Flight		KEY:Overland Flight (Psionic)		TYPE:Power	SCHOOL:Psychoportation			CLASSES:Psion=6|Wilder=6	COMPS:Au	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 11.		
Painful Strike				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=2	COMPS:Ma, Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. Augment: If you spend 6 additional power points, you can manifest this power as a swift action.		
Personality Parasite				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=4|Wilder=4	COMPS:Au, Vi	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One Medium or smaller humanoid	DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Phase Door		KEY:Phase Door (Psionic)		TYPE:Power	SCHOOL:Psychoportation			CLASSES:Psion=7|Wilder=7	COMPS:Vi	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:Ethereal 5-ft by 8-ft opening, 10-ft deep + 5-ft deep/3 levels.	DURATION:1 usage/2 levels	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 13.		
Plane Shift		KEY:Plane Shift (Psionic)		TYPE:Power	SCHOOL:Psychoportation			CLASSES:Psion=5|Wilder=5	COMPS:Vi	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Willing creature touched or up to eight willing creatures joining hands.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 19.		
Power Leech				TYPE:Power	SCHOOL:Telepathy	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Psion=4|Wilder=4	COMPS:Vi	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Any psionic creature.	DURATION:Concentration, up to 1 round/level; see text	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Power Resistance				TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=5|Wilder=5	COMPS:Ma, Vi	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9.		
Precognition				TYPE:Power	SCHOOL:Clairsentience				COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1.		
Precognition (Defensive)	OUTPUTNAME:Precognition, Defensive			TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=1|Wilder=1|Psychic Warrior=1	COMPS:Ma, Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: You can augment this power in one or both of the following ways. &nl;1. For every 3 additional power points you spend, the insight bonus gained increases by 1. &nl;2. If you spend 6 additional power points, you can manifest this power as a swift action.		
Precognition (Greater)	OUTPUTNAME:Precognition, Greater			TYPE:Power	SCHOOL:Clairsentience				COMPS:Au, Vi	CASTTIME:10 minutes	RANGE:Personal	TARGETAREA:You.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 11. Augment: You can augment this power in one or both of the following ways. &nl;1. For every 3 additional power points you spend, the insight bonus gained increases by 1. &nl;2. If you spend 6 additional power points, you can manifest this power as a swift action.		
Precognition (Offensive)	OUTPUTNAME:Precognition, Offensive			TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=1|Wilder=1|Psychic Warrior=1	COMPS:Ma, Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: You can augment this power in one or both of the following ways. &nl;1. For every 3 additional power points you spend, the insight bonus gained on your attack rolls increases by 1. &nl;2. If you spend 6 additional power points, you can manifest this power as a swift action.		
Prescience (Offensive)				TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=1|Wilder=1|Psychic Warrior=1	COMPS:Ma, Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: You can augment this power in one or both of the following ways. &nl;1. For every 3 additional power points you spend, the insight bonus gained on your attack rolls increases by 1. &nl;2. If you spend 6 additional power points, you can manifest this power as a swift action.		
Prevenom				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=1	COMPS:Ma	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level or until discharged	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: For every 6 additional power points you spend, this power's Constitution damage increases by 2 points.		
Prevenom Weapon				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=1	COMPS:Ma	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.	DURATION:1 minute/level or until discharged	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: For every 6 additional power points you spend, this power's Constitution damage increases by 2 points.		
Prowess				TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psychic Warrior=2	COMPS:Me	CASTTIME:1 immediate action	RANGE:Personal	TARGETAREA:You.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Psionic Blast				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=3|Wilder=3	COMPS:Au	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:30-ft cone-shaped burst	DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 5. Augment: For every 2 additional power points you spend, the duration of the stun effect increases by 1 round.		
Psionic Lion's Charge				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=2	COMPS:Me	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. Augment: For every additional power point you spend, each of your attacks after a charge in the current round gains a circumstance bonus on damage equal to the number of additional points spent.		
Psionic Lock				TYPE:Power	SCHOOL:Psychoportation			CLASSES:Psion=2|Wilder=2	COMPS:Ma	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Door, chest or portal touched, up to 30-sq-ft/level in size.	DURATION:Permanent	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Psionic Repair Damage				TYPE:Power	SCHOOL:Metacreativity				COMPS:Ma, Vi	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Construct Touched.	DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. Augment: For every 2 additional power points you spend, this power repairs an additional 1d8 points of damage.		
Psionic Revivify				TYPE:Power	SCHOOL:Psychometabolism	SUBSCHOOL:Healing	DESCRIPTOR:Good		COMPS:None	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Dead creature touched.	DURATION:Instantaneous	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH			XPCOST:200		DESC:Power Points: 9. XP Cost: 200 XP. Augment: For every 100 additional experience points that both you and the subject pay, the manifestation of this power can be delayed by 1 additional round. For example, if you and the subject both pay 500 XP to augment this power, it works on a creature that has been dead for up to 6 rounds.		
Psionic Scent				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=2	COMPS:Me	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Psychic Chirurgery				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting		COMPS:Au, Me, Vi	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One creature.	DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH			XPCOST:1000		DESC:Power Points: 17. XP Cost: Each time you use psychic chirurgery to implant knowledge of a power in another creature, you pay an XP cost equal to 1,000 x the level of the power implanted. If you and the subject are both willing to do so, you can split this cost evenly.		
Psychic Crush				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=5|Wilder=5	COMPS:Au	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.	DURATION:Instantaneous	SAVEINFO:Will partial; see text	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9. Augment: For every 2 additional power points you spend, this power's damage increases by 1d6 points.		
Psychic Reformation				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=4|Wilder=4	COMPS:Au, Me, Vi	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One creature.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH			XPCOST:50		DESC:Power Points: 17. XP Cost: This power costs 50 XP to manifest to reformat choices made when the character reached her current level. For each additional previous level into which the revision reaches, the power costs an additional 50 XP. The manifester and subject split all XP costs evenly.		
Psychic Vampire				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=4	COMPS:Me	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Instantaneous	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Psychofeedback				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=5	COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9.		
Quintessence				TYPE:Power	SCHOOL:Metacreativity	SUBSCHOOL:Creation			COMPS:Ma	CASTTIME:1 round	RANGE:0-ft.	TARGETAREA:1-inch-diameter dollop of quintessence; see text.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Read Thoughts				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting		COMPS:Me	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped emanation centered on you.	DURATION:Concentration, up to 1 minute/level	SAVEINFO:Will negates; See text	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Reality Revision				TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=9|Wilder=9	COMPS:Vi	CASTTIME:1 standard action	RANGE:See text	TARGETAREA:See text.	DURATION:See text	SAVEINFO:See text	SPELLRES:See text	DESC:.	SOURCEPAGE:EPH			XPCOST:5000		DESC:Power Points: 17. XP Cost: The minimum XP cost for manifesting reality revision is 5,000 XP. When a manifestation duplicates a power that has an XP cost, you must pay 5,000 XP or that cost, whichever is more. When a manifestation creates or improves a psionic item, you must pay twice the normal XP cost for crafting or improving the item, plus an additional 5,000 XP.		
Recall Agony				TYPE:Power	SCHOOL:Clairsentience		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=2|Wilder=2	COMPS:Ma	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.	DURATION:Instantaneous	SAVEINFO:Will half	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. Augment: For every additional power point you spend, this power's damage increases by 1d6 points. For each extra 2d6 points of damage, this power's save DC increases by 1.		
Recall Death				TYPE:Power	SCHOOL:Clairsentience		DESCRIPTOR:Death|Mind-Affecting	CLASSES:Psion=8|Wilder=8	COMPS:Ma	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.	DURATION:Instantaneous	SAVEINFO:Will partial; see text	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 15. Augment: For every additional power point you spend, this power's damage increases by 1d6 points. For each extra 2d6 points of damage, this power's save DC increases by 1.		
Reddopsi				TYPE:Power	SCHOOL:Psychokinesis				COMPS:Au, Me, Ol	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:Until discharged or 10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 13.		
Remote Trap View				TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=6|Wilder=6	COMPS:Me, Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:24 hours + 1 hour/level	SAVEINFO:Will half; see text	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 11.		
Remote viewing				TYPE:Power	SCHOOL:Clairsentience	SUBSCHOOL:Scrying			COMPS:Me	CASTTIME:1 hour	RANGE:See text	TARGETAREA:Quasi-real viewpoint.	DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH			XPCOST:20		DESC:Power Points: 7. XP Cost: 20 XP.		
Restoration		KEY:Restoration (Psionic)		TYPE:Power	SCHOOL:Psychometabolism	SUBSCHOOL:Healing			COMPS:Ma	CASTTIME:3 rounds	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 11.		
Restore Extremity				TYPE:Power	SCHOOL:Psychometabolism	SUBSCHOOL:Healing			COMPS:Au	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Instantaneous	SAVEINFO:Will half (harmless)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9.		
Retrieve				TYPE:Power	SCHOOL:Psychoportation	SUBSCHOOL:Teleportation		CLASSES:Psion=6|Wilder=6	COMPS:Vi	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One object you can hold or carry in one hand, weighing up to 10 lb/level.	DURATION:Instantaneous	SAVEINFO:Will negates; See text	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 11. Augment: For every additional power point you spend, the weight limit of the target increases by 10 pounds.		
Schism				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting		COMPS:Au, Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Second Chance				TYPE:Power	SCHOOL:Clairsentience				COMPS:Me	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level or until discharged	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9.		
Sense Link				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=1|Wilder=1	COMPS:Vi	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One willing creature.	DURATION:Concentration, up to 1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: You can augment this power in one or both of the following ways. &nl;1. If you spend 2 additional power points, you can have the subject perceive one of your senses instead of the other way around. &nl;2. If you spend 4 additional power points, you can link to a second sense of the same subject.		
Sense Link (Forced)	OUTPUTNAME:Sense Link, Forced			TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=2|Wilder=2	COMPS:Vi	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One willing creature.	DURATION:Concentration, up to 1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Sensitivity to Psychic Impression				TYPE:Power	SCHOOL:Clairsentience				COMPS:Au, Ma	CASTTIME:1 hour	RANGE:Close	TARGETAREA:Spread with a radius of 25-ft + 5-ft/2 levels, centered on you.	DURATION:Concentration, up to 10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Sequester		KEY:Sequester (Psionic)		TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=7|Wilder=7	COMPS:None	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One willing creature or one object (up to a 2-ft cube/level) touched.	DURATION:1 day/level	SAVEINFO:None or Will negates (object)	SPELLRES:No or Yes	DESC:.	SOURCEPAGE:EPH			XPCOST:15		DESC:Power Points: 13. XP Cost: 75 XP.		
Shadow Body				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=8|Wilder=8	COMPS:Au	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 15.		
Share Pain				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=2|Wilder=2	COMPS:Ma, Me	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:You and one willing creature, or two willing creatures; see text.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Share Pain (Forced)	OUTPUTNAME:Share Pain, Forced			TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=3|Wilder=3	COMPS:Ma, Me	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.	DURATION:1 round/level	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 5. Augment: For every 2 additional power points you spend, this power's save DC increases by 1.		
Shatter Mind Blank				TYPE:Power	SCHOOL:Telepathy			CLASSES:Psion=5|Wilder=5	COMPS:Ol	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:30-ft-radius burst centered on you.	DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9.		
Skate				TYPE:Power	SCHOOL:Psychoportation			CLASSES:Psion=1|Wilder=1|Psychic Warrior=1	COMPS:Ma, Vi	CASTTIME:1 standard action	RANGE:Personal or Touch	TARGETAREA:You or one willing creature or ibe unattended object (total weighgin up to 100 lb/level); see text.	DURATION:1 minute/level	SAVEINFO:None (harmless, object)	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1.		
Solicit Psicrystal				TYPE:Power	SCHOOL:Telepathy			CLASSES:Psion=3|Wilder=3	COMPS:Au	CASTTIME:1 swift action	RANGE:Close	TARGETAREA:Your psicrystal	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 5. Augment: For every additional power point you spend, this power's maximum duration increases by 1 round.		
Steadfast Perception				TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psychic Warrior=4	COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Stomp				TYPE:Power	SCHOOL:Psychokinesis			CLASSES:Psychic Warrior=1	COMPS:Au, Vi	CASTTIME:1 standard action	RANGE:20-ft.	TARGETAREA:Cone-shaped spread.	DURATION:Instantaneous	SAVEINFO:Reflex negates	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: For every additional power point you spend, this power's nonlethal damage increases by 1d4 points.		
Strength of my Enemy				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=2	COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. Augment: You can augment this power in one or both of the following ways. &nl;1. For every 3 additional power points you spend, the maximum enhancement bonus you can add to your Strength increases by 2. &nl;2. If you spend 6 additional power points, you can manifest this power as a swift action.		
Suggestion		KEY:Suggestion (Psionic)		TYPE:Power	SCHOOL:Telepathy	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting|Language Dependent		COMPS:Au	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.	DURATION:1 hour/level or until completed	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. Augment: For every 2 additional power points you spend, this power can affect an additional target. Any additional target cannot be more than 15 feet from another target of the power.		
Suspend Life				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=6|Wilder=6|Psychic Warrior=6	COMPS:Ol	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:Permanent unless ended or dismissed; see text	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 11.		
Sustenance				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=2|Wilder=2|Psychic Warrior=2	COMPS:Ma	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Swarm of Crystals				TYPE:Power	SCHOOL:Metacreativity	SUBSCHOOL:Creation		CLASSES:Psion=2|Wilder=2	COMPS:Ma	CASTTIME:1 standard action	RANGE:15-ft.	TARGETAREA:Cone-shaped spread.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. Augment: For every additional power point you spend, this power's damage increases by 1d4 points.		
Synesthete				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=1|Wilder=1|Psychic Warrior=1	COMPS:Ma	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1.		
