SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2024-08																													
Pact of the Tome	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Eldritch Invocation.SpecialQuality	VISIBLE:YES	DESC:Stitching together strands of shadow, you conjure forth a book in your hand at the end of a Short or Long Rest. This Book of Shadows (you determine its appearance) contains eldritch magic that only you can access, granting you the benefits below. The book disappears if you conjure another book with this feature or if you die. &nl; Cantrips and Rituals. When the book appears, choose three cantrips, and choose two level 1 spells that have the Ritual tag. The spells can be from any class's spell list, and they must be spells you don't already have prepared. While the book is on your person, you have the chosen spells prepared, and they function as Warlock spells for you. &nl; Spellcasting Focus. You can use the book as a Spellcasting Focus.	KEY:Eldritch Invocation ~ Pact of the Tome					BONUS:VAR|POOL_Warlock_Pact_Of_The_Tome_Cantrip|3	BONUS:VAR|POOL_Warlock_Pact_Of_The_Tome_1|2																			SORTKEY:Class_Warlock_01a23	SOURCEPAGE:PHB
Repelling Blast	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Eldritch Invocation.SpecialQuality	VISIBLE:YES	DESC:Choose one of your known Warlock cantrips that requires an attack roll. When you hit a Large or smaller creature with that cantrip, you can push the creature up to 10 feet straight away from you. &nl; Repeatable. You can gain this invocation more than once. Each time you do so, choose a different eligible cantrip.	KEY:Eldritch Invocation ~ Repelling Blast	PREVARGTEQ:WarlockLVL,2										STACK:NO	MULT:YES	CHOOSE:SPELLS|CLASSLIST=Warlock[LEVELMAX=0]														SORTKEY:Class_Warlock_01a24	SOURCEPAGE:PHB
Thirsting Blade	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Eldritch Invocation.SpecialQuality	VISIBLE:YES	DESC:You gain the Extra Attack feature for your pact weapon only. With that feature, you can attack twice with the weapon instead of once when you take the Attack action on your turn.	KEY:Eldritch Invocation ~ Thirsting Blade	PREMULT:2,[PREVARGTEQ:WarlockLVL,5],[PREABILITY:1,CATEGORY=Special Ability,Eldritch Invocation ~ Pact of the Blade]										STACK:NO	MULT:YES	CHOOSE:ABILITYSELECTION|Special Ability|Eldritch Invocation ~ Pact of the Blade	SELECT:1													SORTKEY:Class_Warlock_01a25	SOURCEPAGE:PHB
Visions of Distant Realms	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Eldritch Invocation.SpecialQuality	VISIBLE:YES	DESC:You can cast Arcane Eye without expending a spell slot.	KEY:Eldritch Invocation ~ Visions of Distant Realms	PREVARGTEQ:WarlockLVL,9												SPELLS:Visions of Distant Realms|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Arcane Eye												SORTKEY:Class_Warlock_01a26	SOURCEPAGE:PHB
Whispers of the Grave	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Eldritch Invocation.SpecialQuality	VISIBLE:YES	DESC:You can cast Speak with Dead without expending a spell slot.	KEY:Eldritch Invocation ~ Whispers of the Grave	PREVARGTEQ:WarlockLVL,7												SPELLS:Whispers of the Grave|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Speak with Dead												SORTKEY:Class_Warlock_01a27	SOURCEPAGE:PHB
Whitch Sight	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Eldritch Invocation.SpecialQuality	VISIBLE:YES	DESC:You have Truesight with a range of 30 feet.	KEY:Eldritch Invocation ~ Witch Sight	PREVARGTEQ:WarlockLVL,15						BONUS:VAR|TruesightRange|30|TYPE=Base																		SORTKEY:Class_Warlock_01a28	SOURCEPAGE:PHB

# Pact of the Tome Cantrips
###TODO: list of ritual cantrip from all classes

# Pact of the Tome 1st level spell
###TODO: list of ritual 1st level from all classes

###Block:Warlock Subclass																																
Archfey Patron	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Warlock Subclass.SpecialQuality	VISIBLE:YES	DESC:You r pact draws on the power of the Feywild. When you choose this subclass, you might make a deal with an arch fey, such as the Prince of Frost; the Queen of Air and Darkness, ruler of the Gloaming Court; Titania of the Summer Court; or an ancient hag. Or you might call on a spectrum of Fey, weaving a web of favo rs and debts. Whoever they are, your patron is often inscrutable and whimsical.	KEY:Warlock Subclass ~ Archfey Patron																		ABILITY:Warlock Class Feature|AUTOMATIC|Archfey Patron ~ Archfey Spells|PREVAREQ:WarlockLVL,3	ABILITY:Warlock Class Feature|AUTOMATIC|Archfey Patron ~ Steps of the Fey|PREVAREQ:WarlockLVL,3	ABILITY:Warlock Class Feature|AUTOMATIC|Archfey Patron ~ Misty Escape|PREVAREQ:WarlockLVL,6	ABILITY:Warlock Class Feature|AUTOMATIC|Archfey Patron ~ Beguiling Defense|PREVAREQ:WarlockLVL,10	ABILITY:Warlock Class Feature|AUTOMATIC|Archfey Patron ~ Bewitching Magic|PREVAREQ:WarlockLVL,14				SORTKEY:Class_Warlock_01d1	SOURCEPAGE:PHB
Celestial Patron	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Warlock Subclass.SpecialQuality	VISIBLE:YES	DESC:Your pact draws on the Upper Planes, the realms of everlasting bliss. You might enter an agreement with an empyrean, a couatl, a sphinx, a unicorn, or another heavenly entity. Or you might call on numerous such beings as you pursue goals aligned with theirs. Your pact allows you to experience a hint of the holy light that illuminates the multiverse.	KEY:Warlock Subclass ~ Celestial Patron																		ABILITY:Warlock Class Feature|AUTOMATIC|Celestial Patron ~ Celestial Spells|PREVAREQ:WarlockLVL,3	ABILITY:Warlock Class Feature|AUTOMATIC|Celestial Patron ~ Healing Light|PREVAREQ:WarlockLVL,3	ABILITY:Warlock Class Feature|AUTOMATIC|Celestial Patron ~ Radiant Soul|PREVAREQ:WarlockLVL,6	ABILITY:Warlock Class Feature|AUTOMATIC|Celestial Patron ~ Celestial Resilience|PREVAREQ:WarlockLVL,10	ABILITY:Warlock Class Feature|AUTOMATIC|Celestial Patron ~ Searing Vengeance|PREVAREQ:WarlockLVL,14					SORTKEY:Class_Warlock_01d2	SOURCEPAGE:PHB
Fiend Patron	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Warlock Subclass.SpecialQuality	VISIBLE:YES	DESC:Your pact draws on the Lower Planes, the realms of perdition. You might forge a bargain with a demon lord such as Demogorgon or Orcus; an archdevil such as Asmodeus; or a pit fiend, balor, yugoloth, or night hag that is especially mighty. That patron's aims are evil -the corruption or destruction of all things, ultimately including you- and your path is defined by the extent to which you strive against those aims.	KEY:Warlock Subclass ~ Fiend Patron																		ABILITY:Warlock Class Feature|AUTOMATIC|Fiend Patron ~ Dark One's Blessing|PREVAREQ:WarlockLVL,3	ABILITY:Warlock Class Feature|AUTOMATIC|Fiend Patron ~ Fiend Spells|PREVAREQ:WarlockLVL,3	ABILITY:Warlock Class Feature|AUTOMATIC|Fiend Patron ~ Dark One's Own Luck|PREVAREQ:WarlockLVL,6	ABILITY:Warlock Class Feature|AUTOMATIC|Fiend Patron ~ Fiendish Resilience|PREVAREQ:WarlockLVL,10	ABILITY:Warlock Class Feature|AUTOMATIC|Fiend Patron ~ Hurl Through Hell|PREVARGTEQ:WarlockLVL,14				SORTKEY:Class_Warlock_01d3	SOURCEPAGE:PHB	
Great Old Patron	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Warlock Subclass.SpecialQuality	VISIBLE:YES	DESC:When you choose this subclass, you might bind yourself to an unspeakable being from the Far Realm or an elder god-a being such as Tharizdun, the Chained God; Zargon, the Returner; Hadar, the Dark Hunger; or Great Cthulhu. Or you might invoke several entities without yoking yourself to one. The motives of these beings are incomprehensible, and the Great Old One might be indifferent to your existence. But the secrets you've lea rned nevertheless allow you to draw strange mag ic from it.	KEY:Warlock Subclass ~ Great Old Patron																		ABILITY:Warlock Class Feature|AUTOMATIC|Great Old Patron ~ Awakened Mind|PREVAREQ:WarlockLVL,3	ABILITY:Warlock Class Feature|AUTOMATIC|Great Old Patron ~ Great Old One Spells|PREVAREQ:WarlockLVL,3	ABILITY:Warlock Class Feature|AUTOMATIC|Great Old Patron ~ Psychic Spells|PREVAREQ:WarlockLVL,3	ABILITY:Warlock Class Feature|AUTOMATIC|Great Old Patron ~ Clairvoyant Combatant|PREVAREQ:WarlockLVL,6	ABILITY:Warlock Class Feature|AUTOMATIC|Great Old Patron ~ Eldritch Hex|PREVAREQ:WarlockLVL,10	ABILITY:Warlock Class Feature|AUTOMATIC|Great Old Patron ~ Thought Shield|PREVAREQ:WarlockLVL,10	ABILITY:Warlock Class Feature|AUTOMATIC|Great Old Patron ~ Create Thrall|PREVARGTEQ:WarlockLVL,14				SORTKEY:Class_Warlock_01d4	SOURCEPAGE:PHB

Archfey Spells	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Archfey Patron.SpecialQuality	VISIBLE:YES	DESC:The magic of your patron ensures you always have certain spells ready; when you reach a Warlock level specified in the Archfey Spells table, you thereafter always have the listed spells prepared.	KEY:Archfey Patron ~ Archfey Spells														SPELLS:Archfey Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Calm emotions,SpellDC_CHA|Faerie Fire|Misty Step|Phantasmal Force|Sleep,SpellDC_CHA|PREVARGTEQ:WarlockLVL,3	SPELLS:Archfey Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Blink|Plant Growth|PREVARGTEQ:WarlockLVL,5	SPELLS:Archfey Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Dominate Beast,SpellDC_CHA|Greater Invisibility|PREVARGTEQ:WarlockLVL,7	SPELLS:Archfey Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Dominate Person,SpellDC_CHA|Seeming|PREVARGTEQ:WarlockLVL,9										SORTKEY:Class_Warlock_01d1a	SOURCEPAGE:PHB
Steps of the Fey	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Archfey Patron.SpecialQuality	VISIBLE:YES	DESC:our patron grants you the ability to move between the boundaries of the planes. You can cast Misty Step without expending a spell slot a number of times equal to your Charisma modifier (minimum of once), and you regain all expended uses when you finish a Long Rest. In addition, whenever you cast that spell, you can choose one of the following additional effects. &nl; Refreshing Step. Immediately after you teleport, you or one creature you can see within 10 feet of yourself gains 1d10 Temporary Hit Points. &nl; Taunting Step. Creatures within 5 feet of the space you left must succeed on a Wisdom saving throw against your spell save DC or have Disadvantage on attack rolls against creatures other than you until the start of your next turn.	KEY:Archfey Patron ~ Steps of the Fey													SPELLS:Steps of the Fey|TIMES=max(CHA,1)|CASTERLEVEL=WarlockLVL|Misty Step												SORTKEY:Class_Warlock_01d1b	SOURCEPAGE:PHB
Misty Escape	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Archfey Patron.SpecialQuality	VISIBLE:YES	DESC:You can cast Misty Step as a Reaction in response to taking damage. In addition, the following effects are now among your Steps of the Fey options. &nl; Disappearing Step. You have the Invisible condition until the start of your next turn or until immediately after you make an attack roll, deal damage, or cast a spell. &nl; Dreadful Step. Creatures within 5 feet of the space you left or the space you appear in (your choice) must succeed on a Wisdom saving throw against your spell save DC or take 2d10 Psychic damage.	KEY:Archfey Patron ~ Misty Escape																									SORTKEY:Class_Warlock_01d1c	SOURCEPAGE:PHB
Beguiling Defense	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Archfey Patron.SpecialQuality	VISIBLE:YES	DESC:Your patron teaches you how to guard your mind and body. You are immune to the Charmed condition. In addition, immediately after a creature you can see hits you with an attack roll, you can take a Reaction to reduce the damage you take by half (round down), and you can force the attacker to make a Wisdom saving throw against your spell save DC. On a failed save, the attacker takes Psychic damage equal to the damage you take. Once you use this Reaction, you can't use it again until you finish a Long Rest unless you expend a Pact Magic spell slot (no action required) to restore your use of it.	KEY:Archfey Patron ~ Beguiling Defense																									SORTKEY:Class_Warlock_01d1d	SOURCEPAGE:PHB
Bewitching Magic	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Archfey Patron.SpecialQuality	VISIBLE:YES	DESC:Your patron grants you the ability to weave your magic with teleportation. Immediately after you cast an Enchantment or Illusion spell using an action and a spell slot, you can cast Misty Step as part of the same action and without expending a spell slot.	KEY:Archfey Patron ~ Bewitching Magic																							SORTKEY:Class_Warlock_01d1e	SOURCEPAGE:PHB

Celestial Spells	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Celestial Patron.SpecialQuality	VISIBLE:YES	DESC:The magic of your patron ensures you always have certain spells ready; when you reach a Warlock level specified in the Celestial Spells table, you thereafter always have the listed spells prepared.	KEY:Celestial Patron ~ Celestial Spells														SPELLS:Celestial Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Aid,SpellDC_CHA|Cure Wounds|Guiding Bolt|Lesser Restoration|Light|Sacred Flame|PREVARGTEQ:WarlockLVL,3	SPELLS:Celestial Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Daylight|Revivify|PREVARGTEQ:WarlockLVL,5	SPELLS:Celestial Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Guardian of Faith|Wall of Fire|PREVARGTEQ:WarlockLVL,7	SPELLS:Celestial Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Greater Restoration|Summon Celestial|PREVARGTEQ:WarlockLVL,9										SORTKEY:Class_Sorcerer_01d2a	SOURCEPAGE:PHB
Healing Light	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Celestial Patron.SpecialQuality	VISIBLE:YES	DESC:You gain the ability to channel celestial energy to heal wounds. You have a pool of d6s to fuel this healing. The number of dice in the pool equals 1 plus your Warlock level. As a Bonus Action, you can heal yourself or one creature you can see within 60 feet of yourself, expending dice from the pool. The maximum number of dice you can expend at once equals your Charisma modifier (minimum of one die). Roll the dice you expend, and restore a number of Hit Points equal to the rail's total. Your pool r egains all expended dice when you finish a Long Rest.	KEY:Celestial Patron ~ Healing Light	DESC:&nl; Healing Dice: %1d6.|HealingDice	DEFINE:HealingDice|0			BONUS:VAR|HealingDice|1+WarlockLVL																						SORTKEY:Class_Warlock_01d2b	SOURCEPAGE:PHB	
Radiant Soul	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Celestial Patron.SpecialQuality	VISIBLE:YES	DESC:Your link to your patron allows you to serve as a conduit for radiant energy. You have Resistance to Radiant damage. Once per turn, when a spell you cast deals Radiant or Fire da mage, you can add your Charisma modifier to th at spell's damage against one of the spell's targets.	KEY:Celestial Patron ~ Radiant Soul																									SORTKEY:Class_Warlock_01d2c	SOURCEPAGE:PHB
Celestial Resilience	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Celestial Patron.SpecialQuality	VISIBLE:YES	DESC:You gain Temporary Hit Points whenever you use your Magica l Cunning fea ture or finish a Short or Long Rest. T hese Temporary Hit Points equal your Wa rlock level plus your Charisma modifier. Additionally, choose up to five creatures you can see when you ga in the points. Those creatures each gain Temporary Hit Points equal to half your Warlock level plus your Charisma modifier.	KEY:Celestial Patron ~ Celestial Resilience	DESC:&nl; Temporary Hit Points: %1.|TempHP	DEFINE:TempHP|0			BONUS:VAR|TempHP|WarlockLVL+CHA																								SORTKEY:Class_Warlock_01d2d	SOURCEPAGE:PHB
Searing Vengeance	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Celestial Patron.SpecialQuality	VISIBLE:YES	DESC:When you or an ally within 60 feet of you is about to make a Death Savi ng Throw, you can unleash radiant energy to save the creature. The creature regains Hit Points equal to half its Hit Point maximum and can end the Prone condition on itself. Each creature of your choice that is within 30 feet of the creature takes Radiant damage equal to 2d8 plus your Charisma modifier, and each has the Blinded condition until the end of the current turn. Once you use this feature, you can't use it again until you finish a Long Rest.	KEY:Celestial Patron ~ Searing Vengeance																									SORTKEY:Class_Warlock_01d2e	SOURCEPAGE:PHB

Dark One's Blessing	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Fiend Patron.SpecialQuality	VISIBLE:YES	DESC:When you reduce an enemy to O Hit Points, you gain Temporary Hit Points equal to your Charisma modifier plus your Warlock level (minimum of 1 Temporary Hit Point). You also gain this benefit if someone else reduces an enemy within 10 feet of you to 0 Hit Points.	KEY:Fiend Patron ~ Dark One's Blessing	DESC:&nl; Temporary Hit Points: %1.|TempHP	DEFINE:TempHP|0			BONUS:VAR|TempHP|max(1,WarlockLVL+CHA)																				SORTKEY:Class_Warlock_01d3a	SOURCEPAGE:PHB	
Fiend Spells	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Fiend Patron.SpecialQuality	VISIBLE:YES	DESC:The magic of your pa tron ensures you always have certain spells ready; when you reach a Warlock level specified in the Fiend Spells table, you thereafter always have the listed spells prepared.	KEY:Fiend Patron ~ Fiend Spells														SPELLS:Fiend Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Burning Hands|Command|Scorching Ray|Suggestion|PREVARGTEQ:WarlockLVL,3	SPELLS:Fiend Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Fireball|Stinking Cloud|PREVARGTEQ:WarlockLVL,5	SPELLS:Fiend Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Fire Shield|Wall of Fire|PREVARGTEQ:WarlockLVL,7	SPELLS:Fiend Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Geas|Insect Plague|PREVARGTEQ:WarlockLVL,9										SORTKEY:Class_Sorcerer_01d3b	SOURCEPAGE:PHB
Dark One's Own Luck	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Fiend Patron.SpecialQuality	VISIBLE:YES	DESC:You can call on your fiendish patron to alt er fa te in your favor. When you make an ability check or a saving throw, you can use this feat u re to add 1d10 to your roll. You can do so after see ing the r oll but before any of the rail's effects occur. You can use this featur e a number of times equal to your Charisma modifier (minimum of once), but you can use it no more than once per roll. You regain all expended uses when you finish a Long Rest.	KEY:Fiend Patron ~ Dark One's Own Luck																									SORTKEY:Class_Warlock_01d3c	SOURCEPAGE:PHB
Fiendish Resilience	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Fiend Patron.SpecialQuality	VISIBLE:YES	DESC:Choose one damage type, other than Force, whenever you finish a Short or Long Rest. You have Resistance to that damage type until you choose a different one with this feature.	KEY:Fiend Patron ~ Fiendish Resilience						BONUS:VAR|POOL_Own_Luck|1																			SORTKEY:Class_Warlock_01d3d	SOURCEPAGE:PHB
Hurl Through Hell	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Fiend Patron.SpecialQuality	VISIBLE:YES	DESC:Once per turn when you hit a creature with an attack roll, you can try to instantly transport the target through the Lower Planes. The target must succeed on a Charisma saving throw against your spell save DC, or the target disappears and hurtles through a nightmare landscape. The target takes 8d10 Psychic damage if it isn't a Fiend, and it has the Incapacitated condition until the end of your next turn, when it returns to the space it previously occupied or the nearest unoccupied space. Once you use this feature, you can't use it again until you finish a Long Rest unless you expend a Pact Magic spell slot (no action required) to restore your use of it.	KEY:Fiend Patron ~ Hurl Through Hell																									SORTKEY:Class_Warlock_01d3e	SOURCEPAGE:PHB

Acid	CATEGORY:Internal	TYPE:Fiendish Resilience.SpecialQuality	VISIBLE:YES	DESC:Resistance to Acid.	KEY:Fiendish Resilience ~ Acid																									SORTKEY:Class_Warlock_01d3d1	SOURCEPAGE:PHB
Cold	CATEGORY:Internal	TYPE:Fiendish Resilience.SpecialQuality	VISIBLE:YES	DESC:Resistance to Cold.	KEY:Fiendish Resilience ~ Cold																									SORTKEY:Class_Warlock_01d3d2	SOURCEPAGE:PHB
Fire	CATEGORY:Internal	TYPE:Fiendish Resilience.SpecialQuality	VISIBLE:YES	DESC:Resistance to Fire.	KEY:Fiendish Resilience ~ Fire																									SORTKEY:Class_Warlock_01d3d3	SOURCEPAGE:PHB
Lightning	CATEGORY:Internal	TYPE:Fiendish Resilience.SpecialQuality	VISIBLE:YES	DESC:Resistance to Lightning.	KEY:Fiendish Resilience ~ Lightning																									SORTKEY:Class_Warlock_01d3d4	SOURCEPAGE:PHB
Poison	CATEGORY:Internal	TYPE:Fiendish Resilience.SpecialQuality	VISIBLE:YES	DESC:Resistance to Poison.	KEY:Fiendish Resilience ~ Poison																									SORTKEY:Class_Warlock_01d3d5	SOURCEPAGE:PHB

Awakened Mind	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Great Old Patron.SpecialQuality	VISIBLE:YES	DESC:You can form a telepathic connection between your mind and the mind of another. As a Bonus Action, choose one creature you can see within 30 feet of yourself. You and the chosen creature can communicate telepathically with each other while the two of you are within a number of miles of each other equal to your Charisma modifier (minimum of 1 mile). To understand each other, you each must mentally use a language the other knows. The telepathic connection lasts for a number of minutes equ al to your Warlock level. It ends early if you use this feature to connect with a different creature.	KEY:Great Old Patron ~ Awakened Mind		BONUS:VAR|TelepathyRange|30|TYPE=Base																									SORTKEY:Class_Warlock_01d4a	SOURCEPAGE:PHB
Great Old One Spells	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Great Old Patron.SpecialQuality	VISIBLE:YES	DESC:The magic of your patron ensures you always have certain spells ready; when you reach a Warlock level specified in the Great Old One Spells table, you thereafter always have the listed spells prepared.	KEY:Great Old Patron ~ Great Old One Spells														SPELLS:Great Old One Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Detect Thoughts|Dissonant Whispers|Phantasmal Force|Tasha's Hideous Laughter|PREVARGTEQ:WarlockLVL,3	SPELLS:Great Old One Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Clairvoyance|Hunger of Hadar|PREVARGTEQ:WarlockLVL,5	SPELLS:Great Old One Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Confusion|Summon Aberration|PREVARGTEQ:WarlockLVL,7	SPELLS:Great Old One Spells|TIMES=ATWILL|CASTERLEVEL=WarlockLVL|Modify Memory|Telekinesis|PREVARGTEQ:WarlockLVL,9										SORTKEY:Class_Sorcerer_01d4b	SOURCEPAGE:PHB
Psychic Spells	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Great Old Patron.SpecialQuality	VISIBLE:YES	DESC:When you cast a Warlock spell that deals damage, you can change its damage type to Psychic. In addition, when you cast a Warlock spell that is an Enchantment or Illusion, you can do so without Verbal or Somatic components	KEY:Great Old Patron ~ Psychic Spells																											SORTKEY:Class_Warlock_01d4c	SOURCEPAGE:PHB
Clairvoyant Combatant	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Great Old Patron.SpecialQuality	VISIBLE:YES	DESC:When you form a telepathic bond with a creature using your Awakened Mind, you can force that creature to make a Wisdom saving throw against your spell save DC. On a failed save, the creature has Disadvantage on attack rolls against you, and you have Advantage on attack rolls against that creature for the duration of the bond. Once you use this feature, you can't use it again until you finish a Short or Long Rest unless you expend a Pact Magic spell slot (no action required) to restore your use of it.	KEY:Great Old Patron ~ Clairvoyant Combatant																									SORTKEY:Class_Warlock_01d4d	SOURCEPAGE:PHB
Eldritch Hex	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Great Old Patron.SpecialQuality	VISIBLE:YES	DESC:Your alien patron grants you a powerful curse. You always have the Hex spell prepared. When you cast Hex and choose an ability, the target also has Disadvantage on saving throws of the chosen ability for the duration of the spell.	KEY:Great Old Patron ~ Eldritch Hex														SPELLS:Eldritch Hex|TIMES=ATWILL|CASTERLEVEL=Warlock|Hex											SORTKEY:Class_Warlock_01d4e	SOURCEPAGE:PHB
Thought Shield	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Great Old Patron.SpecialQuality	VISIBLE:YES	DESC:Your thoughts can't be read by telepathy or other means unless you allow it. You also have Resistance to Psychic damage, and whenever a creature deals Psychic dama ge to you, that creature takes the same amount of damage that you take.	KEY:Great Old Patron ~ Thought Shield																									SORTKEY:Class_Warlock_01d4f	SOURCEPAGE:PHB
Create Thrall	CATEGORY:Special Ability	TYPE:Warlock Class Feature.Class Feature.Great Old Patron.SpecialQuality	VISIBLE:YES	DESC:~hen yo~ cast S~mmon_Aberration, you can modify it so that it doesn't require Concentration. If you do so, the spell's duration becomes 1 minute for that casting, and when summoned, the Aberration has a number of Temporary Hit Points equal to your Warlock level plus your Charisma modifier. In addition, the first time each turn the Aberration hit~ a creature under the effect of your Hex, the Aberration deals extra Psychic damage to the target equal to the bonus damage of that spell.	KEY:Great Old Patron ~ Create Thrall																									SORTKEY:Class_Warlock_01d4g	SOURCEPAGE:PHB

###Block:Abilities																																
Spellcasting	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:As a student of arcane magic, you have learned to cast spells. See chapter 7 for the rules on spellcasting. The information below details how you use those rules with Wizard spells, which appear in the Wizard spell list later in the class's description. Cantrips. You know three Wizard cantrips of your choice. Light, Mage Hand, and Ray of Frost are recom- mended. Whenever you finish a Long Rest, you can Replace one of your cantrips from this feature with another Wizard cantrip of your choice. When you reach Wizard levels 4 and 10, you learn another Wizard cantrip of your choice, as shown in the Cantrips column of the Wizard Features table. &NL; Spellbook. Your wizardly apprenticeship culminated in the creation of a unique book: your spellbook. It is a Tiny object that weighs 3 pounds, contains 100 pages, and can be read only by you or someone casting Identify. You determine the book's appearance and materials, such as a gilt-edged tome or a collection of vellum bound with twine. The book contains the level 1+ spells you know. It starts with six level 1 Wizard spells of your choice. Detect Magic, Feather Fall, Mage Armor, Magic Missile, Sleep, and Thunderwave are recommended. Whenever you gain a Wizard level after 1, add two Wizard spells of your choice to your spellbook. Each of these spells must be of a level for which you have spell slots, as shown in the Wizard Features table. The spells are the culmination of arcane research you do regularly. &nl; Spell Slots. The Wizard Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest. &nl; Prepared Spells of Level 1+. You prepare the list of level 1+ spells that are available for you to cast with this feature. To do so, choose four spells from your spellbook. The chosen spells must be of a level for which you have spell slots. The number of spells on your list increases as you gain Wizard levels, as shown in the Prepared Spells column of the Wizard Features table. Whenever that number increases, choose additional Wizard spells until the number of spells on your list matches the number in the table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 3 Wizard, your list of prepared spells can include six spells of levels 1 and 2 in any combination, chosen from your spellbook. If another Wizard feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Wizard spells for you. &nl; Changing Your Prepared Spells. Whenever you finish a Long Rest, you can change your list of prepared spells, replacing any of the spells there with spells from your spellbook. &nl; Spellcasting Ability. Intelligence is your spellcasting ability for your Wizard spells. &nl; Spellcasting Focus. You can use an Arcane Focus or your spellbook as a Spellcasting Focus for your Wizard spells. Spell save DC %1; Spell attack modifier +%2|WizardSpellDC|Proficiency_Bonus+CHA	KEY:Wizard ~ Spellcasting				DEFINE:WizardSpellDC|0					BONUS:VAR|WizardSpellDC|SpellDC_INT	BONUS:VAR|POOL_Wizard_Cantrip|3+(WizardLVL>=4)+(WizardLVL>=10)																SORTKEY:Class_Wizard_01a	SOURCEPAGE:PHB
Ritual Adept	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You can cast any spell as a Ritual if that spell has the Ritual tag and the spell is in your spellbook. You needn't have the spell prepared, but you must read from the book to cast a spell in this way.	KEY:Wizard ~ Ritual Adept													SORTKEY:Class_Wizard_01b	SOURCEPAGE:PHB
