SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2024-08																																																																																																																																																																																																																
Speak with Animals	KEY:Ritual Caster ~ Speak with Animals		CATEGORY:Internal			TYPE:Ritual Caster Spell																SPELLS:Ritual Caster|TIMES=ATWILL|Speak with Animals,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Ritual Caster ~ Intelligence	SPELLS:Ritual Caster|TIMES=ATWILL|Speak with Animals,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Ritual Caster ~ Wisdom	SPELLS:Ritual Caster|TIMES=ATWILL|Speak with Animals,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Ritual Caster ~ Charisma																																																																																																																																																																																											
Tenser's Floating Disk	KEY:Ritual Caster ~ Tenser's Floating Disk		CATEGORY:Internal			TYPE:Ritual Caster Spell																SPELLS:Ritual Caster|TIMES=ATWILL|Tenser's Floating Disk,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Ritual Caster ~ Intelligence	SPELLS:Ritual Caster|TIMES=ATWILL|Tenser's Floating Disk,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Ritual Caster ~ Wisdom	SPELLS:Ritual Caster|TIMES=ATWILL|Tenser's Floating Disk,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Ritual Caster ~ Charisma																																																																																																																																																																																											
Unseen Servant	KEY:Ritual Caster ~ Unseen Servant			CATEGORY:Internal			TYPE:Ritual Caster Spell																SPELLS:Ritual Caster|TIMES=ATWILL|Unseen Servant,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Ritual Caster ~ Intelligence	SPELLS:Ritual Caster|TIMES=ATWILL|Unseen Servant,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Ritual Caster ~ Wisdom	SPELLS:Ritual Caster|TIMES=ATWILL|Unseen Servant,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Ritual Caster ~ Charisma																																																																																																																																																																																										
###Block: Sentinel																																																																																																																																																																																																																			
Strength		KEY:Sentinel ~ Strength		CATEGORY:Internal		TYPE:Sentinel Stats																				BONUS:STAT|STR|1																																																																																																																																																																																									
Dexterity		KEY:Sentinel ~ Dexterity		CATEGORY:Internal		TYPE:Sentinel Stats																				BONUS:STAT|DEX|1																																																																																																																																																																																									
###Block: Shadow-Touched																																																																																																																																																																																																																			
Intelligence	KEY:Shadow-Touched ~ Intelligence	CATEGORY:Internal		TYPE:Shadow-Touched Stats																				BONUS:STAT|INT|1																																																																																																																																																																																											
Wisdom		KEY:Shadow-Touched ~ Wisdom		CATEGORY:Internal		TYPE:Shadow-Touched Stats																				BONUS:STAT|WIS|1																																																																																																																																																																																									
Charisma		KEY:Shadow-Touched ~ Charisma	CATEGORY:Internal		TYPE:Shadow-Touched Stats																				BONUS:STAT|CHA|1																																																																																																																																																																																										
#																																																																																																																																																																																																																			
Color Spray	KEY:Shoadow-Touched ~ Color Spray			CATEGORY:Internal			TYPE:Shadow-Touched Spell																SPELLS:Shadow-Touched|TIMES=ATWILL|Color Spray,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Intelligence	SPELLS:Shadow-Touched|TIMES=ATWILL|Color Spray,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Wisdom	SPELLS:Shadow-Touched|TIMES=ATWILL|Color Spray,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Charisma																																																																																																																																																																																										
Disguise Self	KEY:Shoadow-Touched ~ Disguise Self			CATEGORY:Internal			TYPE:Shadow-Touched Spell																SPELLS:Shadow-Touched|TIMES=ATWILL|Disguise Self,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Intelligence	SPELLS:Shadow-Touched|TIMES=ATWILL|Disguise Self,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Wisdom	SPELLS:Shadow-Touched|TIMES=ATWILL|Disguise Self,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Charisma																																																																																																																																																																																										
False Life	KEY:Shoadow-Touched ~ False Life			CATEGORY:Internal			TYPE:Shadow-Touched Spell																SPELLS:Shadow-Touched|TIMES=ATWILL|False Life,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Intelligence	SPELLS:Shadow-Touched|TIMES=ATWILL|False Life,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Wisdom	SPELLS:Shadow-Touched|TIMES=ATWILL|False Life,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Charisma																																																																																																																																																																																										
Illusory Script	KEY:Shoadow-Touched ~ Illusory Script			CATEGORY:Internal			TYPE:Shadow-Touched Spell																SPELLS:Shadow-Touched|TIMES=ATWILL|Illusory Script,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Intelligence	SPELLS:Shadow-Touched|TIMES=ATWILL|Illusory Script,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Wisdom	SPELLS:Shadow-Touched|TIMES=ATWILL|Illusory Script,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Charisma																																																																																																																																																																																										
Inflict Wounds	KEY:Shoadow-Touched ~ Inflict Wounds			CATEGORY:Internal			TYPE:Shadow-Touched Spell																SPELLS:Shadow-Touched|TIMES=ATWILL|Inflict Wounds,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Intelligence	SPELLS:Shadow-Touched|TIMES=ATWILL|Inflict Wounds,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Wisdom	SPELLS:Shadow-Touched|TIMES=ATWILL|Inflict Wounds,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Charisma																																																																																																																																																																																										
Ray of Sickness	KEY:Shoadow-Touched ~ Ray of Sickness			CATEGORY:Internal			TYPE:Shadow-Touched Spell																SPELLS:Shadow-Touched|TIMES=ATWILL|Ray of Sickness,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Intelligence	SPELLS:Shadow-Touched|TIMES=ATWILL|Ray of Sickness,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Wisdom	SPELLS:Shadow-Touched|TIMES=ATWILL|Ray of Sickness,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Charisma																																																																																																																																																																																										
Silent Image	KEY:Shoadow-Touched ~ Silent Image			CATEGORY:Internal			TYPE:Shadow-Touched Spell																SPELLS:Shadow-Touched|TIMES=ATWILL|Silent Image,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Intelligence	SPELLS:Shadow-Touched|TIMES=ATWILL|Silent Image,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Wisdom	SPELLS:Shadow-Touched|TIMES=ATWILL|Silent Image,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Charisma																																																																																																																																																																																										
rathful Smite	KEY:Shoadow-Touched ~ Wrathful Smite			CATEGORY:Internal			TYPE:Shadow-Touched Spell																SPELLS:Shadow-Touched|TIMES=ATWILL|Wrathful Smite,SpellDC_INT|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Intelligence	SPELLS:Shadow-Touched|TIMES=ATWILL|Wrathful Smite,SpellDC_WIS|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Wisdom	SPELLS:Shadow-Touched|TIMES=ATWILL|Wrathful Smite,SpellDC_CHA|PREABILITY:1,CATEGORY=Internal,Shadow-Touched ~ Charisma																																																																																																																																																																																										
###Block: Skill Expert																																																																																																																																																																																																																			
Strength		KEY:Skill Expert ~ Strength		CATEGORY:Internal		TYPE:Skill Expert Stats																				BONUS:STAT|STR|1																																																																																																																																																																																									
Dexterity		KEY:Skill Expert ~ Dexterity		CATEGORY:Internal		TYPE:Skill Expert Stats																				BONUS:STAT|DEX|1																																																																																																																																																																																									
Constitution	KEY:Skill Expert ~ Constitution	CATEGORY:Internal		TYPE:Skill Expert Stats																				BONUS:STAT|CON|1																																																																																																																																																																																											
Intelligence	KEY:Skill Expert ~ Intelligence	CATEGORY:Internal		TYPE:Skill Expert  Stats																				BONUS:STAT|INT|1																																																																																																																																																																																											
Wisdom		KEY:Skill Expert ~ Wisdom		CATEGORY:Internal		TYPE:Skill Expert Stats																				BONUS:STAT|WIS|1																																																																																																																																																																																									
Charisma		KEY:Skill Expert ~ Charisma	CATEGORY:Internal		TYPE:Skill Expert Stats																				BONUS:STAT|CHA|1																																																																																																																																																																																										
###Block: Slasher																																																																																																																																																																																																																			
Strength		KEY:Slasher ~ Strength		CATEGORY:Internal		TYPE:Sentinel Stats																				BONUS:STAT|STR|1																																																																																																																																																																																									
Dexterity		KEY:Slasher ~ Dexterity		CATEGORY:Internal		TYPE:Sentinel Stats																				BONUS:STAT|DEX|1																																																																																																																																																																																									
###Block: Speedy																																																																																																																																																																																																																			
Dexterity		KEY:Speedy ~ Dexterity		CATEGORY:Internal		TYPE:Speedy Stats																				BONUS:STAT|DEX|1																																																																																																																																																																																									
Constitution	KEY:Speedy ~ Constitution	CATEGORY:Internal		TYPE:Speedy Stats																				BONUS:STAT|CON|1																																																																																																																																																																																											
###Block: Spell Sniper																																																																																																																																																																																																																			
Intelligence	KEY:Spell Sniper ~ Intelligence	CATEGORY:Internal		TYPE:Spell Sniper Stats																				BONUS:STAT|INT|1																																																																																																																																																																																											
Wisdom		KEY:Spell Sniper ~ Wisdom		CATEGORY:Internal		TYPE:Spell Sniper Stats																				BONUS:STAT|WIS|1																																																																																																																																																																																									
Charisma		KEY:Spell Sniper ~ Charisma	CATEGORY:Internal		TYPE:Spell Sniper Stats																				BONUS:STAT|CHA|1																																																																																																																																																																																										
###Block: Telekinetic																																																																																																																																																																																																																			
Intelligence	KEY:Telekinetic ~ Intelligence	CATEGORY:Internal		TYPE:Telekinetic Stats																				BONUS:STAT|INT|1																																																																																																																																																																																											
Wisdom		KEY:Telekinetic ~ Wisdom		CATEGORY:Internal		TYPE:Telekinetic Stats																				BONUS:STAT|WIS|1																																																																																																																																																																																									
Charisma		KEY:Telekinetic ~ Charisma	CATEGORY:Internal		TYPE:Telekinetic Stats																				BONUS:STAT|CHA|1																																																																																																																																																																																										
###Block: Telepathic																																																																																																																																																																																																																			
Intelligence	KEY:Telepathic ~ Intelligence	CATEGORY:Internal		TYPE:Telepathic Stats																				BONUS:STAT|INT|1																																																																																																																																																																																											
Wisdom		KEY:Telepathic ~ Wisdom		CATEGORY:Internal		TYPE:Telepathic Stats																				BONUS:STAT|WIS|1																																																																																																																																																																																									
Charisma		KEY:Telepathic ~ Charisma	CATEGORY:Internal		TYPE:Telepathic Stats																				BONUS:STAT|CHA|1																																																																																																																																																																																										
###Block: War Caster																																																																																																																																																																																																																			
Intelligence	KEY:War Caster ~ Intelligence	CATEGORY:Internal		TYPE:War Caster Stats																				BONUS:STAT|INT|1																																																																																																																																																																																											
Wisdom		KEY:War Caster ~ Wisdom		CATEGORY:Internal		TYPE:War Caster Stats																				BONUS:STAT|WIS|1																																																																																																																																																																																									
Charisma		KEY:War Caster ~ Charisma	CATEGORY:Internal		TYPE:War Caster Stats																				BONUS:STAT|CHA|1																																																																																																																																																																																										
																																																																																																																																																																																																																			
###Block:Weapon Mastery																																																																																																																																																																																																																			
Club	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Club	KEY:Weapon Mastery ~ Club		PREWEAPONPROF:1,Club		DEFINE:WeaponMasteryClub|0					BONUS:VAR|WeaponMasteryClub|1																	SORTKEY:Weapon_Mastery_01c1	SOURCEPAGE:PHB																																																																																																																																																																																			
Dagger	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Dagger	KEY:Weapon Mastery ~ Dagger		PREWEAPONPROF:1,Dagger		DEFINE:WeaponMasteryDagger|0					BONUS:VAR|WeaponMasteryDagger|1																	SORTKEY:Weapon_Mastery_01c2	SOURCEPAGE:PHB																																																																																																																																																																																			
Greatclub	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Greatclub	KEY:Weapon Mastery ~ Greatclub		PREWEAPONPROF:1,Greatclub		DEFINE:WeaponMasteryGreatclub|0					BONUS:VAR|WeaponMasteryGreatclub|1																	SORTKEY:Weapon_Mastery_01c3	SOURCEPAGE:PHB																																																																																																																																																																																			
Handaxe	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Handaxe	KEY:Weapon Mastery ~ Handaxe		PREWEAPONPROF:1,Hand Axe		DEFINE:WeaponMasteryHandaxe|0					BONUS:VAR|WeaponMasteryHandaxe|1																	SORTKEY:Weapon_Mastery_01c4	SOURCEPAGE:PHB																																																																																																																																																																																			
Javelin	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Javelin	KEY:Weapon Mastery ~ Javelin		PREWEAPONPROF:1,Javelin		DEFINE:WeaponMasteryJavelin|0					BONUS:VAR|WeaponMasteryJavelin|1																	SORTKEY:Weapon_Mastery_01c5	SOURCEPAGE:PHB																																																																																																																																																																																			
Light Hammer	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Light Hammer	KEY:Weapon Mastery ~ Light Hammer		PREWEAPONPROF:1,Light Hammer		DEFINE:WeaponMasteryLightHammer|0					BONUS:VAR|WeaponMasteryLightHammer|1																	SORTKEY:Weapon_Mastery_01c6	SOURCEPAGE:PHB																																																																																																																																																																																			
Mace	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Mace	KEY:Weapon Mastery ~ Mace		PREWEAPONPROF:1,Mace		DEFINE:WeaponMasteryMace|0					BONUS:VAR|WeaponMasteryMace|1																	SORTKEY:Weapon_Mastery_01c7	SOURCEPAGE:PHB																																																																																																																																																																																			
Quarterstaff	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Quarterstaff	KEY:Weapon Mastery ~ Quarterstaff		PREWEAPONPROF:1,Quarterstaff		DEFINE:WeaponMasteryQuarterstaff|0					BONUS:VAR|WeaponMasteryQuarterstaff|1																	SORTKEY:Weapon_Mastery_01c8	SOURCEPAGE:PHB																																																																																																																																																																																			
Sickle	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Sickle	KEY:Weapon Mastery ~ Sickle		PREWEAPONPROF:1,Sickle		DEFINE:WeaponMasterySickle|0					BONUS:VAR|WeaponMasterySickle|1																	SORTKEY:Weapon_Mastery_01c9	SOURCEPAGE:PHB																																																																																																																																																																																			
Spear	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Spear	KEY:Weapon Mastery ~ Spear		PREWEAPONPROF:1,Spear		DEFINE:WeaponMasterySpear|0					BONUS:VAR|WeaponMasterySpear|1																	SORTKEY:Weapon_Mastery_01c10	SOURCEPAGE:PHB																																																																																																																																																																																			
Dart	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Dart	KEY:Weapon Mastery ~ Dart		PREWEAPONPROF:1,Dart		DEFINE:WeaponMasteryDart|0					BONUS:VAR|WeaponMasteryDart|1																	SORTKEY:Weapon_Mastery_01c11	SOURCEPAGE:PHB																																																																																																																																																																																			
Light Crossbow	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Light Crossbow	KEY:Weapon Mastery ~ Light Crossbow		PREWEAPONPROF:1,Light Crossbow		DEFINE:WeaponMasteryLightCrossbow|0					BONUS:VAR|WeaponMasteryLightCrossbow|1																	SORTKEY:Weapon_Mastery_01c12	SOURCEPAGE:PHB																																																																																																																																																																																			
Shortbow	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Shortbow	KEY:Weapon Mastery ~ Shortbow		PREWEAPONPROF:1,Shortbow		DEFINE:WeaponMasteryShortbow|0					BONUS:VAR|WeaponMasteryShortbow|1																	SORTKEY:Weapon_Mastery_01c13	SOURCEPAGE:PHB																																																																																																																																																																																			
Sling	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Sling	KEY:Weapon Mastery ~ Sling		PREWEAPONPROF:1,Sling		DEFINE:WeaponMasterySling|0					BONUS:VAR|WeaponMasterySling|1																	SORTKEY:Weapon_Mastery_01c14	SOURCEPAGE:PHB																																																																																																																																																																																			
Battleaxe	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Battleaxe	KEY:Weapon Mastery ~ Battleaxe		PREWEAPONPROF:1,Battleaxe		DEFINE:WeaponMasteryBattleaxe|0					BONUS:VAR|WeaponMasteryBattleaxe|1																	SORTKEY:Weapon_Mastery_01c15	SOURCEPAGE:PHB																																																																																																																																																																																			
Flail	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Flail	KEY:Weapon Mastery ~ Flail		PREWEAPONPROF:1,Flail		DEFINE:WeaponMasteryFlail|0					BONUS:VAR|WeaponMasteryFlail|1																	SORTKEY:Weapon_Mastery_01c16	SOURCEPAGE:PHB																																																																																																																																																																																			
Glaive	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Glaive	KEY:Weapon Mastery ~ Glaive		PREWEAPONPROF:1,Glaive		DEFINE:WeaponMasteryGlaive|0					BONUS:VAR|WeaponMasteryGlaive|1																	SORTKEY:Weapon_Mastery_01c17	SOURCEPAGE:PHB																																																																																																																																																																																			
Greataxe	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Greataxe	KEY:Weapon Mastery ~ Greataxe		PREWEAPONPROF:1,Greataxe		DEFINE:WeaponMasteryGreataxe|0					BONUS:VAR|WeaponMasteryGreataxe|1																	SORTKEY:Weapon_Mastery_01c18	SOURCEPAGE:PHB																																																																																																																																																																																			
Greatsword	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Greatsword	KEY:Weapon Mastery ~ Greatsword		PREWEAPONPROF:1,Greatsword		DEFINE:WeaponMasteryGreatsword|0					BONUS:VAR|WeaponMasteryGreatsword|1																	SORTKEY:Weapon_Mastery_01c19	SOURCEPAGE:PHB																																																																																																																																																																																			
Halberd	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Halberd	KEY:Weapon Mastery ~ Halberd		PREWEAPONPROF:1,Halberd		DEFINE:WeaponMasteryHalberd|0					BONUS:VAR|WeaponMasteryHalberd|1																	SORTKEY:Weapon_Mastery_01c20	SOURCEPAGE:PHB																																																																																																																																																																																			
Lance	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Lance	KEY:Weapon Mastery ~ Lance		PREWEAPONPROF:1,Lance		DEFINE:WeaponMasteryLance|0					BONUS:VAR|WeaponMasteryLance|1																	SORTKEY:Weapon_Mastery_01c21	SOURCEPAGE:PHB																																																																																																																																																																																			
Longsword	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Longsword	KEY:Weapon Mastery ~ Longsword		PREWEAPONPROF:1,Longsword		DEFINE:WeaponMasteryLongsword|0					BONUS:VAR|WeaponMasteryLongsword|1																	SORTKEY:Weapon_Mastery_01c22	SOURCEPAGE:PHB																																																																																																																																																																																			
Maul	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Maul	KEY:Weapon Mastery ~ Maul		PREWEAPONPROF:1,Maul		DEFINE:WeaponMasteryMaul|0					BONUS:VAR|WeaponMasteryMaul|1																	SORTKEY:Weapon_Mastery_01c23	SOURCEPAGE:PHB																																																																																																																																																																																			
Morningstar	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Morningstar	KEY:Weapon Mastery ~ Morningstar		PREWEAPONPROF:1,Morningstar		DEFINE:WeaponMasteryMorningstar|0					BONUS:VAR|WeaponMasteryMorningstar|1																	SORTKEY:Weapon_Mastery_01c24	SOURCEPAGE:PHB																																																																																																																																																																																			
Pike	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Pike	KEY:Weapon Mastery ~ Pike		PREWEAPONPROF:1,Pike		DEFINE:WeaponMasteryPike|0					BONUS:VAR|WeaponMasteryPike|1																	SORTKEY:Weapon_Mastery_01c25	SOURCEPAGE:PHB																																																																																																																																																																																			
Rapier	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Rapier	KEY:Weapon Mastery ~ Rapier		PREWEAPONPROF:1,Rapier		DEFINE:WeaponMasteryRapier|0					BONUS:VAR|WeaponMasteryRapier|1																	SORTKEY:Weapon_Mastery_01c26	SOURCEPAGE:PHB																																																																																																																																																																																			
Scimitar	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Scimitar	KEY:Weapon Mastery ~ Scimitar		PREWEAPONPROF:1,Scimitar		DEFINE:WeaponMasteryScimitar|0					BONUS:VAR|WeaponMasteryScimitar|1																	SORTKEY:Weapon_Mastery_01c27	SOURCEPAGE:PHB																																																																																																																																																																																			
Shortsword	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Shortsword	KEY:Weapon Mastery ~ Shortsword		PREWEAPONPROF:1,Shortsword		DEFINE:WeaponMasteryShortsword|0					BONUS:VAR|WeaponMasteryShortsword|1																	SORTKEY:Weapon_Mastery_01c28	SOURCEPAGE:PHB																																																																																																																																																																																			
Trident	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Trident	KEY:Weapon Mastery ~ Trident		PREWEAPONPROF:1,Trident		DEFINE:WeaponMasteryTrident|0					BONUS:VAR|WeaponMasteryTrident|1																	SORTKEY:Weapon_Mastery_01c29	SOURCEPAGE:PHB																																																																																																																																																																																			
Warhammer	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Warhammer	KEY:Weapon Mastery ~ Warhammer		PREWEAPONPROF:1,Warhammer		DEFINE:WeaponMasteryWarhammer|0					BONUS:VAR|WeaponMasteryWarhammer|1																	SORTKEY:Weapon_Mastery_01c30	SOURCEPAGE:PHB																																																																																																																																																																																			
War Pick	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with War Pick	KEY:Weapon Mastery ~ War Pick		PREWEAPONPROF:1,War Pick		DEFINE:WeaponMasteryWarPick|0					BONUS:VAR|WeaponMasteryWarPick|1																	SORTKEY:Weapon_Mastery_01c31	SOURCEPAGE:PHB																																																																																																																																																																																			
Whip	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Whip	KEY:Weapon Mastery ~ Whip		PREWEAPONPROF:1,Whip		DEFINE:WeaponMasteryWhip|0					BONUS:VAR|WeaponMasteryWhip|1																	SORTKEY:Weapon_Mastery_01c32	SOURCEPAGE:PHB																																																																																																																																																																																			
Blowgun	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Blowgun	KEY:Weapon Mastery ~ Blowgun		PREWEAPONPROF:1,Blowgun		DEFINE:WeaponMasteryBlowgun|0					BONUS:VAR|WeaponMasteryBlowgun|1																	SORTKEY:Weapon_Mastery_01c33	SOURCEPAGE:PHB																																																																																																																																																																																			
Hand Crossbow	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Hand Crossbow	KEY:Weapon Mastery ~ Hand Crossbow		PREWEAPONPROF:1,Hand Crossbow		DEFINE:WeaponMasteryHandCrossbow|0					BONUS:VAR|WeaponMasteryHandCrossbow|1																	SORTKEY:Weapon_Mastery_01c34	SOURCEPAGE:PHB																																																																																																																																																																																			
Haeavy Crossbow	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Haeavy Crossbow	KEY:Weapon Mastery ~ Haeavy Crossbow		PREWEAPONPROF:1,Haeavy Crossbow		DEFINE:WeaponMasteryHaeavyCrossbow|0					BONUS:VAR|WeaponMasteryHaeavyCrossbow|1																	SORTKEY:Weapon_Mastery_01c35	SOURCEPAGE:PHB																																																																																																																																																																																			
Longbow	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Longbow	KEY:Weapon Mastery ~ Longbow		PREWEAPONPROF:1,Longbow		DEFINE:WeaponMasteryLongbow|0					BONUS:VAR|WeaponMasteryLongbow|1																	SORTKEY:Weapon_Mastery_01c36	SOURCEPAGE:PHB																																																																																																																																																																																			
Musket	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Musket	KEY:Weapon Mastery ~ Musket		PREWEAPONPROF:1,Musket		DEFINE:WeaponMasteryMusket|0					BONUS:VAR|WeaponMasteryMusket|1																	SORTKEY:Weapon_Mastery_01c37	SOURCEPAGE:PHB																																																																																																																																																																																			
Pistol	CATEGORY:Internal	TYPE:Weapon Mastery	VISIBLE:YES	DESC:Weapon Mastery with Pistol	KEY:Weapon Mastery ~ Pistol		PREWEAPONPROF:1,Pistol		DEFINE:WeaponMasteryPistol|0					BONUS:VAR|WeaponMasteryPistol|1																	SORTKEY:Weapon_Mastery_01c38	SOURCEPAGE:PHB																																																																																																																																																																																			

Skill Disadvantage ~ Stealth	CATEGORY:Internal	TYPE:Internal	VISIBLE:YES	SOURCEPAGE:PHB	ASPECT:SkillBonus|Armor - Disadvantage on Stealth
Skill Disadvantage ~ Stealth (Medium Armor)	CATEGORY:Internal	TYPE:Internal	VISIBLE:YES	SOURCEPAGE:PHB	ASPECT:SkillBonus|Armor - Disadvantage on Stealth
Skill Disadvantage ~ Stealth (Heavy Armor)	CATEGORY:Internal	TYPE:Internal	VISIBLE:YES	SOURCEPAGE:PHB	ASPECT:SkillBonus|Armor - Disadvantage on Stealth
Unproficient Armor	CATEGORY:Internal	TYPE:Internal	VISIBLE:YES	SOURCEPAGE:PHB	ASPECT:SkillBonus|Armor/Shield Non-Proficiency - Disadvantage on STR and DEX skill checks, saving throws, and attacks. Can't cast spells.	ASPECT:CombatBonus|Armor/Shield Non-Proficiency - Disadvantage on STR and DEX skill checks, saving throws, and attacks. Can't cast spells.

#Block:Wild Companion																																																																																																																																																																																																																			
Wild Companion	CATEGORY:Internal	VISIBLE:NO	ABILITY:Internal|AUTOMATIC|Wild Companion (Base)|Wild Companion																																																																																																																																																																																																																
Wild Companion (Base)	CATEGORY:Internal								DEFINE:WildCompanionLVL|0	DEFINE:WildCompanionDetermination|0													FOLLOWERS:Wild Companion|1	ABILITY:Wild Companion Selection|AUTOMATIC|Standard Selection ~ Wild Companion|!PREABILITY:1,CATEGORY=Internal,TYPE.WildCompanionAlternate								SOURCEPAGE:PHB																																																																																																																																																																																			
Wild Companion	CATEGORY:Internal	TYPE:WildCompanionSelection	VISIBLE:NO																													SOURCEPAGE:PHB																																																																																																																																																																																			
