SOURCELONG:Gozzilioni Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2002-09																																																																	
																																																																				
#MM2 aggiornato alla 3.5																																																																				
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells	SORTKEY:			
Salamander (Frost)	OUTPUTNAME:[NAME] Salamander		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Climb,30	FACE:10	REACH:5		BONUS:VAR|HasLowLightVision|1	KIT:1|CE			BONUS:COMBAT|AC|5|TYPE=NaturalArmor							BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Climb|Hide|Listen|Move Silently|Spot									LEGS:2	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Frost Salamander							DR:10/Magic		MONSTERCLASS:Magical Beast:12	RACETYPE:Magical Beast	RACESUBTYPE:Cold	TYPE:Magical Beast					HITDICEADVANCEMENT:12,18,24,36	LEVELADJUSTMENT:3	CR:7	SOURCEPAGE:MM2					
Galeb Duhr			STARTFEATS:1	SIZE:M	MOVE:Walk,10,Burrow,10	FACE:5	REACH:5	BONUS:VAR|TremorsenseRange|200|TYPE=Base		KIT:1|TN			BONUS:COMBAT|AC|15|TYPE=NaturalArmor						BONUS:STAT|STR|2	BONUS:STAT|DEX|-6	BONUS:STAT|CON|10		BONUS:STAT|WIS|6	BONUS:STAT|CHA|2			MONCSKILL:Concentration|Diplomacy|Knowledge (Geography)|Perform (Sing)|Sense Motive									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Galeb Duhr						SR:21	DR:10/Magic		MONSTERCLASS:Elemental (Earth/Water):8	RACETYPE:Elemental	RACESUBTYPE:Earth	TYPE:Elemental					HITDICEADVANCEMENT:15,24	LEVELADJUSTMENT:5	CR:9	SOURCEPAGE:MM2					
Gambol			STARTFEATS:1	SIZE:L	MOVE:Walk,30,Climb,15	FACE:10	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1				BONUS:COMBAT|AC|5|TYPE=NaturalArmor						BONUS:STAT|STR|12	BONUS:STAT|DEX|8	BONUS:STAT|CON|4	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Balance|Climb|Jump|Tumble									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4		ABILITY:Internal|AUTOMATIC|Race Traits ~ Gambol									MONSTERCLASS:Magical Beast:8	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:12,24		CR:5	SOURCEPAGE:MM2					
Giant (Forest)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Ranger	STARTFEATS:1	SIZE:H	MOVE:Walk,40	FACE:15	REACH:15	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|11|TYPE=NaturalArmor						BONUS:STAT|STR|22	BONUS:STAT|DEX|2	BONUS:STAT|CON|12	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|10			MONCSKILL:Diplomacy|Hide|Listen|Sense Motive|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Thrown Rock,Weapon.Natural.Ranged.Thrown.Bludgeoning,*1,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Forest Giant									MONSTERCLASS:Giant:13	RACETYPE:Giant		TYPE:Giant						LEVELADJUSTMENT:4	CR:11	SOURCEPAGE:MM2					
Giant (Sun)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Ranger	STARTFEATS:1	SIZE:H	MOVE:Walk,40	FACE:15	REACH:15	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|10|TYPE=NaturalArmor						BONUS:STAT|STR|26	BONUS:STAT|DEX|4	BONUS:STAT|CON|14	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|4			MONCSKILL:Handle Animal|Hide|Listen|Ride|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Thrown Rock,Weapon.Natural.Ranged.Thrown.Bludgeoning,*1,2d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Sun Giant									MONSTERCLASS:Giant:13	RACETYPE:Giant	RACESUBTYPE:Fire	TYPE:Giant						LEVELADJUSTMENT:4	CR:12	SOURCEPAGE:MM2					
Giant (Ocean)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Sorcerer	STARTFEATS:1	SIZE:H	MOVE:Walk,40,Swim,80	FACE:15	REACH:15	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|16|TYPE=NaturalArmor						BONUS:STAT|STR|28	BONUS:STAT|DEX|4	BONUS:STAT|CON|18		BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Diplomacy|Listen|Sense Motive|Spot|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d10	NATURALATTACKS:Thrown Rock,Weapon.Natural.Ranged.Thrown.Bludgeoning,*1,2d8	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ocean Giant									MONSTERCLASS:Giant:18	RACETYPE:Giant	RACESUBTYPE:Aquatic|Cold	TYPE:Giant							CR:19	SOURCEPAGE:MM2					
Giant (Mountain)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Barbarian	STARTFEATS:1	SIZE:C	MOVE:Walk,80	FACE:30	REACH:25	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|29|TYPE=NaturalArmor						BONUS:STAT|STR|32		BONUS:STAT|CON|26	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4			MONCSKILL:Jump|Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6	NATURALATTACKS:Thrown Rock,Weapon.Natural.Ranged.Thrown.Bludgeoning,*1,4d8	ABILITY:Internal|AUTOMATIC|Race Traits ~ Mountain Giant									MONSTERCLASS:Giant:30	RACETYPE:Giant		TYPE:Giant							CR:26	SOURCEPAGE:MM2					
Glimmerskin		FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	MOVE:Fly,50	FACE:5	REACH:5							BONUS:COMBAT|AC|3|TYPE=Deflection.REPLACE						BONUS:STAT|DEX|2	BONUS:STAT|CON|4		BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Bluff|Diplomacy|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Search|Sense Motive|Spellcraft|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Energy Touch,Weapon.Natural.Finesseable.Melee.Finesseable.Piercing,*1,0		ABILITY:Internal|AUTOMATIC|Race Traits ~ Glimmerskin						SR:15	DR:5/Magic		MONSTERCLASS:Outsider:12	RACETYPE:Outsider	RACESUBTYPE:Incorporeal	TYPE:Outsider							CR:12	SOURCEPAGE:MM2					
Golem (Stained Glass)	OUTPUTNAME:[NAME] Golem		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			KIT:1|TN			BONUS:COMBAT|AC|5|TYPE=NaturalArmor						BONUS:STAT|STR|2			BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Hide									LEGS:2	HANDS:2				NATURALATTACKS:Rake,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Stained Glass Golem							DR:10/Adamantine		MONSTERCLASS:Construct:12	RACETYPE:Construct	RACESUBTYPE:Golem	TYPE:Construct					HITDICEADVANCEMENT:24,36		CR:5	SOURCEPAGE:MM2					
Golem (Brass)	OUTPUTNAME:[NAME] Golem		STARTFEATS:1	SIZE:L	MOVE:Walk,30	FACE:10	REACH:10			KIT:1|TN			BONUS:COMBAT|AC|22|TYPE=NaturalArmor						BONUS:STAT|STR|10			BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Survival									LEGS:2	HANDS:2	BONUS:WEAPONPROF=Butt|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Butt,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Brass Golem							DR:10/Adamantine		MONSTERCLASS:Construct:16	RACETYPE:Construct	RACESUBTYPE:Golem	TYPE:Construct					HITDICEADVANCEMENT:32,48		CR:10	SOURCEPAGE:MM2					
Golem (Dragonflesh)	OUTPUTNAME:[NAME] Golem		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,120	FACE:10	REACH:10	BONUS:VAR|BlindsightRange|150|TYPE=Base		KIT:1|TN			BONUS:COMBAT|AC|14|TYPE=NaturalArmor						BONUS:STAT|STR|12			BONUS:STAT|INT|-6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Listen|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragonflesh Golem							DR:15/Adamantine		MONSTERCLASS:Construct:30	RACETYPE:Construct	RACESUBTYPE:Golem	TYPE:Construct					HITDICEADVANCEMENT:60,90		CR:13	SOURCEPAGE:MM2					
Gravecrawler			STARTFEATS:1	SIZE:S	MOVE:Walk,20,Burrow,20	FACE:5	REACH:5	BONUS:VAR|TremorsenseRange|60|TYPE=Base		KIT:1|TN			BONUS:COMBAT|AC|4|TYPE=NaturalArmor							BONUS:STAT|DEX|4		BONUS:STAT|INT|6					MONCSKILL:Balance|Bluff|Diplomacy|Escape Artist|Gather Information|Hide|Intimidate|Jump|Knowledge (History)|Knowledge (Local)|Knowledge (Religion)|Listen|Sense Motive|Spot|Tumble									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d4		ABILITY:Internal|AUTOMATIC|Race Traits ~ Gravecrawler						SR:30			MONSTERCLASS:Undead:25	RACETYPE:Undead		TYPE:Undead					HITDICEADVANCEMENT:52		CR:16	SOURCEPAGE:MM2					
Gravorg			STARTFEATS:1	SIZE:L	MOVE:Walk,20,Climb,20	FACE:10	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|5|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|-2	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Climb|Hide|Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Gravorg						SR:19	DR:5/Magic		MONSTERCLASS:Magical Beast:10	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:15,20,25,30		CR:8	SOURCEPAGE:MM2					
Greenvise			STARTFEATS:1	SIZE:H	MOVE:Walk,10	FACE:15	REACH:15	BONUS:VAR|WoodsenseRange|60|TYPE=Base		KIT:1|TN			BONUS:COMBAT|AC|8|TYPE=NaturalArmor						BONUS:STAT|STR|18		BONUS:STAT|CON|8	BONUS:STAT|INT|-8		BONUS:STAT|CHA|-4			MONCSKILL:Hide									LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,2d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Greenvise									MONSTERCLASS:Plant:12	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:18,36		CR:10	SOURCEPAGE:MM2					
Grell			STARTFEATS:1	SIZE:M	MOVE:Walk,5,Fly,30	FACE:5	REACH:5	BONUS:VAR|BlindsightRange|60|TYPE=Base					BONUS:COMBAT|AC|4|TYPE=NaturalArmor						BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|4			BONUS:STAT|CHA|-2			MONCSKILL:Hide|Listen|Move Silently|Spot									LEGS:0	HANDS:10				NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning,*10,1d4,SPROP=Paralisys|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d4		ABILITY:Internal|AUTOMATIC|Race Traits ~ Grell									MONSTERCLASS:Aberration:5	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:10,15	LEVELADJUSTMENT:4	CR:3	SOURCEPAGE:MM2					
Grimalkin			STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|1|TYPE=NaturalArmor						BONUS:STAT|STR|-2	BONUS:STAT|DEX|2		BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Climb|Hide|Jump|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Grimalkin									MONSTERCLASS:Magical Beast:4	RACETYPE:Magical Beast	RACESUBTYPE:Shapechanger	TYPE:Magical Beast					HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:3	CR:2	SOURCEPAGE:MM2					
Grizzly Mastodon			STARTFEATS:1	SIZE:H	MOVE:Walk,40	FACE:15	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|8|TYPE=NaturalArmor						BONUS:STAT|STR|24		BONUS:STAT|CON|12	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Listen|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6|Stamp,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,4d8	ABILITY:Internal|AUTOMATIC|Race Traits ~ Grizzly Mastodon									MONSTERCLASS:Animal:15	RACETYPE:Animal		TYPE:Animal					HITDICEADVANCEMENT:21,45		CR:13	SOURCEPAGE:MM2					
# Half Fiend (Durzagon)	OUTPUTNAME:[NAME]	FAVCLASS:Cleric	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (120')			AUTO:LANG|Dwarven|Undercommon	LANGBONUS:Draconic,Giant,Goblin,Orc,Terran,Infernal	BONUS:COMBAT|AC|1|TYPE=NaturalArmor		BONUS:SKILL|Move Silently|4|TYPE=Racial	BONUS:SKILL|Spot,Listen|1|TYPE=Racial	BONUS:SKILL|Appraise,Craft (Metalworking),Craft (Stoneworking)|2|TYPE=Racial				BONUS:STAT|CON|2			BONUS:STAT|CHA|-4			MONCSKILL:Appraise|Bluff|Craft (Metalworking)|Craft (Stoneworking)|Diplomacy|Intimidate|Listen|Move Silently|Search|Sense Motive|Spot					VFEAT:Alertness				LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6|Beard,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d3		ABILITY:Special Ability|AUTOMATIC|Beard	ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Stonecunning|Stability|Dwarf Immunity ~ Duergar|Dwarf Spell Resistance|Dwarf Attacks|Dodge Giant|Stoneworking Skills	ABILITY:Special Ability|AUTOMATIC|Resistance To Acid	ABILITY:Special Ability|AUTOMATIC|Resistance To Cold	ABILITY:Special Ability|AUTOMATIC|Resistance To Fire				MONSTERCLASS:Outsider:5	RACETYPE:Outsider	RACESUBTYPE:Dwarf	TYPE:Outsider	TEMPLATE:Half Fiend					LEVELADJUSTMENT:7	CR:4	SOURCEPAGE:MM2		BONUS:VAR|AcidResistanceBonus|10	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10	
Hellfire Wyrm	KEY:Dragon (Hellfire Wyrm)		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Burrow,30,Fly,250	FACE:15	REACH:10	BONUS:VAR|DarkvisionRange|120|TYPE=Base		KIT:1|LE			BONUS:COMBAT|AC|28|TYPE=NaturalArmor						BONUS:STAT|STR|18		BONUS:STAT|CON|16	BONUS:STAT|INT|12	BONUS:STAT|WIS|16	BONUS:STAT|CHA|18			MONCSKILL:Bluff|Diplomacy|Intimidate|Jump|Knowledge (Arcana)|Knowledge (History)|Knowledge (Religion)|Knowledge (The Planes)|Listen|Search|Spellcraft|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Hellfire Wyrm	ABILITY:Internal|AUTOMATIC|Race Size ~ Long					SR:37	DR:15/Epic		MONSTERCLASS:Dragon:23	RACETYPE:Dragon	RACESUBTYPE:Fire	TYPE:Dragon					HITDICEADVANCEMENT:23,46		CR:26	SOURCEPAGE:MM2					
Hook Horror			STARTFEATS:1	SIZE:L	MOVE:Walk,20,Climb,20	FACE:10	REACH:10	BONUS:VAR|BlindsenseRange|60|TYPE=Base					BONUS:COMBAT|AC|10|TYPE=NaturalArmor						BONUS:STAT|STR|14	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Climb|Hide|Jump|Listen									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Hook Horror									MONSTERCLASS:Aberration:10	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:15,30	LEVELADJUSTMENT:4	CR:6	SOURCEPAGE:MM2					
Immoth			STARTFEATS:1	SIZE:L	MOVE:Walk,30,Fly,30,Swim,30	FACE:10	REACH:10						BONUS:COMBAT|AC|6|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|10			MONCSKILL:Climb|Hide|Jump|Spot|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Immoth						SR:23	DR:10/Magic and Bludgeoning		MONSTERCLASS:Immoth:10	RACETYPE:Elemental	RACESUBTYPE:Air|Cold|Water	TYPE:Elemental						LEVELADJUSTMENT:6	CR:9	SOURCEPAGE:MM2					
Ixitxachitl		FAVCLASS:Cleric	STARTFEATS:1	SIZE:S	MOVE:Swim,30	FACE:5	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base		KIT:1|CE			BONUS:COMBAT|AC|2|TYPE=NaturalArmor						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Hide|Knowledge (Nature)|Listen|Spot|Swim|Tumble									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Ixitxachitl									MONSTERCLASS:Aberration:1	RACETYPE:Aberration	RACESUBTYPE:Aquatic	TYPE:Aberration						LEVELADJUSTMENT:2	CR:1	SOURCEPAGE:MM2		SORTKEY:Ixitxachitl			
Ixitxachitl (Vampiric)	OUTPUTNAME:[NAME] Ixitxachitl	FAVCLASS:Cleric	STARTFEATS:1	SIZE:S	MOVE:Swim,30	FACE:5	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base		KIT:1|CE			BONUS:COMBAT|AC|2|TYPE=NaturalArmor						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Hide|Knowledge (Nature)|Listen|Spot|Swim|Tumble									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Vampiric Ixitxachitl									MONSTERCLASS:Aberration:2	RACETYPE:Aberration	RACESUBTYPE:Aquatic	TYPE:Aberration					HITDICEADVANCEMENT:4,6,8	LEVELADJUSTMENT:3	CR:3	SOURCEPAGE:MM2		SORTKEY:Ixitxachitl			
Jahi			STARTFEATS:1	SIZE:T	MOVE:Fly,60	FACE:2.5	REACH:0							BONUS:COMBAT|AC|4|TYPE=Deflection								BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Balance|Bluff|Diplomacy|Escape Artist|Hide|Intimidate|Jump|Listen|Search|Sense Motive|Spot|Tumble									LEGS:0	HANDS:0				NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Finesseable.Piercing.Touch,*1,1d3		ABILITY:Internal|AUTOMATIC|Race Traits ~ Jahi						SR:27			MONSTERCLASS:Undead:25	RACETYPE:Undead	RACESUBTYPE:Incorporeal	TYPE:Undead					HITDICEADVANCEMENT:50		CR:16	SOURCEPAGE:MM2					
Jermlaine			STARTFEATS:1	SIZE:T	MOVE:Walk,40	FACE:2.5	REACH:0		BONUS:VAR|HasLowLightVision|1			LANGBONUS:Common,Dwarven,Gnome,Goblin,Orc							BONUS:STAT|STR|-8	BONUS:STAT|DEX|6	BONUS:STAT|CON|-2	BONUS:STAT|INT|-2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|-6			MONCSKILL:Craft (Trapmaking)|Hide|Listen|Move Silently|Spot									LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Jermlaine									MONSTERCLASS:Fey:1	RACETYPE:Fey		TYPE:Fey	TEMPLATE:Half Hitdie				HITDICEADVANCEMENT:2	LEVELADJUSTMENT:0	CR:1/2	SOURCEPAGE:MM2					
Jaggernaut				SIZE:H	MOVE:Walk,10	FACE:15	REACH:15			KIT:1|TN			BONUS:COMBAT|AC|25|TYPE=NaturalArmor						BONUS:STAT|STR|20	BONUS:STAT|DEX|-8			BONUS:STAT|WIS|4	BONUS:STAT|CHA|6												LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*6,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Jaggernaut						SR:36	DR:10/Adamantine		MONSTERCLASS:Construct (Mindless):18	RACETYPE:Construct		TYPE:Construct	TEMPLATE:Mindless				HITDICEADVANCEMENT:32,54		CR:11	SOURCEPAGE:MM2					
Julajimus			STARTFEATS:1	SIZE:H	MOVE:Walk,50	FACE:15	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base		KIT:1|NE			BONUS:COMBAT|AC|12|TYPE=NaturalArmor						BONUS:STAT|STR|18	BONUS:STAT|DEX|4	BONUS:STAT|CON|10	BONUS:STAT|INT|2		BONUS:STAT|CHA|4			MONCSKILL:Climb|Disguise|Intimidate|Jump|Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,3d10|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,3d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Julajimus							DR:10/Magic		MONSTERCLASS:Aberration:16	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:16,32,48		CR:12	SOURCEPAGE:MM2					
Kopru			STARTFEATS:1	SIZE:M	MOVE:Walk,5,Swim,40	FACE:5	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base		KIT:1|CE			BONUS:COMBAT|AC|3|TYPE=NaturalArmor						BONUS:STAT|STR|4	BONUS:STAT|DEX|4			BONUS:STAT|WIS|2				MONCSKILL:Concentration|Escape Artist|Move Silently|Search|Swim									LEGS:0	HANDS:2				NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d4		ABILITY:Internal|AUTOMATIC|Race Traits ~ Kopru									MONSTERCLASS:Monstrous Humanoid:8	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Aquatic	TYPE:Monstrous Humanoid					HITDICEADVANCEMENT:10,12	LEVELADJUSTMENT:4	CR:6	SOURCEPAGE:MM2					
