SOURCELONG:Magic of Faerun 3.0	SOURCESHORT:MoF30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:02-2001																								
																											
###Block: AB																											
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus		
Stone Shatter				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Sonic	CLASSES:Bard=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One stone object or creature.	DURATION:Instantaneous	SAVEINFO:Will negates (object) or Fortitude half; See text	SPELLRES:Yes	DESC:You aim a single note of perfect pitch toward a stone object or creature, causing it to shatter.	SOURCEPAGE:MoF30										
Stone Walk				TYPE:Spell	SCHOOL:Transmutation	SUBSCHOOL:Teleportation		CLASSES:Cleric=6	COMPS:V, S, M	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:Stone touched.	DURATION:Permanent until discharged	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:You magically link one location to another so that you or another may speak a command word at one end and be teleported to the other end. Material Component: The preparation of each of the ends of the link requires a paste made from rubies and amber worth 2,500 gp. Casting the spell requires a 2,500 gp diamond. Activating one of the linked stones once the spell is cast does not require any material components.	SOURCEPAGE:MoF30		COST:5000								
Stormrage				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Electricity	CLASSES:Cleric=8	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:You harness the powers of wind and storm to move, protect yourself, and attack.	SOURCEPAGE:MoF30										
Storm Tower				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Druid=7	COMPS:V, S	CASTTIME:1 full round	RANGE:Long	TARGETAREA:100-ft-tall, 20-ft-radius spread.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:You form a tower of dark, swirling storm clouds that negates many forms of magic.	SOURCEPAGE:MoF30										
Strategic Charge				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Blackguard=1|Paladin=1	COMPS:V, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You gain the benefits of the Mobility feat, even if you do not meet the prerequisites.	SOURCEPAGE:MoF30							TEMPBONUS:PC|VAR|SpellStrategicCharge|1|TYPE=Temporary			
Strength of Stone				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Paladin=2	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You become stronger.	SOURCEPAGE:MoF30										
Summon Undead I				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:See text	CLASSES:Sorcerer=1|Wizard=1	COMPS:V, S, F	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One summoned creature.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:As summon monster I, except that you summon an undead creature. Focus: A tiny bag, a small (not lit) candle, and a carved bone from any humanoid.	SOURCEPAGE:MoF30										
Summon Undead II				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:See text	CLASSES:Sorcerer=2|Wizard=2	COMPS:V, S, F	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One or more summoned creatures, no two of which can be more than 30 ft. apart	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:As summon undead I, except that you can summon one undead from the 2nd-level list or 1d3 undead of the same type from the 1st-level list. Focus: A tiny bag, a small (not lit) candle, and a carved bone from any humanoid.	SOURCEPAGE:MoF30										
Summon Undead III				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:See text	CLASSES:Sorcerer=3|Wizard=3	COMPS:V, S, F	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One or more summoned creatures, no two of which can be more than 30 ft. apart	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:As summon undead I, except that you can summon one undead from the 3rd-level list, 1d3 undead of the same type from the 2nd-level list, or 1d4+1 undead of the same type from the 1st-level list. Focus: A tiny bag, a small (not lit) candle, and a carved bone from any humanoid.	SOURCEPAGE:MoF30										
Summon Undead IV				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:See text	CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S, F	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One or more summoned creatures, no two of which can be more than 30 ft. apart	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:As summon undead I, except that you can summon one undead from the 4th-level list, 1d3 undead of the same type from the 3rd-level list, or 1d4+1 undead of the same type from a lower-level list. Focus: A tiny bag, a small (not lit) candle, and a carved bone from any humanoid.	SOURCEPAGE:MoF30										
Summon Undead V				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:See text	CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S, F	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One or more summoned creatures, no two of which can be more than 30 ft. apart	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:As summon undead I, except that you can summon one undead from the 5th-level list, 1d3 undead of the same type from the 4th-level list, or 1d4+1 undead of the same type from a lower-level list. Focus: A tiny bag, a small (not lit) candle, and a carved bone from any humanoid.	SOURCEPAGE:MoF30										
Suppress Glyph				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Cleric=6	COMPS:V, S	CASTTIME:1 standard action	RANGE:100 ft.	TARGETAREA:100-ft radius emanation centered on you	DURATION:1 minute/level	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:You gain an enhanced awareness of magical writing within range.	SOURCEPAGE:MoF30										
Surefoot				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Ranger=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Your steps are sure and true, even on the narrowest ledges.	SOURCEPAGE:MoF30							TEMPBONUS:PC|SKILL|Balance|10|TYPE=Competence			
Death Symbol of Bane				TYPE:Spell	SCHOOL:Necromancy		DESCRIPTOR:Death	CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S, M	CASTTIME:10 minutes	RANGE:0 ft.; see text	TARGETAREA:One symbol	DURATION:See text	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:This type of symbol was created by the worshipers of Bane and lost until that dark deity was reborn in 1372 DR. Material Component: A paste made from the symbol spell's material components and the blood of intelligent sacrificed creatures (minimum 3 Intelligence) whose Hit Dice total at least 30 that have been killed within the past year. Once a creature's blood is used for this spell, that same creature's blood cannot be used in the material component for another death symbol of Bane.	SOURCEPAGE:MoF30		COST:10000								
Symbol of Spell Loss				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S, M	CASTTIME:10 minutes	RANGE:0 ft.; see text	TARGETAREA:One symbol	DURATION:See text	SAVEINFO:Will negates	SPELLRES:Yes	DESC:When triggered, the symbol of spell loss begins to attack the minds of spellcasters within 60 feet.	SOURCEPAGE:MoF30		COST:10000								
Tirumael's Energy Spheres				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Acid|Cold|Electricity|Fire|Sonic	CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Five floating spheres	DURATION:1 round/level	SAVEINFO:Reflex half (see text)	SPELLRES:Yes	DESC:You create a circle of five colored spheres that orbit your head at a distance of 1 foot. Material Component: Five glass marbles.	SOURCEPAGE:MoF30										
Tortoise Shell				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Druid=3	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Creates a 5-ft diameter mystic shell.	DURATION:10 minute/level	SAVEINFO:None	SPELLRES:No	DESC:You create a large hemispherical tortoise shell measuring 5 feet in diameter. Focus: A whole turtle shell.	SOURCEPAGE:MoF30										
Towering Oak				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Glamer		CLASSES:Ranger=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You	DURATION:3 rounds/level	SAVEINFO:None	SPELLRES:No	DESC:You draw on the oak's strength to improve your ability to intimidate your enemies.	SOURCEPAGE:MoF30							TEMPBONUS:PC|SKILL|Intimidate|10|TYPE=Competence			
Transcribe Symbol				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Magical symbol touched.	DURATION:until expended or 10 minutes	SAVEINFO:See text	SPELLRES:See Text	DESC:You place a protective magic upon your hand that allows you to touch an untriggered magic symbol such as a glyph of warding or a symbol. Focus: A piece of slate that has been scoured bare and smooth on one side.	SOURCEPAGE:MoF30										
Translocation Trick				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Sorcerer=6|Wizard=6	COMPS:V	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:You and one other creature	DURATION:10 minutes/level	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:You and the other creature switch locations (as if simultaneously using dimension door spells) and exchange appearances (as if using alter self spells to appear as each other).	SOURCEPAGE:MoF30										
Undead Bane Weapon				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Paladin=3	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.	DURATION:1 hour/level	SAVEINFO:Will negates (harmless,object)	SPELLRES:Yes	DESC:You give a weapon the undead bane property in addition to any other properties it has.	SOURCEPAGE:MoF30										
Undead Lieutenant				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=3|Wizard=3	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One undead	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You empower the subject undead with the authority of command over other undead in your control.	SOURCEPAGE:MoF30										
Undead Torch				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=3|Wizard=3	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One corporeal undead	DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You cause a corporeal undead to give off cold blue energy that disrupts the life force of living creatures but has no effect on objects or undead. Material Component: A living or dead firefly or glowworm.	SOURCEPAGE:MoF30										
Undeath after Death				TYPE:Spell	SCHOOL:Necromancy		DESCRIPTOR:Evil	CLASSES:Cleric=7	COMPS:V, S, M	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:Willing living creature touched.	DURATION:Permanent until discharged	SAVEINFO:None; See Text	SPELLRES:No	DESC:You tear off a piece of a creature's life force, corrupt it with negative energy and the power of undeath, then bind it to its body to allow a blasphemous transformation should the creature later die. Material Components: A piece of obsidian shaped like a heart, which is placed on the subject's chest, and a black onyx gem worth at least 50 gp per HD of the subject creature at the time the spell is cast, which is placed in the subject's mouth.	SOURCEPAGE:MoF30										
Undeath's Eternal Foe				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Good	CLASSES:Cleric=9	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/5 levels.	DURATION:1 round/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:You grant one or more creatures special abilities that allow them to effectively destroy undead.	SOURCEPAGE:MoF30										
Undeath to Death				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Cleric=6|Sorcerer=6|Wizard=6	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Several undead creatures within a 50-ft radius burst.	DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Undeath to death snuffs out the animating forces of undead creatures, killing them instantly. Material Component: The powder of a crushed diamond worth at least 500 gp	SOURCEPAGE:MoF30										
Understand Device				TYPE:Spell	SCHOOL:Divination			CLASSES:Cleric=3	COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:You gain an intuitive insight into the weaknesses and flaws of mechanical objects.	SOURCEPAGE:MoF30							TEMPBONUS:PC|SKILL|Disable Device|4|TYPE=Competence|PRESKILL:1,Disable Device=1			
Vine Mine				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation		CLASSES:Druid=5	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Spread of 10-ft radius/level	DURATION:10 minutes/level	SAVEINFO:See text	SPELLRES:Yes	DESC:You create and direct the rapid growth of vines, creating a variety of effects.	SOURCEPAGE:MoF30										
Vipergout				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:See text	CLASSES:Sorcerer=7|Wizard=7	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:1d4+3 summoned creatures.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:This spell summons 1d4+3 fiendish (CE) or celestial (CG) Medium-size vipers (snakes), which leap forth from your mouth to attack your enemies. Material Component: A snakeskin.	SOURCEPAGE:MoF30										
Vision of Glory				TYPE:Spell	SCHOOL:Divination			CLASSES:Cleric=1|Paladin=1	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched	DURATION:1 minute or until discharged	SAVEINFO:None	SPELLRES:Yes	DESC:You give the subject creature a brief vision of a divine entity giving it support and inspiring it to continue.	SOURCEPAGE:MoF30										
Wall of Chaos				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Chaotic	CLASSES:Cleric=4|Sorcerer=4|Wizard=4	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Wall whose area is up to one 10-ft square/level or a sphere or hemisphere with a radius of up to 5 ft/2 caster level.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless); See text	SPELLRES:Yes	DESC:As wall of good, except that it is similar to magic circle against law instead of magic circle against evil.	SOURCEPAGE:MoF30										
Wall of Evil				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Evil	CLASSES:Cleric=4|Sorcerer=4|Wizard=4	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Wall whose area is up to one 10-ft square/level or a sphere or hemisphere with a radius of up to 5 ft/2 caster level.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless); See text	SPELLRES:Yes	DESC:As wall of good, except that it is similar to magic circle against good instead of magic circle against evil.	SOURCEPAGE:MoF30										
Wall of Good				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Good	CLASSES:Cleric=4|Sorcerer=4|Wizard=4	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Wall whose area is up to one 10-ft square/level or a sphere or hemisphere with a radius of up to 5 ft/2 caster level.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless); See text	SPELLRES:Yes	DESC:As magic circle against evil (see page 223 of the Player's Handbook), except as noted above and that the barrier is immobile and can be linear or spherical.	SOURCEPAGE:MoF30										
Wall of Law				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Lawful	CLASSES:Cleric=4|Sorcerer=4|Wizard=4	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Wall whose area is up to one 10-ft square/level or a sphere or hemisphere with a radius of up to 5 ft/2 caster level.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless); See text	SPELLRES:Yes	DESC:As wall of good, except that it is similar to magic circle against chaos instead of magic circle against evil.	SOURCEPAGE:MoF30										
War Cry				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting|Sonic	CLASSES:Bard=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:You attack with a war cry that bolsters your own courage as well as intimidating your enemies.	SOURCEPAGE:MoF30										
Warning Shout				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Sonic	CLASSES:Paladin=1	COMPS:V	CASTTIME:1 standard action	RANGE:See text	TARGETAREA:See text	DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:You speak up to five words, which are magically amplified to be heard by all hearing creatures within half a mile.	SOURCEPAGE:MoF30										
Weapon of the Deity				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Blackguard=4|Cleric=4|Paladin=4	COMPS:V, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:Your weapon.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You must be using your deity's favored weapon to cast this spell.	SOURCEPAGE:MoF30										
Weapon of Impact				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Bard=3|Cleric=3|Sorcerer=3|Wizard=3	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One weapon or fifty blunt projectiles, all of wich must be in contact with one another at the time of casting.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless,object)	SPELLRES:Yes	DESC:This spell makes a blunt weapon have greater impact, improving its ability to deal telling blows.	SOURCEPAGE:MoF30										
Wieldskill				TYPE:Spell	SCHOOL:Divination			CLASSES:Cleric=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:Yes	DESC:This spell imbues the subject with a touch of divine guidance.	SOURCEPAGE:MoF30										
Wind at Back				TYPE:Spell	SCHOOL:Evocation			CLASSES:Druid=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Two creatures/level, no two of which can be more than 50-ft apart	DURATION:1 day	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:This spell doubles the overland speed of all targets, assuming they are all traveling together in the same direction, including pack animals and mounts.	SOURCEPAGE:MoF30										
Wind Tunnel				TYPE:Spell	SCHOOL:Evocation			CLASSES:Druid=5	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One target/level	DURATION:1 round/level	SAVEINFO:Fortitude negates (harmless)	SPELLRES:Yes	DESC:You call on the wind to assist your allies' accuracy.	SOURCEPAGE:MoF30										
Wounding Whispers				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Sonic	CLASSES:Bard=3	COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You surround yourself with whispers that injure any creature that comes into contact with you.	SOURCEPAGE:MoF30										
Zajimarn's Avalanche				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Cold	CLASSES:Sorcerer=9|Wizard=9	COMPS:V, S	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:One 10-ft square/level	DURATION:Instantaneous	SAVEINFO:Reflex partial	SPELLRES:Yes	DESC:You conjure a sweeping wave of ice, snow, and slush that washes away everything it its path.	SOURCEPAGE:MoF30										
Zajimarn's Field of Icy Razors				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Cold	CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One 10-ft square/level	DURATION:1 minute/level	SAVEINFO:Reflex partial	SPELLRES:Yes	DESC:Razor-sharp ice crystals fill the area. Focus: A silver shuriken worth 50 gp that looks like a snowflake.	SOURCEPAGE:MoF30		COST:50								
Zajimarn's Ice Claw Prison				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Cold	CLASSES:Sorcerer=7|Wizard=7	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:10-ft ice claw	DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Similar to Bigby's grasping hand, this spell creates a Medium-size reptilian claw made of ice. Focus: A white leather glove and a piece of clear rock crystal.	SOURCEPAGE:MoF30										
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
Acid Splash.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=0																									
Detect Poison.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=0																									
Electric Jolt.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=0																									
Flare.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=0																									
Horizikaul's Cough.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=0																									
Launch Bolt.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=0																									
Light.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=0																									
Mage Hand.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=0																									
Ray of Frost.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=0																									
Burning Hands.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Detect Undead.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Corrosive Grasp.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Resist Energy.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Expeditious Retreat.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Feather Fall.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Grease.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Horizikaul's Boom.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Jump.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Kaupaer's Skittish Nerves.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Launch Item.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Low-Light Vision.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Obscuring Mist.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Shocking Grasp.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Spider Climb.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=1																									
Battering Ram.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Bull's Strength.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Cat's Grace.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Darkvision.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Daylight.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Flame Dagger.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Fog Cloud.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Glitterdust.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Melf's Acid Arrow.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
See Invisibility.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Shatter.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Speed Swim.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=2																									
Flame Arrow.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=3																									
Fly.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=3[PREABILITY:1,CATEGORY=Special Ability,Gnome Artificer ~ Shadow Effect]																									
Gust of Wind.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=3																									
Haste.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=3[PREABILITY:1,CATEGORY=Special Ability,Gnome Artificer ~ Shadow Effect]																									
Lightning Bolt.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=3																									
Shatterfloor.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=3																									
Sleet Storm.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=3[PREABILITY:1,CATEGORY=Special Ability,Gnome Artificer ~ Shadow Effect]																									
Stinking Cloud.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=3																									
Water Breathing.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=3																									
Ice Storm.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=4[PREABILITY:1,CATEGORY=Special Ability,Gnome Artificer ~ Shadow Effect]																									
Quench.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=4																									
Rusting Grasp.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=4																									
Shout.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=4																									
Solid Fog.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=4																									
Wall of Fire.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=4[PREABILITY:1,CATEGORY=Special Ability,Gnome Artificer ~ Shadow Effect]																									
Wall of Ice.MOD	TYPE:Mundane	CLASSES:Gnome Artificer=4																									
																											
Hand of Divinity Option 1	OUTPUTNAME:Hand of Divinity (non evil patron)	KEY:Hand of Divinity Option1																						TEMPBONUS:ANYPC|SAVE|ALL|2|TYPE=Sacred			
Hand of Divinity Option 2	OUTPUTNAME:Hand of Divinity (non good patron)	KEY:Hand of Divinity Option2																						TEMPBONUS:ANYPC|SAVE|ALL|2|TYPE=Profane			
