SOURCELONG:Unearthed Arcana	SOURCESHORT:UA	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-02												
#															
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:SAVE)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE			
11	CAST:6,5,4,4,3,2,1	KNOWN:9,5,5,4,3,2,0													
12	CAST:6,5,4,4,3,3,2	KNOWN:9,5,5,4,3,2,1													
13	CAST:6,5,5,4,4,3,2,1	KNOWN:9,5,5,4,4,3,2,0													
14	CAST:6,5,5,4,4,3,3,2	KNOWN:9,5,5,4,4,3,2,1													
15	CAST:6,5,5,5,4,4,3,2,1	KNOWN:9,5,5,4,4,4,3,2,0													
16	CAST:6,5,5,5,4,4,3,3,2	KNOWN:9,5,5,4,4,4,3,2,1													
17	CAST:6,5,5,5,5,4,4,3,2,1	KNOWN:9,5,5,4,4,4,3,3,2,0													
18	CAST:6,5,5,5,5,4,4,3,3,2	KNOWN:9,5,5,4,4,4,3,3,2,1													
19	CAST:6,5,5,5,5,5,4,4,3,3	KNOWN:9,5,5,4,4,4,3,3,3,2													
20	CAST:6,5,5,5,5,5,4,4,4,4	KNOWN:9,5,5,4,4,4,3,3,3,3													
															
CLASS:Druid.MOD	!PRECLASS:1,Druid (Spontaneous)=1														
															
CLASS:Druid (Spontaneous)	HD:8	TYPE:PC.Base	FACT:Abb|SpD	MAXLEVEL:20	SOURCEPAGE:PHB	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|PC	ROLE:Druid	DEFINE:DruidLVL|0	BONUS:VAR|DruidLVL|CL	EXCLASS:Ex-Druid	BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Druid (Spontaneous)	PREALIGN:NG,LN,TN,CN,NE	!PRECLASS:1,Druid=1		SERVESAS:CLASS|Druid											
CLASS:Druid (Spontaneous)	STARTSKILLPTS:4	CSKILL:Concentration|TYPE.Craft|Diplomacy|Handle Animal|Heal|Knowledge (Nature)|Listen|TYPE.Profession|Ride|Spellcraft|Spot|Survival|Swim													
CLASS:Druid (Spontaneous)	SPELLSTAT:WIS	FACT:SpellType|Divine	MEMORIZE:NO												
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidProficiencies											
1	PROHIBITSPELL:ALIGNMENT.Good|PREALIGN:LE,NE,CE	PROHIBITSPELL:ALIGNMENT.Good|PREDEITYALIGN:LE,NE,CE													
1	PROHIBITSPELL:ALIGNMENT.Evil|PREALIGN:LG,NG,CG	PROHIBITSPELL:ALIGNMENT.Evil|PREDEITYALIGN:LG,NG,CG													
1	PROHIBITSPELL:ALIGNMENT.Lawful|PREALIGN:CG,CN,CE	PROHIBITSPELL:ALIGNMENT.Lawful|PREDEITYALIGN:CG,CN,CE													
1	PROHIBITSPELL:ALIGNMENT.Chaotic|PREALIGN:LG,LN,LE	PROHIBITSPELL:ALIGNMENT.Chaotic|PREDEITYALIGN:LG,LN,LE													
#															
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Spells|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidSpells											
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Spontaneous Casting|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidSpontaneousCasting											
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Bonus Languages|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidBonusLanguages											
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Animal Companion|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidAnimalCompanion											
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Nature Sense|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidNatureSense											
1				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Wild Empathy|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidWildEmpathy											
2				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Woodland Stride|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidWoodlandStride											
3				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Trackless Step|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidTracklessStep											
4				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Resist Nature's Lure|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidResistSNatureLure											
5				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Wild Shape|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidWildShape											
9				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Venom Immunity|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidVenomImmunity											
13				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ A Thousand Faces|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidAThousandFaces											
15				ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Timeless Body|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidTimelessBody											
#															
1	CAST:3,1	KNOWN:4,2													
2	CAST:4,2	KNOWN:5,2													
3	CAST:4,2,1	KNOWN:5,3,0													
4	CAST:5,3,2	KNOWN:6,3,1													
5	CAST:5,3,2,1	KNOWN:6,4,2,0													
6	CAST:5,3,3,2	KNOWN:7,4,2,1													
7	CAST:6,4,3,2,1	KNOWN:7,5,3,2,0													
8	CAST:6,4,3,3,2	KNOWN:8,5,3,2,1													
9	CAST:6,4,4,3,2,1	KNOWN:8,5,4,3,2,0													
10	CAST:6,4,4,3,3,2	KNOWN:9,5,4,3,2,1													
11	CAST:6,5,4,4,3,2,1	KNOWN:9,5,5,4,3,2,0													
12	CAST:6,5,4,4,3,3,2	KNOWN:9,5,5,4,3,2,1													
13	CAST:6,5,5,4,4,3,2,1	KNOWN:9,5,5,4,4,3,2,0													
14	CAST:6,5,5,4,4,3,3,2	KNOWN:9,5,5,4,4,3,2,1													
15	CAST:6,5,5,5,4,4,3,2,1	KNOWN:9,5,5,4,4,4,3,2,0													
16	CAST:6,5,5,5,4,4,3,3,2	KNOWN:9,5,5,4,4,4,3,2,1													
17	CAST:6,5,5,5,5,4,4,3,2,1	KNOWN:9,5,5,4,4,4,3,3,2,0													
18	CAST:6,5,5,5,5,4,4,3,3,2	KNOWN:9,5,5,4,4,4,3,3,2,1													
19	CAST:6,5,5,5,5,5,4,4,3,3	KNOWN:9,5,5,4,4,4,3,3,3,2													
20	CAST:6,5,5,5,5,5,4,4,4,4	KNOWN:9,5,5,4,4,4,3,3,3,3													
															
CLASS:Paladin.MOD	PREVAREQ:UA_VAR_PRESTIGECLASS,0														
															
CLASS:Ranger.MOD	PREVAREQ:UA_VAR_PRESTIGECLASS,0														
															
CLASS:Bard.MOD	PREVAREQ:UA_VAR_PRESTIGECLASS,0														
															
CLASS:Prestige Bard	HD:6	TYPE:Prestige	FACT:Abb|PBr	MAXLEVEL:15	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:PrestigeBardLVL|0	BONUS:VAR|PrestigeBardLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Prestige Bard	PREALIGN:NG,TN,NE,CG,CN,CE	PRETOTALAB:3	PRESKILL:1,TYPE.Knowledge=4	PRESKILL:1,TYPE.Perform=8	PRETEXT:Ability to cast at least one 1st-level arcane spell from each of the divination, enchantment, and illusion schools.										
CLASS:Prestige Bard	PREVAREQ:UA_VAR_PRESTIGECLASS,1	SERVESAS:CLASS|Bard													
CLASS:Prestige Bard	STARTSKILLPTS:6	CSKILL:Appraise|Balance|Bluff|Climb|Concentration|TYPE.Craft|Decipher Script|Diplomacy|Disguise|Escape Artist|Gather Information|Hide|Jump|TYPE.Knowledge|Listen|Move Silently|TYPE.Perform|TYPE.Profession|Sense Motive|Sleight of Hand|Speak Language|Spellcraft|Swim|Tumble|Use Magic Device													
1				ABILITY:Prestige Bard Class Feature|AUTOMATIC|Prestige Bard ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeBardProficiencies											
#															
1				ABILITY:Prestige Bard Class Feature|AUTOMATIC|Prestige Bard ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeBardSpellcasting											
1				ABILITY:Prestige Bard Class Feature|AUTOMATIC|Prestige Bard ~ Bardic Knowledge|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeBardBardicKnowledge											
2	ADD:SPELLCASTER|Arcane														
3															
4	ADD:SPELLCASTER|Arcane														
5	ADD:SPELLCASTER|Arcane														
6	ADD:SPELLCASTER|Arcane														
7															
8	ADD:SPELLCASTER|Arcane														
9	ADD:SPELLCASTER|Arcane														
10	ADD:SPELLCASTER|Arcane														
11	ADD:SPELLCASTER|Arcane														
12	ADD:SPELLCASTER|Arcane														
13															
14	ADD:SPELLCASTER|Arcane														
15	ADD:SPELLCASTER|Arcane														
															
CLASS:Prestige Paladin	HD:10	TYPE:Prestige	FACT:Abb|PPa	MAXLEVEL:15	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:PrestigePaladinLVL|0	BONUS:VAR|PrestigePaladinLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Prestige Paladin	PREALIGN:LG	PRETOTALAB:4	PRESKILL:2,Knowledge (Religion)=2,Knowledge (Nobility and Royalty)=2	PRESKILL:1,Ride=4	PREABILITY:1,CATEGORY=FEAT,Mounted Combat	PREABILITY:1,CATEGORY=Special Ability,Turn Undead	PRETEXT:Ability to cast protection from evil as a divine spell.								
CLASS:Prestige Paladin	PREVAREQ:UA_VAR_PRESTIGECLASS,1	SERVESAS:CLASS|Paladin													
CLASS:Prestige Paladin	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Handle Animal|Heal|Knowledge (Nobility and Royalty)|Knowledge (Religion)|TYPE.Profession|Ride|Sense Motive													
1				ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinProficiencies											
#															
1	ADD:SPELLCASTER|Divine			ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Spells per Day|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinSpellsPerDay											
1				ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Detect Evil|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinDetectEvil											
1				ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Smite Evil|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinSmiteEvil											
2				ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Divine Grace|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinDivineGrace											
2				ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Lay on Hands|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinLayOnHands											
2				ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Special Mount|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinSpecialMount											
3	ADD:SPELLCASTER|Divine			ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Aura of Courage|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinAuraOfCourage											
3				ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Divine Health|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinDivineHealth											
4				ABILITY:Prestige Paladin Class Feature|AUTOMATIC|Prestige Paladin ~ Remove Disease|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigePaladinRemoveDisease											
5	ADD:SPELLCASTER|Divine														
6															
7	ADD:SPELLCASTER|Divine														
8															
9	ADD:SPELLCASTER|Divine														
10															
11	ADD:SPELLCASTER|Divine														
12															
13	ADD:SPELLCASTER|Divine														
14															
15	ADD:SPELLCASTER|Divine														
															
CLASS:Prestige Ranger	HD:8	TYPE:Prestige	FACT:Abb|PRa	MAXLEVEL:15	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:PrestigeRangerLVL|0	BONUS:VAR|PrestigeRangerLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Prestige Ranger	PRETOTALAB:4	PRESKILL:1,Knowledge (Nature)=2	PRESKILL:1,Survival=4	PREABILITY:2,CATEGORY=FEAT,Endurance,Track	PREABILITY:1,CATEGORY=FEAT,Rapid Shot,Two-Weapon Fighting	PRETEXT:Must be able to cast calm animals as a divine spell.									
CLASS:Prestige Ranger	PREVAREQ:UA_VAR_PRESTIGECLASS,1	SERVESAS:CLASS|Ranger													
CLASS:Prestige Ranger	STARTSKILLPTS:6	CSKILL:Climb|Concentration|TYPE.Craft|Handle Animal|Heal|Hide|Jump|Knowledge (Dungeoneering)|Knowledge (Geography)|Knowledge (Nature)|Listen|Move Silently|TYPE.Profession|Ride|Search|Spot|Survival|Swim|Use Rope													
1				ABILITY:Prestige Ranger Class Feature|AUTOMATIC|Prestige Ranger ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeRangerProficiencies											
#															
1				ABILITY:Prestige Ranger Class Feature|AUTOMATIC|Prestige Ranger ~ Animal Companion|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeRangerAnimalCompanion											
1				ABILITY:Prestige Ranger Class Feature|AUTOMATIC|Prestige Ranger ~ Favored Enemy|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeRangerFavoredEnemy											
1				ABILITY:Prestige Ranger Class Feature|AUTOMATIC|Prestige Ranger ~ Wild Empathy|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeRangerWildEmpathy											
2	ADD:SPELLCASTER|Divine			ABILITY:Prestige Ranger Class Feature|AUTOMATIC|Prestige Ranger ~ Combat Style|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeRangerCombatStyle											
2				ABILITY:Prestige Ranger Class Feature|AUTOMATIC|Prestige Ranger ~ Woodland Stride|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeRangerWoodlandStride											
3															
4	ADD:SPELLCASTER|Divine														
5															
6	ADD:SPELLCASTER|Divine														
7															
8	ADD:SPELLCASTER|Divine														
9				ABILITY:Prestige Ranger Class Feature|AUTOMATIC|Prestige Ranger ~ Camouflage|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeRangerCamouflage											
10	ADD:SPELLCASTER|Divine														
11															
12	ADD:SPELLCASTER|Divine														
13				ABILITY:Prestige Ranger Class Feature|AUTOMATIC|Prestige Ranger ~ Hide in Plain Sight|!PREABILITY:1,CATEGORY=ACF,TYPE.PrestigeRangerHideInPlainSight											
14	ADD:SPELLCASTER|Divine														
15															
															
CLASS:Battle Scion	HD:10	TYPE:Prestige	FACT:Abb|BtS	MAXLEVEL:10	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:BattleScionLVL|0	BONUS:VAR|BattleScionLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Battle Scion	PRETEXT:To qualify to become a battle scion, a character must fulfill the criteria given in his particular weapon's entry.														
CLASS:Battle Scion	PREVAREQ:UA_VAR_USESCIONCLASSES,1														
CLASS:Battle Scion	STARTSKILLPTS:2	CSKILL:Climb|TYPE.Craft|Handle Animal|Intimidate|Jump|Ride|Swim													
1				ABILITY:Battle Scion Class Feature|AUTOMATIC|Battle Scion ~ Bonus Feats|!PREABILITY:1,CATEGORY=ACF,TYPE.BattleScionBonusFeats											
															
CLASS:Faith Scion	HD:8	TYPE:Prestige	FACT:Abb|FtS	MAXLEVEL:10	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:FaithScionLVL|0	BONUS:VAR|FaithScionLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Faith Scion	PRETEXT:To qualify to become a faith scion, a character must fulfill the criteria given in his particular weapon's entry.														
CLASS:Faith Scion	PREVAREQ:UA_VAR_USESCIONCLASSES,1														
CLASS:Faith Scion	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|Knowledge (Arcana)|Knowledge (Nature)|Knowledge (Religion)|TYPE.Profession|Ride|Spellcraft|Survival													
1	ADD:SPELLCASTER|Divine			ABILITY:Faith Scion Class Feature|AUTOMATIC|Faith Scion ~ Spells per Day											
1				ABILITY:Faith Scion Class Feature|AUTOMATIC|Faith Scion ~ Special Abilities|!PREABILITY:1,CATEGORY=ACF,TYPE.FaithScionSpecialAbilities											
2	ADD:SPELLCASTER|Divine														
3	ADD:SPELLCASTER|Divine														
4	ADD:SPELLCASTER|Divine														
5	ADD:SPELLCASTER|Divine														
6	ADD:SPELLCASTER|Divine														
7	ADD:SPELLCASTER|Divine														
8	ADD:SPELLCASTER|Divine														
9	ADD:SPELLCASTER|Divine														
10	ADD:SPELLCASTER|Divine														
															
CLASS:Spell Scion	HD:6	TYPE:Prestige	FACT:Abb|SlS	MAXLEVEL:10	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")/2|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:SpellScionLVL|0	BONUS:VAR|SpellScionLVL|CL		BONUS:VAR|ClassBABPoor|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Spell Scion	PRETEXT:To qualify to become a spell scion, a character must fulfill the criteria given in his particular weapon's entry.														
CLASS:Spell Scion	PREVAREQ:UA_VAR_USESCIONCLASSES,1														
CLASS:Spell Scion	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|TYPE.Knowledge|TYPE.Profession|Spellcraft													
1	ADD:SPELLCASTER|Arcane			ABILITY:Spell Scion Class Feature|AUTOMATIC|Spell Scion ~ Spells per Day											
2	ADD:SPELLCASTER|Arcane														
3	ADD:SPELLCASTER|Arcane														
4	ADD:SPELLCASTER|Arcane														
5	ADD:SPELLCASTER|Arcane														
6	ADD:SPELLCASTER|Arcane														
7	ADD:SPELLCASTER|Arcane														
8	ADD:SPELLCASTER|Arcane														
9	ADD:SPELLCASTER|Arcane														
10	ADD:SPELLCASTER|Arcane														
															
CLASS:Swift Scion	HD:6	TYPE:Prestige	FACT:Abb|SwS	MAXLEVEL:10	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:SwiftScionLVL|0	BONUS:VAR|SwiftScionLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Swift Scion	PRETEXT:To qualify to become a swift scion, a character must fulfill the criteria given in his particular weapon's entry.														
CLASS:Swift Scion	PREVAREQ:UA_VAR_USESCIONCLASSES,1														
CLASS:Swift Scion	STARTSKILLPTS:6	CSKILL:Balance|Bluff|Climb|TYPE.Craft|Diplomacy|Escape Artist|TYPE.Profession|TYPE.Profession|Search|Sense motive|Spot|Swim|Tumble|Use Rope													
1	ADD:CLASSSKILLS|Appraise,Concentration,Decipher Script,Disable Device,Disguise,Gather Information,TYPE.Knowledge,Sleight of Hand,Speak Language,Spellcraft,Survival,Use Magic Device			ABILITY:Swift Scion Class Feature|AUTOMATIC|Swift Scion ~ Bonus Class Skill											
2				ABILITY:Swift Scion Class Feature|AUTOMATIC|Swift Scion ~ Bonus Special Ability											
5	ADD:CLASSSKILLS|Appraise,Concentration,Decipher Script,Disable Device,Disguise,Gather Information,TYPE.Knowledge,Sleight of Hand,Speak Language,Spellcraft,Survival,Use Magic Device														
9	ADD:CLASSSKILLS|Appraise,Concentration,Decipher Script,Disable Device,Disguise,Gather Information,TYPE.Knowledge,Sleight of Hand,Speak Language,Spellcraft,Survival,Use Magic Device														
															
CLASS:Tainted Sorcerer	HD:8	TYPE:Prestige	FACT:Abb|TSr	MAXLEVEL:10	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:TaintedSorcererLVL|0	BONUS:VAR|TaintedSorcererLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Tainted Sorcerer	PREALIGN:LN,LE,TN,NE,CN,CE	PRECHECKBASE:1,Will=4	PRESKILL:1,Concentration=8	PRESKILL:1,Knowledge (Arcana)=4	PRETEXT:Ability to cast 1st-level spells. Special: Must have learned the basics of taint magic from a tainted sorcerer of at least 4th level, or must have summoned a demon or devil to gain instruction.	PREVARGTEQ:TaintScore,4									
CLASS:Tainted Sorcerer	PREVAREQ:UA_VAR_USETAINT,1														
CLASS:Tainted Sorcerer	STARTSKILLPTS:2	CSKILL:Bluff|Concentration|Disguise|Hide|Knowledge (Arcana)|Knowledge (The Planes)|Spellcraft													
1				ABILITY:Tainted Sorcerer Class Feature|AUTOMATIC|Tainted Sorcerer ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.TaintedSorcererProficiencies											
1				ABILITY:Tainted Sorcerer Class Feature|AUTOMATIC|Tainted Sorcerer ~ Level Advancement											
#															
1	ADD:SPELLCASTER|ANY			ABILITY:Tainted Sorcerer Class Feature|AUTOMATIC|Tainted Sorcerer ~ Spells per Day											
1				ABILITY:Tainted Sorcerer Class Feature|AUTOMATIC|Tainted Sorcerer ~ Blood Component|!PREABILITY:1,CATEGORY=ACF,TYPE.TaintedSorcererBloodComponent											
1				ABILITY:Tainted Sorcerer Class Feature|AUTOMATIC|Tainted Sorcerer ~ Taint Suppression|!PREABILITY:1,CATEGORY=ACF,TYPE.TaintedSorcererTaintSuppression											
1				ABILITY:Tainted Sorcerer Class Feature|AUTOMATIC|Tainted Sorcerer ~ Tainted Metamagic|!PREABILITY:1,CATEGORY=ACF,TYPE.TaintedSorcererTaintedMetamagic											
1				ABILITY:Tainted Sorcerer Class Feature|AUTOMATIC|Tainted Sorcerer ~ Tainted Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.TaintedSorcererTaintedSpellcasting											
2	ADD:SPELLCASTER|ANY														
3	ADD:SPELLCASTER|ANY														
4	ADD:SPELLCASTER|ANY														
5	ADD:SPELLCASTER|ANY														
6	ADD:SPELLCASTER|ANY														
7	ADD:SPELLCASTER|ANY														
8	ADD:SPELLCASTER|ANY														
9	ADD:SPELLCASTER|ANY														
10	ADD:SPELLCASTER|ANY														
															
CLASS:Tainted Warrior	HD:12	TYPE:Prestige	FACT:Abb|TWr	MAXLEVEL:10	SOURCEPAGE:UA	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:TaintedWarriorLVL|0	BONUS:VAR|TaintedWarriorLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
