SOURCELONG:Book of Exalted Deeds	SOURCESHORT:BoED	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																						
#																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Entangle.MOD	CLASSES:Beloved of Valarian=1																								
Eyes of the Avoral.MOD	CLASSES:Beloved of Valarian=1																								
Longstrider.MOD	CLASSES:Beloved of Valarian=1																								
Pass without Trace.MOD	CLASSES:Beloved of Valarian=1																								
Speak with Animals.MOD	CLASSES:Beloved of Valarian=1																								
Summon Nature's Ally I.MOD	CLASSES:Beloved of Valarian=1																								
Barkskin.MOD	CLASSES:Beloved of Valarian=2																								
Cure Moderate Wounds.MOD	CLASSES:Beloved of Valarian=2																								
Eagle's Splendor.MOD	CLASSES:Beloved of Valarian=2																								
Ease Pain.MOD	CLASSES:Beloved of Valarian=2																								
Hold Animal.MOD	CLASSES:Beloved of Valarian=2																								
Restoration (Lesser).MOD	CLASSES:Beloved of Valarian=2																								
Owl's Wisdom.MOD	CLASSES:Beloved of Valarian=2																								
Remove Addiction.MOD	CLASSES:Beloved of Valarian=2																								
Shield Other.MOD	CLASSES:Beloved of Valarian=2																								
Summon Nature's Ally II.MOD	CLASSES:Beloved of Valarian=2																								
Zone of Truth.MOD	CLASSES:Beloved of Valarian=2																								
Cure Serious Wounds.MOD	CLASSES:Beloved of Valarian=3																								
Darkvision.MOD	CLASSES:Beloved of Valarian=3																								
Discern Lies.MOD	CLASSES:Beloved of Valarian=3																								
Heart's Ease.MOD	CLASSES:Beloved of Valarian=3																								
Neutralize Poison.MOD	CLASSES:Beloved of Valarian=3																								
Remove Disease.MOD	CLASSES:Beloved of Valarian=3																								
Summon Nature's Ally III.MOD	CLASSES:Beloved of Valarian=3																								
Water Walk.MOD	CLASSES:Beloved of Valarian=3																								
Blinding Beauty.MOD	CLASSES:Beloved of Valarian=4																								
Commune with Nature.MOD	CLASSES:Beloved of Valarian=4																								
Cure Critical Wounds.MOD	CLASSES:Beloved of Valarian=4																								
Dispel Evil.MOD	CLASSES:Beloved of Valarian=4																								
Freedom of Movement.MOD	CLASSES:Beloved of Valarian=4																								
Nondetection.MOD	CLASSES:Beloved of Valarian=4																								
Restoration.MOD	CLASSES:Beloved of Valarian=4																								
Spear of Valarian.MOD	CLASSES:Beloved of Valarian=4																								
Summon Nature's Ally IV.MOD	CLASSES:Beloved of Valarian=4																								
Bless.MOD	CLASSES:Champion of Gwynharwyf=1																								
Bless Weapon.MOD	CLASSES:Champion of Gwynharwyf=1																								
Cure Light Wounds.MOD	CLASSES:Champion of Gwynharwyf=1																								
Detect Poison.MOD	CLASSES:Champion of Gwynharwyf=1																								
Detect Undead.MOD	CLASSES:Champion of Gwynharwyf=1																								
Divine Favor.MOD	CLASSES:Champion of Gwynharwyf=1																								
Divine Sacrifice.MOD	CLASSES:Champion of Gwynharwyf=1																								
Endure Elements.MOD	CLASSES:Champion of Gwynharwyf=1																								
Restoration (Lesser).MOD	CLASSES:Champion of Gwynharwyf=1																								
Magic Weapon.MOD	CLASSES:Champion of Gwynharwyf=1																								
Protection from Evil.MOD	CLASSES:Champion of Gwynharwyf=1																								
Read Magic.MOD	CLASSES:Champion of Gwynharwyf=1																								
Remove Fear.MOD	CLASSES:Champion of Gwynharwyf=1																								
Resistance.MOD	CLASSES:Champion of Gwynharwyf=1																								
Virtue.MOD	CLASSES:Champion of Gwynharwyf=1																								
Bull's Strength.MOD	CLASSES:Champion of Gwynharwyf=2																								
Delay Poison.MOD	CLASSES:Champion of Gwynharwyf=2																								
Eagle's Splendor.MOD	CLASSES:Champion of Gwynharwyf=2																								
Owl's Wisdom.MOD	CLASSES:Champion of Gwynharwyf=2																								
Remove Paralysis.MOD	CLASSES:Champion of Gwynharwyf=2																								
Resist Energy.MOD	CLASSES:Champion of Gwynharwyf=2																								
Shield Other.MOD	CLASSES:Champion of Gwynharwyf=2																								
Warcry.MOD	CLASSES:Champion of Gwynharwyf=2																								
Blessed Sight.MOD	CLASSES:Champion of Gwynharwyf=3																								
Cure Moderate Wounds.MOD	CLASSES:Champion of Gwynharwyf=3																								
Daylight.MOD	CLASSES:Champion of Gwynharwyf=3																								
Discern Lies.MOD	CLASSES:Champion of Gwynharwyf=3																								
Dispel Magic.MOD	CLASSES:Champion of Gwynharwyf=3																								
Magic Circle against Evil.MOD	CLASSES:Champion of Gwynharwyf=3																								
Prayer.MOD	CLASSES:Champion of Gwynharwyf=3																								
Remove Blindness/Deafness.MOD	CLASSES:Champion of Gwynharwyf=3																								
Remove Curse.MOD	CLASSES:Champion of Gwynharwyf=3																								
Blood of the Martyr.MOD	CLASSES:Champion of Gwynharwyf=4																								
Break Enchantment.MOD	CLASSES:Champion of Gwynharwyf=4																								
Cure Serious Wounds.MOD	CLASSES:Champion of Gwynharwyf=4																								
Death Ward.MOD	CLASSES:Champion of Gwynharwyf=4																								
Dispel Evil.MOD	CLASSES:Champion of Gwynharwyf=4																								
Freedom of Movement.MOD	CLASSES:Champion of Gwynharwyf=4																								
Glory of the Martyr.MOD	CLASSES:Champion of Gwynharwyf=4																								
Holy Sword.MOD	CLASSES:Champion of Gwynharwyf=4																								
Neutralize Poison.MOD	CLASSES:Champion of Gwynharwyf=4																								
Restoration.MOD	CLASSES:Champion of Gwynharwyf=4																								
Sword of Conscience.MOD	CLASSES:Champion of Gwynharwyf=4																								
Charm Person.MOD	CLASSES:Emissary of Barachiel=1																								
Comprehend Languages.MOD	CLASSES:Emissary of Barachiel=1																								
Cure Light Wounds.MOD	CLASSES:Emissary of Barachiel=1																								
Hypnotism.MOD	CLASSES:Emissary of Barachiel=1																								
Magic Mouth.MOD	CLASSES:Emissary of Barachiel=1																								
Message.MOD	CLASSES:Emissary of Barachiel=1																								
Protection from Chaos.MOD	CLASSES:Emissary of Barachiel=1																								
Protection from Evil.MOD	CLASSES:Emissary of Barachiel=1																								
Ray of Hope.MOD	CLASSES:Emissary of Barachiel=1																								
Sanctuary.MOD	CLASSES:Emissary of Barachiel=1																								
Sleep.MOD	CLASSES:Emissary of Barachiel=1																								
Ventriloquism.MOD	CLASSES:Emissary of Barachiel=1																								
Animal Messenger.MOD	CLASSES:Emissary of Barachiel=2																								
Blindness/Deafness.MOD	CLASSES:Emissary of Barachiel=2																								
Blur.MOD	CLASSES:Emissary of Barachiel=2																								
Calm Emotions.MOD	CLASSES:Emissary of Barachiel=2																								
Cat's Grace.MOD	CLASSES:Emissary of Barachiel=2																								
Cure Moderate Wounds.MOD	CLASSES:Emissary of Barachiel=2																								
Detect Thoughts.MOD	CLASSES:Emissary of Barachiel=2																								
Elation.MOD	CLASSES:Emissary of Barachiel=2																								
Enthrall.MOD	CLASSES:Emissary of Barachiel=2																								
Eagle's Splendor.MOD	CLASSES:Emissary of Barachiel=2																								
Fox's Cunning.MOD	CLASSES:Emissary of Barachiel=2																								
Glitterdust.MOD	CLASSES:Emissary of Barachiel=2																								
Hold Person.MOD	CLASSES:Emissary of Barachiel=2																								
Hypnotic Pattern.MOD	CLASSES:Emissary of Barachiel=2																								
Silence.MOD	CLASSES:Emissary of Barachiel=2																								
Suggestion.MOD	CLASSES:Emissary of Barachiel=2																								
Tongues.MOD	CLASSES:Emissary of Barachiel=2																								
Whispering Wind.MOD	CLASSES:Emissary of Barachiel=2																								
Charm Monster.MOD	CLASSES:Emissary of Barachiel=3																								
Clairaudience/Clairvoyance.MOD	CLASSES:Emissary of Barachiel=3																								
Cure Serious Wounds.MOD	CLASSES:Emissary of Barachiel=3																								
Daylight.MOD	CLASSES:Emissary of Barachiel=3																								
Deep Slumber.MOD	CLASSES:Emissary of Barachiel=3																								
Dispel Magic.MOD	CLASSES:Emissary of Barachiel=3																								
Good Hope.MOD	CLASSES:Emissary of Barachiel=3																								
Haste.MOD	CLASSES:Emissary of Barachiel=3																								
Geas (Lesser).MOD	CLASSES:Emissary of Barachiel=3																								
Refreshment.MOD	CLASSES:Emissary of Barachiel=3																								
Remove Curse.MOD	CLASSES:Emissary of Barachiel=3																								
Scrying.MOD	CLASSES:Emissary of Barachiel=3																								
See Invisibility.MOD	CLASSES:Emissary of Barachiel=3																								
Atonement.MOD	CLASSES:Emissary of Barachiel=4																								
Break Enchantment.MOD	CLASSES:Emissary of Barachiel=4																								
Cure Critical Wounds.MOD	CLASSES:Emissary of Barachiel=4																								
Dream.MOD	CLASSES:Emissary of Barachiel=4																								
Heaven's Trumpet.MOD	CLASSES:Emissary of Barachiel=4																								
Heroic Valor.MOD	CLASSES:Emissary of Barachiel=4																								
Hold Monster.MOD	CLASSES:Emissary of Barachiel=4																								
Sending.MOD	CLASSES:Emissary of Barachiel=4																								
Bless Weapon.MOD	CLASSES:Slayer of Domiel=1																								
Disguise Self.MOD	CLASSES:Slayer of Domiel=1																								
Deathwatch.MOD	CLASSES:Slayer of Domiel=1																								
Divine Favor.MOD	CLASSES:Slayer of Domiel=1																								
Ghost Sound.MOD	CLASSES:Slayer of Domiel=1																								
Obscuring Mist.MOD	CLASSES:Slayer of Domiel=1																								
Spider Climb.MOD	CLASSES:Slayer of Domiel=1																								
Vision of Heaven.MOD	CLASSES:Slayer of Domiel=1																								
Alter Self.MOD	CLASSES:Slayer of Domiel=2																								
Darkness.MOD	CLASSES:Slayer of Domiel=2																								
Gentle Repose.MOD	CLASSES:Slayer of Domiel=2																								
Pass without Trace.MOD	CLASSES:Slayer of Domiel=2																								
Blessed Sight.MOD	CLASSES:Slayer of Domiel=3																								
Deeper Darkness.MOD	CLASSES:Slayer of Domiel=3																								
Invisibility.MOD	CLASSES:Slayer of Domiel=3																								
Misdirection.MOD	CLASSES:Slayer of Domiel=3																								
Nondetection.MOD	CLASSES:Slayer of Domiel=3																								
Speak with Dead.MOD	CLASSES:Slayer of Domiel=3																								
Death Ward.MOD	CLASSES:Slayer of Domiel=4																								
Dimension Door.MOD	CLASSES:Slayer of Domiel=4																								
Freedom of Movement.MOD	CLASSES:Slayer of Domiel=4																								
Holy Sword.MOD	CLASSES:Slayer of Domiel=4																								
Invisibility (Greater).MOD	CLASSES:Slayer of Domiel=4																								
Sword of Conscience.MOD	CLASSES:Slayer of Domiel=4																								
Bless.MOD	CLASSES:Vassal of Bahamut=1																								
Bless Weapon.MOD	CLASSES:Vassal of Bahamut=1																								
Divine Favor.MOD	CLASSES:Vassal of Bahamut=1																								
Endure Elements.MOD	CLASSES:Vassal of Bahamut=1																								
Lantern Light.MOD	CLASSES:Vassal of Bahamut=1																								
Protection from Evil.MOD	CLASSES:Vassal of Bahamut=1																								
Shield of Faith.MOD	CLASSES:Vassal of Bahamut=1																								
Align Weapon.MOD	CLASSES:Vassal of Bahamut=2																								
Bear's Endurance.MOD	CLASSES:Vassal of Bahamut=2																								
Bull's Strength.MOD	CLASSES:Vassal of Bahamut=2																								
Disguise Self.MOD	CLASSES:Vassal of Bahamut=2																								
Resist Energy.MOD	CLASSES:Vassal of Bahamut=2																								
Shield Other.MOD	CLASSES:Vassal of Bahamut=2																								
Undetectable Alignment.MOD	CLASSES:Vassal of Bahamut=2																								
Discern Lies.MOD	CLASSES:Vassal of Bahamut=3																								
Magic Circle against Evil.MOD	CLASSES:Vassal of Bahamut=3																								
Protection from Energy.MOD	CLASSES:Vassal of Bahamut=3																								
Refreshment.MOD	CLASSES:Vassal of Bahamut=3																								
Searing Light.MOD	CLASSES:Vassal of Bahamut=3																								
Dispel Evil.MOD	CLASSES:Vassal of Bahamut=4																								
Divination.MOD	CLASSES:Vassal of Bahamut=4																								
Divine Power.MOD	CLASSES:Vassal of Bahamut=4																								
Holy Sword.MOD	CLASSES:Vassal of Bahamut=4																								
Tongues.MOD	CLASSES:Vassal of Bahamut=4																								
																									
Good Hope.MOD	DESCRIPTOR:Good|PRERULE:1,EXD_VAR_GOODSPELLS																								
Shield Other.MOD	DESCRIPTOR:Good|PRERULE:1,EXD_VAR_GOODSPELLS																								
