SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																						
																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Mirage Arcane				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S	CASTTIME:10 minutes	RANGE:Sight		DURATION:10 days			DESC:You make terrain in an area up to 1 mile square look, sound, smell, and even feel like some other sort o f terrain. The terrain’s general shape remains the same, however. Open fields or a road could be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road. Similarly, you can alter the appearance o f structures, or add them where none are present. The spell doesn’t disguise, conceal, or add creatures. The illusion includes audible, visual, tactile, and olfactory elements, so it can turn clear ground into difficult terrain (or vice versa) or otherwise impede movement through the area. Any p iece o f the illusory terrain (such as a rock or stick) that is removed from the spell’s area disappears immediately. Creatures with truesight can see through the illusion to the terrain’s true form; however, all other elements o f the illusion remain, so while the creature is aware of the illusion’s presence, the creature can still physically interact with the illusion.	SOURCEPAGE:PHB								
Mirror Image				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S	CASTTIME:1 action	RANGE:Self		DURATION:1 minute			DESC:Three illusory duplicates o f yourself appear in your space. Until the spell ends, the duplicates move with you and mimic your actions, shifting position so it’s impossible to track which image is real. You can use your action to dismiss the illusory duplicates. Each time a creature targets you with an attack during the spell’s duration, roll a d20 to determine whether the attack instead targets one o f your duplicates. If you have three duplicates, you must roll a 6 or higher to change the attack’s target to a duplicate. With two duplicates, you must roll an 8 or higher. With one duplicate, you must roll an 11 or higher. A duplicate’s AC equals 10 + your Dexterity modifier. If an attack hits a duplicate, the duplicate is destroyed. A duplicate can be destroyed only by an attack that hits it. It ignores all other damage and effects. The spell ends when all three duplicates are destroyed. A creature is unaffected by this spell if it can’t see, if it relies on senses other than sight, such as blindsight, or if it can perceive illusions as false, as with truesight.	SOURCEPAGE:PHB								
Mislead				TYPE:Spell	SCHOOL:Illusion				COMPS:S	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 1 hour			DESC:You become invisible at the same time that an illusory double o f you appears where you are standing. The double lasts for the duration, but the invisibility ends if you attack or cast a spell. You can use your action to move your illusory double up to twice your speed and make it gesture, speak, and behave in whatever way you choose. You can see through its eyes and hear through its ears as if you w ere located where it is. On each o f your turns as a bonus action, you can switch from using its senses to using your own, or back again. While you are using its senses, you are blinded and deafened in regard to your own surroundings.	SOURCEPAGE:PHB								
Misty Step				TYPE:Spell	SCHOOL:Conjuration				COMPS:V	CASTTIME:1 bonus action	RANGE:Self		DURATION:Instantaneous			DESC:Briefly surrounded by silvery mist, you teleport up to 30 feet to an unoccupied space that you can see.	SOURCEPAGE:PHB								
Modify Memory				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S	CASTTIME:1 action	RANGE:30 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Wisdom		DESC:You attempt to reshape another creature’s memories. One creature that you can see must make a W isdom saving throw. If you are fighting the creature, it has advantage on the saving throw. On a failed save, the target becomes charmed by you for the duration. The charmed target is incapacitated and unaware o f its surroundings, though it can still hear you. If it takes any damage or is targeted by another spell, this spell ends, and none o f the target’s m emories are modified. While this charm lasts, you can affect the target’s memory o f an event that it experienced within the last 24 hours and that lasted no more than 10 minutes. You can permanently eliminate all memory o f the event, allow the target to recall the event with perfect clarity and exacting detail, change its memory of the details of the event, or create a memory of some other event. You must speak to the target to describe how its memories are affected, and it must be able to understand your language for the modified memories to take root. Its mind fills in any gaps in the details o f your description. If the spell ends before you have finished describing the modified memories, the creature’s memory isn’t altered. Otherwise, the modified memories take hold when the spell ends. A modified memory doesn’t necessarily affect how a creature behaves, particularly if the memory contradicts the creature’s natural inclinations, alignment, or beliefs. An illogical modified memory, such as implanting a memory o f how much the creature enjoyed dousing itself in acid, is dismissed, perhaps as a bad dream. The DM might deem a modified memory too nonsensical to affect a creature in a significant manner. A remove curse or greater restoration spell cast on the target restores the creature’s true memory. &nl; At Higher Levels. If you cast this spell using a spell slot o f 6th level or higher, you can alter the target’s memories o f an event that took place up to 7 days ago (6th level), 30 days ago (7th level), 1 year ago (8th level), or any time in the creature’s past (9th level).	SOURCEPAGE:PHB								
Moonbeam				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (several seeds of any m oonseed plant and a piece of opalescent feldspar)	CASTTIME:1 action	RANGE:120 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Constitution		DESC:A silvery beam o f pale light shines down in a 5-footradius, 40-foot-high cylinder centered on a point within range. Until the spell ends, dim light fills the cylinder. When a creature enters the spell’s area for the first time on a turn or starts its turn there, it is engulfed in ghostly flames that cause searing pain, and it must make a Constitution saving throw. It takes 2d10 radiant damage on a failed save, or half as much damage on a successful one. A shapechanger makes its saving throw with disadvantage. If it fails, it also instantly reverts to its original form and can’t assume a different form until it leaves the spell’s light. On each o f your turns after you cast this spell, you can use an action to move the beam 60 feet in any direction. &nl; At Higher Levels. W hen you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1dl0 for each slot level above 2nd. &nl; Material components: several seeds of any moonseed plant and a piece of opalescent feldspar.	SOURCEPAGE:PHB								
Mordenkainen's Faithful Hound				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S, M (a tiny silver whistle, a piece of bone, and a thread)	CASTTIME:1 action	RANGE:30 feet		DURATION:8 hours			DESC:You conjure a phantom watchdog in an unoccupied space that you can see within range, where it remains for the duration, until you dismiss it as an action, or until you move more than 100 feet away from it. The hound is invisible to all creatures except you and can't be harmed. When a Small or larger creature comes within 30 feet o f it without first speaking the password that you specify when you cast this spell, the hound starts barking loudly. The hound sees invisible creatures and can see into the Ethereal Plane. It ignores illusions. At the start o f each o f your turns, the hound attempts to bite one creature within 5 feet o f it that is hostile to you. The hound’s attack bonus is equal to your spellcasting ability modifier + your proficiency bonus. On a hit, it deals 4d8 piercing damage. &nl; Material components: a tiny whistle, a piece of bone and a thread.	SOURCEPAGE:PHB								
Mordenkainen's Magnificent Mansion				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S, M (a miniature portal carved from ivory, a small piece of polished marble, and a tiny silver spoon, each item worth at least 5 gp)	CASTTIME:1 minute	RANGE:300 feet		DURATION:24 hours			DESC:You conjure an extradimensional dwelling in range that lasts for the duration. You choose where its one entrance is located. The entrance shimmers faintly and is 5 feet w ide and 10 feet tall. You and any creature you designate when you cast the spell can enter the extradimensional dwelling as long as the portal remains open. You can open or close the portal if you are within 30 feet o f it. While closed, the portal is invisible. Beyond the portal is a magnificent foyer with numerous chambers beyond. The atmosphere is clean, fresh, and warm. You can create any floor plan you like, but the space can’t exceed 50 cubes, each cube being 10 feet on each side. The place is furnished and decorated as you choose. It contains sufficient food to serve a ninecourse banquet for up to 100 people. A staff o f 100 near-transparent servants attends all who enter. You decide the visual appearance o f these servants and their attire. They are completely obedient to your orders. Each servant can perform any task a normal human servant could perform, but they can’t attack or take any action that would directly harm another creature. Thus the servants can fetch things, clean, mend, fold clothes, light fires, serve food, pour wine, and so on. The servants can go anywhere in the mansion but can’t leave it. Furnishings and other objects created by this spell dissipate into smoke if removed from the mansion. When the spell ends, any creatures inside the extradimensional space are expelled into the open spaces nearest to the entrance. &nl; Material components: a miniature portal carved from ivory, a small piece of polished marble, and a tiny silver spoon, each item worth at least 5 gp.	SOURCEPAGE:PHB		COST:15						
Mordenkainen's Private Sanctum				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (a thin sheet of lead, a piece of opaque glass, a wad of cotton or cloth, and powdered chrysolite)	CASTTIME:10 minutes	RANGE:120 feet		DURATION:24 hours			DESC:You make an area within range magically secure. The area is a cube that can be as small as 5 feet to as large as 100 feet on each side. The spell lasts for the duration or until you use an action to dismiss it. When you cast the spell, you decide what sort of security the spell provides, choosing any or all o f the following properties: &nl; Sound can't pass through the barrier at the edge of the w arded area. &nl; The barrier o f the warded area appears dark and foggy, preventing vision (including darkvision) through it. • Sensors created by divination spells can’t appear inside the protected area or pass through the barrier at its perimeter. &nl; Creatures in the area can’t be targeted by divination spells. &nl; Nothing can teleport into or out o f the warded area. &nl; Planar travel is blocked within the warded area. Casting this spell on the same spot every day for a year makes this effect permanent. &nl; At Higher Levels. When you cast this spell using a spell slot o f 5th level or higher, you can increase the size o f the cube by 100 feet for each slot level beyond 4th. Thus you could protect a cube that can be up to 200 feet on one side by using a spell slot o f 5th level. &nl; Material components: a thin sheet o f lead, a piece of opaque glass, a wad of cotton or cloth, and powdered chrysolite	SOURCEPAGE:PHB								
Mordenkainen's Sword				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (a miniature platinum sword with a grip and pommel of copper and zinc, worth 250 gp)	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute			DESC:You create a sword-shaped plane o f force that hovers within range. It lasts for the duration. When the sword appears, you make a melee spell attack against a target o f your choice within 5 feet o f the sword. On a hit. the target takes 3d10 force damage. Until the spell ends, you can use a bonus action on each of your turns to move the sword up to 20 feet to a spot you can see and repeat this attack against the same target or a different one. &nl; Material components: a miniature platinum sword with a grip and pommel o f copper and zinc, worth 250 gp	SOURCEPAGE:PHB		COST:250						
Move Earth				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (an iron blade and a small bag containing a mixture of soils-clay, loam, and sand)	CASTTIME:1 action	RANGE:120 feet		DURATION:Concentration, up to 2 hours			DESC:Choose an area o f terrain no larger than 40 feet on a side within range. You can reshape dirt, sand, or clay in the area in any manner you choose for the duration. You can raise or lower the area’s elevation, create or fill in a trench, erect or flatten a wall, or form a pillar. The extent o f any such changes can’t exceed half the area’s largest dimension. So, if you affect a 40-foot square, you can create a pillar up to 20 feet high, raise or lower the square’s elevation by up to 20 feet, dig a trench up to 20 feet deep, and so on. It takes 10 minutes for these changes to complete. At the end o f every 10 minutes you spend concentrating on the spell, you can choose a new area of terrain to affect. Because the terrain’s transformation occurs slowly, creatures in the area can’t usually be trapped or injured by the ground’s movement. This spell can’t manipulate natural stone or stone construction. Rocks and structures shift to accommodate the new terrain. If the way you shape the terrain would make a structure unstable, it might collapse. Similarly, this spell doesn’t directly affect plant growth. The moved earth carries any plants along with it. &nl; Material components: (an iron blade and a small bag containing a mixture o f soils—clay, loam, and sand	SOURCEPAGE:PHB								
Nondetection				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (a pinch of diamond dust worth 25 gp sprinkled over the target, which the spell consumes)	CASTTIME:1 action	RANGE:Touch		DURATION:8 hours			DESC:For the duration, you hide a target that you touch from divination magic. The target can be a w illing creature or a place or an object no larger than 10 feet in any dimension. The target can’t be targeted by any divination magic or perceived through magical scrying sensors. &nl; Material components: a pinch of diamond dust worth 25 gp sprinkled over the target, which the spell consumes	SOURCEPAGE:PHB		COST:25						
Nystul's Magic Aura				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S, M (a small square of silk)	CASTTIME:1 action	RANGE:Touch		DURATION:24 hours			DESC:You place an illusion on a creature or an object you touch so that divination spells reveal false information about it. The target can be a willing creature or an object that isn’t being carried or w orn by another creature. When you cast the spell, choose one or both o f the following effects. The effect lasts for the duration. If you cast this spell on the same creature or object every day for 30 days, placing the same effect on it each time, the illusion lasts until it is dispelled. &nl; False Aura. You change the way the target appears to spells and magical effects, such as detect magic, that detect magical auras. You can make a nonmagical object appear magical, a magical object appear nonmagical, or change the object’s magical aura so that it appears to belong to a specific school of magic that you choose. When you use this effect on an object, you can make the false magic apparent to any creature that handles the item. &nl; Mask. You change the way the target appears to spells and magical effects that detect creature types, such as a paladin’s Divine Sense or the trigger o f a symbol spell. You choose a creature type and other spells and magical effects treat the target as if it w ere a creature o f that type or o f that alignment. &nl; Material components: a small square of silk.	SOURCEPAGE:PHB								
Otiluke's Freezing Sphere				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (a small crystal sphere)	CASTTIME:1 action	RANGE:300 feet		DURATION:Instantaneous	SAVEINFO:Constitution		DESC:A frigid globe o f cold energy streaks from your fingertips to a point o f your choice within range, where it explodes in a 60-foot-radius sphere. Each creature within the area must make a Constitution saving throw. On a failed save, a creature takes 10d6 cold damage. On a successful save, it takes half as much damage. If the globe strikes a body o f water or a liquid that is principally water (not including water-based creatures), it freezes the liquid to a depth o f 6 inches over an area 30 feet square. This ice lasts for 1 minute. Creatures that w ere swimming on the surface o f frozen water are trapped in the ice. A trapped creature can use an action to make a Strength check against your spell save DC to break free. You can refrain from firing the globe after completing the spell, if you wish. A small globe about the size of a sling stone, co o l to the touch, appears in your hand. At any time, you or a creature you give the globe to can throw the globe (to a range of 40 feet) or hurl it with a sling (to the sling’s normal range). It shatters on impact, with the same effect as the normal casting o f the spell. You can also set the globe down without shattering it. After 1 minute, if the globe hasn’t already shattered, it explodes. &nl; At Higher Levels. When you cast this spell using a spell slot o f 7th level or higher, the damage increases by 1d6 for each slot level above 6th. &nl; Material components: a small crystall sphere.	SOURCEPAGE:PHB								
Otiluke's Resilient Sphere				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (a hemispherical piece of clear crystal and a matching hemispherical piece of gum arabic)	CASTTIME:1 action	RANGE:30 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Dexterity		DESC:A sphere o f shimmering force encloses a creature or object o f Large size or smaller within range. An unwilling creature must make a Dexterity saving throw. On a failed save, the creature is enclosed for the duration. Nothing—not physical objects, energy, or other spell effects—can pass through the barrier, in or out, though a creature in the sphere can breathe there. The sphere is immune to all damage, and a creature or object inside can’t be damaged by attacks or effects originating from outside, nor can a creature inside the sphere damage anything outside it. The sphere is w eightless and just large enough to contain the creature or object inside. An enclosed creature can use its action to push against the sphere’s walls and thus roll the sphere at up to half the creature’s speed. Similarly, the globe can be picked up and moved by other creatures. A disintegrate spell targeting the globe destroys it without harming anything inside it. &nl; Material components: a hemispherical piece of clear crystal and a matching hemisperical piece of gum arabic.	SOURCEPAGE:PHB								
Otto's Irresistible Dance				TYPE:Spell	SCHOOL:Enchantment				COMPS:V	CASTTIME:1 action	RANGE:30 feet		DURATION:Concentration, up to 1 minute			DESC:Choose one creature that you can see within range. The target begins a comic dance in place: shuffling, tapping its feet, and capering for the duration. Creatures that can’t be charmed are immune to this spell. A dancing creature must use all its movement to dance without leaving its space and has disadvantage on Dexterity saving throws and attack rolls. While the target is affected by this spell, other creatures have advantage on attack rolls against it. As an action, a dancing creature makes a W isdom saving throw to regain control o f itself. On a successful save, the spell ends.	SOURCEPAGE:PHB								
Pass without Trace				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (ashes from a burned leaf of mistletoe and a sprig of spruce)	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 1 hour			DESC:A veil o f shadows and silence radiates from you, masking you and your companions from detection. For the duration, each creature you choose within 30 feet of you (including you) has a +10 bonus to Dexterity (Stealth) checks and can’t be tracked except by m agical means. A creature that receives this bonus leaves behind no tracks or other traces o f its passage.	SOURCEPAGE:PHB						TEMPDESC:Pass without trace	TEMPBONUS:ANYPC|VAR|SKILL_Stealth|10	
Passwall				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (a pinch of sesame seeds)	CASTTIME:1 action	RANGE:30 feet		DURATION:1 hour			DESC:A passage appears at a point o f your choice that you can see on a w ooden, plaster, or stone surface (such as a wall, a ceiling, or a floor) within range, and lasts for the duration. You choose the opening’s dimensions: up to 5 feet wide, 8 feet tall, and 20 feet deep. The passage creates no instability in a structure surrounding it. When the opening disappears, any creatures or objects still in the passage created by the spell are safely ejected to an unoccupied space nearest to the surface on which you cast the spell. &nl; Material components: a pinch of sesame seeds.	SOURCEPAGE:PHB								
Phantasmal Force				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S, M (a bit of fleece)	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Intelligence		DESC:You craft an illusion that takes root in the mind o f a creature that you can see within range. The target must make an Intelligence saving throw. On a failed save, you create a phantasmal object, creature, or other visible phenomenon o f your choice that is no larger than a 10-foot cube and that is perceivable only to the target for the duration. This spell has no effect on undead or constructs. The phantasm includes sound, temperature, and other stimuli, also evident only to the creature. The target can use its action to examine the phantasm with an Intelligence (Investigation) check against your spell save DC. If the check succeeds, the target realizes that the phantasm is an illusion, and the spell ends. While a target is affected by the spell, the target treats the phantasm as if it were real. The target rationalizes any illogical outcomes from interacting with the phantasm. For example, a target attempting to walk across a phantasmal bridge that spans a chasm falls once it steps onto the bridge. If the target survives the fall, it still believes that the bridge exists and comes up with some other explanation for its fall—it w as pushed, it slipped, or a strong wind might have knocked it off. An affected target is so convinced o f the phantasm’s reality that it can even take damage from the illusion. A phantasm created to appear as a creature can attack the target. Similarly, a phantasm created to appear as fire, a pool o f acid, or lava can burn the target. Each round on your turn, the phantasm can deal 1d6 psychic damage to the target if it is in the phantasm’s area or within 5 feet o f the phantasm, provided that the illusion is o f a creature or hazard that could logically deal damage, such as by attacking. The target perceives the damage as a type appropriate to the illusion. &nl; Material components: a bit of fleece.	SOURCEPAGE:PHB								
Phantasmal Killer				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S	CASTTIME:1 action	RANGE:120 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Wisdom		DESC:You tap into the nightmares of a creature you can see within range and create an illusory manifestation of its deepest fears, visible only to that creature. The target must make a Wisdom saving throw. On a failed save, the target b ecomes frightened for the duration. At the start o f each o f the target’s turns before the spell ends, the target must succeed on a W isdom saving throw or take 4 d10 psychic damage. On a successful save, the spell ends. &nl; At Higher Levels. When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1dlO for each slot level above 4th.	SOURCEPAGE:PHB								
Phantom Steed				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Ritual			COMPS:V, S	CASTTIME:1 minute	RANGE:30 feet		DURATION:1 hour			DESC:Large quasi-real, horselike creature appears on the ground in an unoccupied space o f your choice within range. You decide the creature’s appearance, but it is equipped with a saddle, bit, and bridle. Any o f the equipment created by the spell vanishes in a puff o f smoke if it is carried more than 10 feet away from the steed. For the duration, you or a creature you choose can ride the steed. The creature uses the statistics for a riding horse, except it has a speed o f 100 feet and can travel 10 miles in an hour, or 13 miles at a fast pace. When the spell ends, the steed gradually fades, giving the rider 1 minute to dismount. The spell ends if you use an action to dismiss it or if the steed takes any damage.	SOURCEPAGE:PHB								
Planar Ally				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S	CASTTIME:10 minutes	RANGE:60 feet		DURATION:Instantaneous			DESC:You beseech an otherworldly entity for aid. The being must be known to you: a god, a primordial, a demon prince, or some other being o f cosmic power. That entity sends a celestial, an elemental, or a fiend loyal to it to aid you, making the creature appear in an unoccupied space within range. If you know a specific creature’s name, you can speak that name when you cast this spell to request that creature, though you might get a different creature anyway (DM’s choice). When the creature appears, it is under no compulsion to behave in any particular way. You can ask the creature to perform a service in exchange for payment, but it isn’t obliged to do so. The requested task could range from simple (fly us across the chasm, or help us fight a battle) to complex (spy on our enemies, or protect us during our foray into the dungeon). You must be able to communicate with the creature to bargain for its services. Payment can take a variety o f forms. A celestial might require a sizable donation o f gold or m agic items to an allied temple, while a fiend might demand a living sacrifice or a gift o f treasure. Some creatures might exchange their service for a quest undertaken by you. As a rule o f thumb, a task that can be measured in minutes requires a payment worth 100 gp per minute. A task measured in hours requires 1,000 gp per hour. And a task m easured in days (up to 10 days) requires 10,000 gp per day. The DM can adjust these payments based on the circumstances under which you cast the spell. If the task is aligned with the creature’s ethos, the payment might be halved or even waived. Nonhazardous tasks typically require only half the suggested payment, while especially dangerous tasks might require a greater gift. Creatures rarely accept tasks that seem suicidal. After the creature completes the task, or when the agreed-upon duration o f service expires, the creature returns to its home plane after reporting back to you, if appropriate to the task and if possible. If you are unable to agree on a price for the creature’s service, the creature immediately returns to its home plane. A creature enlisted to join your group counts as a member o f it, receiving a full share o f experience points awarded.	SOURCEPAGE:PHB								
Planar Binding				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (a jewel worth at least 1,000 gp, which the spell consumes)	CASTTIME:1 hour	RANGE:60 feet		DURATION:24 hours	SAVEINFO:Charisma		DESC:With this spell, you attempt to bind a celestial, an elemental, a fey, or a fiend to your service. The creature must be within range for the entire casting o f the spell. (Typically, the creature is first summoned into the center o f an inverted magic circle in order to keep it trapped while this spell is cast.) At the completion o f the casting, the target must make a Charisma saving throw. On a failed save, it is bound to serve you for the duration. If the creature w as summoned or created by another spell, that spell’s duration is extended to match the duration o f this spell. A bound creature must follow your instructions to the best o f its ability. You might command the creature to accompany you on an adventure, to guard a location, or to deliver a message. The creature obeys the letter of your instructions, but if the creature is hostile to you, it strives to twist your w ords to achieve its own objectives. If the creature carries out your instructions completely before the spell ends, it travels to you to report this fact if you are on the same plane o f existence. If you are on a different plane o f existence, it returns to the place where you bound it and remains there until the spell ends. &nl; At Higher Levels. When you cast this spell using a spell slot o f a higher level, the duration increases to 10 days with a 6th-level slot, to 30 days with a 7th-level slot, to 180 days with an 8th-level slot, and to a year and a day with a 9th-level spell slot. &nl; Material components: a jewel worth at least 1000gp, which the spell consumes.	SOURCEPAGE:PHB		COST:1000						
Plane Shift				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S, M (a forked, metal rod worth at least 250 gp, attuned to a particular plane of existence)	CASTTIME:1 action	RANGE:Touch		DURATION:Instantaneous	SAVEINFO:Charisma		DESC:You and up to eight w illing creatures who link hands in a circle are transported to a different plane o f existence. You can specify a target destination in general terms, such as the City o f Brass on the Elemental Plane of Fire or the palace o f Dispater on the second level o f the Nine Hells, and you appear in or near that destination. If you are trying to reach the City o f Brass, for example, you might arrive in its Street o f Steel, before its Gate of Ashes, or looking at the city from across the Sea of Fire, at the DM’s discretion. Alternatively, if you know the sigil sequence of a teleportation circle on another plane o f existence, this spell can take you to that circle. If the teleportation circle is too small to hold all the creatures you transported, they appear in the closest unoccupied spaces next to the circle. You can use this spell to banish an unwilling creature to another plane. Choose a creature within your reach and make a melee spell attack against it. On a hit, the creature must make a Charisma saving throw. If the creature fails this save, it is transported to a random location on the plane o f existence you specify. A creature so transported must find its own way back to your current plane of existence. &nl; Material components: a forked metal rod worth at least 250 gp attuned to a particular plane of existance.	SOURCEPAGE:PHB		COST:250						
Plant Growth				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S	CASTTIME:1 action or 8 hours	RANGE:150 feet		DURATION:Instantaneous			DESC:This spell channels vitality into plants within a specific area. There are two possible uses for the spell, granting either immediate or long-term benefits. If you cast this spell using 1 action, choose a point within range. All normal plants in a 100-foot radius centered on that point become thick and overgrown. A creature moving through the area must spend 4 feet of movement for every 1 foot it moves. You can exclude one or more areas o f any size within the spell’s area from being affected. If you cast this spell over 8 hours, you enrich the land. All plants in a half-mile radius centered on a point within range become enriched for 1 year. The plants yield twice the normal amount o f food when harvested.	SOURCEPAGE:PHB								
Poison Spray				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S	CASTTIME:1 action	RANGE:10 feet		DURATION:Instantaneous	SAVEINFO:Constitution		DESC:You extend your hand toward a creature you can see within range and project a puff o f noxious gas from your palm. The creature must succeed on a Constitution saving throw or take 1d12 poison damage. This spell’s damage increases by 1d12 when you reach 5th level (2d12), 11th level (3d12), and 17th level (4d12).	SOURCEPAGE:PHB								
Polymorph				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (a caterpillar cocoon)	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 hour	SAVEINFO:Wisdom		DESC:This spell transforms a creature that you can see within range into a new form. An unwilling creature must make a W isdom saving throw to avoid the effect. A shapechanger automatically succeeds on this saving throw. The transformation lasts for the duration, or until the target drops to 0 hit points or dies. The new form can be any beast whose challenge rating is equal to or less than the target’s (or the target’s level, if it doesn't have a challenge rating). The target’s game statistics, including mental ability scores, are replaced by the statistics o f the chosen beast. It retains its alignment and personality. The target assumes the hit points o f its new form. When it reverts to its normal form, the creature returns to the number o f hit points it had before it transformed. If it reverts as a result o f dropping to 0 hit points, any excess damage carries over to its normal form. As long as the excess damage doesn’t reduce the creature’s normal form to 0 hit points, it isn’t knocked unconscious. The creature is limited in the actions it can perform by the nature o f its new form, and it can’t speak, cast spells, or take any other action that requires hands or speech. The target’s gear melds into the new form. The creature can’t activate, use, wield, or otherwise benefit from any o f its equipment. &nl; Material components: a ceterpillar cocoon.	SOURCEPAGE:PHB								
Power Word Heal				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:Touch		DURATION:Instantaneous			DESC:A wave o f healing energy washes over the creature you touch. The target regains all its hit points. If the creature is charmed, frightened, paralyzed, or stunned, the condition ends. If the creature is prone, it can use its reaction to stand up. This spell has no effect on undea or constructs.	SOURCEPAGE:PHB								
Power Word Kill				TYPE:Spell	SCHOOL:Enchantment				COMPS:V	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous			DESC:You utter a w ord o f power that can compel one creature you can see within range to die instantly. If the creature you choose has 100 hit points or fewer, it dies. Otherwise, the spell has no effect.	SOURCEPAGE:PHB								
Power Word Stun				TYPE:Spell	SCHOOL:Enchantment				COMPS:V	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous	SAVEINFO:Constitution		DESC:You speak a w ord o f power that can overwhelm the mind o f one creature you can see within range, leaving it dumbfounded. If the target has 150 hit points or fewer, it is stunned. Otherwise, the spell has no effect. The stunned target must make a Constitution saving throw at the end o f each o f its turns. On a successful save, this stunning effect ends.	SOURCEPAGE:PHB								
Prayer of Healing				TYPE:Spell	SCHOOL:Evocation				COMPS:V	CASTTIME:10 minutes	RANGE:30 feet		DURATION:Instantaneous			DESC:Up to six creatures o f your choice that you can see within range each regain hit points equal to 2d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs. &nl; At Higher Levels. When you cast this spell using a spell slot o f 3rd level or higher, the healing increases by 1d8 for each slot level above 2nd.	SOURCEPAGE:PHB								
Prestidigitation				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S	CASTTIME:1 action	RANGE:10 feet		DURATION:Up to 1 hour			DESC:This spell is a minor m agical trick that novice spellcasters use for practice. You create one of the following magical effects within range: &nl; You create an instantaneous, harmless sensory effect, such as a shower of sparks, a puff o f wind, faint musical notes, or an odd odor. &nl; You instantaneously light or snuff out a candle, a torch, or a small campfire. &nl; You instantaneously clean or soil an object no larger than 1 cubic foot. &nl; You chill, warm, or flavor up to 1 cubic foot o f nonliving material for 1 hour. &nl; You make a color, a small mark, or a symbol appear on an object or a surface for 1 hour. &nl; You create a nonmagical trinket or an illusory image that can fit in your hand and that lasts until the end o f your next turn. &nl; If you cast this spell multiple times, you can have up to three o f its non-instantaneous effects active at a time, and you can dismiss such an effect as an action.	SOURCEPAGE:PHB								
