SOURCELONG:Fiend Folio	SOURCESHORT:FF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-04																															
																																		
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:	
Nerra (Sillit)		FAVCLASS:Wizard	STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar	MONSTERCLASS:Outsider:7	MOVE:Walk,30	BONUS:COMBAT|AC|5|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Nerra (Sillit)		SR:19	BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8	MONCSKILL:Bluff|Diplomacy|Disguise|Gather Information|Hide|Intimidate|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Spot|Survival	CR:6	KIT:1|TN		LEVELADJUSTMENT:18	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Nerra (Sillit) Stats
Nerra (Varoot)		FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar	MONSTERCLASS:Outsider:1	MOVE:Walk,30	BONUS:COMBAT|AC|3|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Nerra (Varoot)		SR:13		BONUS:STAT|DEX|4	BONUS:STAT|CON|2		BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Diplomacy|Disguise|Gather Information|Intimidate|TYPE.Knowledge|Listen|Sense Motive|Sleight of Hand|Spot	CR:1	KIT:1|TN		LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Nerra (Varoot) Stats
Octopus Tree			STARTFEATS:1	SIZE:H	TYPE:Plant	RACETYPE:Plant		MONSTERCLASS:Plant:14	MOVE:Walk,10,Swim,50	BONUS:COMBAT|AC|24|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*8,2d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,3d8				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Octopus Tree			BONUS:STAT|STR|20	BONUS:STAT|DEX|-8	BONUS:STAT|CON|10	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Listen|Spot|Swim	CR:12		HITDICEADVANCEMENT:14,35,42		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Octopus Tree Stats
Ocularon			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:12	MOVE:Walk,10,Fly,90	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Tendril,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ocularon	DR:10/Magic		BONUS:STAT|STR|8	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Hide|Listen|Move Silently|Search|Spot|Survival	CR:12		HITDICEADVANCEMENT:16,36		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Ocularon Stats
Ophidian		FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Reptilian	MONSTERCLASS:Monstrous Humanoid:3	MOVE:Walk,20,Climb,15,Swim,50	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ophidian			BONUS:STAT|STR|2	BONUS:STAT|DEX|4		BONUS:STAT|INT|-2			MONCSKILL:Climb|Hide|Listen|Move Silently|Spot|Swim	CR:2		HITDICEADVANCEMENT:5,9		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Ophidian Stats
Oread			STARTFEATS:1	SIZE:M	TYPE:Fey	RACETYPE:Fey	RACESUBTYPE:Earth	MONSTERCLASS:Fey:7	MOVE:Walk,30,Burrow,30	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Oread	DR:5/Cold Iron		BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Craft (Stonemasonry)|Craft (Trapmaking)|Diplomacy|Knowledge (Architecture and Engineering)|Knowledge (Nature)|Listen|Search|Sense Motive|Spot|Survival	CR:7	KIT:1|LN	HITDICEADVANCEMENT:14		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Oread Stats
Phiuhl			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Extraplanar	MONSTERCLASS:Aberration:9	MOVE:Walk,40,Fly,30	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Heat Touch,Weapon.Natural.Finesseable.Melee.Touch,*2,0,SPROP=1d10 Fire				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Phiuhl	DR:10/Magic			BONUS:STAT|DEX|10	BONUS:STAT|CON|8				MONCSKILL:Hide|Move Silently|Spot	CR:11	KIT:1|NE	HITDICEADVANCEMENT:19,27		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Phiuhl Stats
Planetouched (Maeluth)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Native		MOVE:Walk,20						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Planetouched (Maeluth)										CR:1/2				LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Planetouched (Maeluth) Stats
Planetouched (Mechanatrix)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Native		MOVE:Walk,20						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Planetouched (Mechanatrix)										CR:1/2				LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Planetouched (Mechanatrix) Stats
Planetouched (Shyft)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Native		MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Planetouched (Shyft)										CR:1				LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Planetouched (Shyft) Stats
Planetouched (Wispling)			STARTFEATS:1	SIZE:S	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Native		MOVE:Walk,20						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Planetouched (Wispling)										CR:1/2				LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Planetouched (Wispling) Stats
Quth-Maren			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:10	MOVE:Walk,30	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6,SPROP=+1d6 Acid				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Quth-Maren			BONUS:STAT|STR|-2	BONUS:STAT|DEX|4		BONUS:STAT|INT|2			MONCSKILL:Climb|Hide|Listen|Move Silently|Search|Spot	CR:7	KIT:1|CE			LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Quth-Maren Stats
Rilmani (Aurumach)			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar	MONSTERCLASS:Outsider:16	MOVE:Walk,50	BONUS:COMBAT|AC|14|TYPE=NaturalArmor					FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rilmani (Aurumach)	DR:15/Good ro Evil or Lawful or Chaotic	SR:30	BONUS:STAT|STR|12	BONUS:STAT|DEX|8	BONUS:STAT|CON|14	BONUS:STAT|INT|12	BONUS:STAT|WIS|14	BONUS:STAT|CHA|16	MONCSKILL:Concentration|TYPE.Craft|TYPE.Knowledge|Diplomacy|Listen|Search|Sense Motive|Spellcraft|Spot|Survival	CR:17	KIT:1|TN	HITDICEADVANCEMENT:32,48	LEVELADJUSTMENT:9	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Rilmani (Aurumach) Stats
Rilmani (Cuprilach)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar	MONSTERCLASS:Outsider:12	MOVE:Walk,40,Climb,20	BONUS:COMBAT|AC|15|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rilmani (Cuprilach)	DR:10/Good ro Evil or Lawful or Chaotic	SR:25	BONUS:STAT|STR|8	BONUS:STAT|DEX|14	BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|12	MONCSKILL:Balance|Bluff|Climb|Concentration|Diplomacy|Disguise|Escape Artist|Forgery|Gather Information|Hide|Intimidate|Jump|Listen|Move Silently|Search|Sense Motive|Spot|Survival|Tumble	CR:12	KIT:1|TN	HITDICEADVANCEMENT:24,36	LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Rilmani (Cuprilach) Stats
Rilmani (Ferrumach)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar	MONSTERCLASS:Outsider:8	MOVE:Walk,30	BONUS:COMBAT|AC|7|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rilmani (Ferrumach)	DR:10/Good ro Evil or Lawful or Chaotic	SR:20	BONUS:STAT|STR|14	BONUS:STAT|DEX|2	BONUS:STAT|CON|18	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|10	MONCSKILL:Climb|Concentration|Diplomacy|Escape Artist|Intimidate|Listen|Profession (Soldier)|Ride|Search|Sense Motive|Spot|Survival|Use Rope	CR:9	KIT:1|TN	HITDICEADVANCEMENT:16,24	LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Rilmani (Ferrumach) Stats
Rukanyr			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:7	MOVE:Walk,40,Climb,20	BONUS:COMBAT|AC|15|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,3d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*6,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*3,1d8,SPROP=Poison				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rukanyr			BONUS:STAT|STR|10	BONUS:STAT|DEX|-4	BONUS:STAT|CON|14	BONUS:STAT|INT|4	BONUS:STAT|WIS|-8	BONUS:STAT|CHA|-8	MONCSKILL:Climb|Listen|Search|Spot	CR:9		HITDICEADVANCEMENT:14,21,28,*		LEGS:8	HANDS:6	SOURCEPAGE:FF	KIT:1|Rukanyr Stats
Sarkrith (Spelleater)			STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:15	MOVE:Walk,40	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Sarkrith (Spelleater)		SR:25	BONUS:STAT|STR|16	BONUS:STAT|DEX|8	BONUS:STAT|CON|18	BONUS:STAT|INT|6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Climb|Hide|Jump|Search|Spot|Survival	CR:13	KIT:1|LE			LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Sarkrith (Spelleater) Stats
Sarkrith (Thane)			STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:11	MOVE:Walk,40	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Sarkrith (Thane)		SR:23	BONUS:STAT|STR|16		BONUS:STAT|CON|18	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2	MONCSKILL:Climb|Jump|Survival	CR:11	KIT:1|LE			LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Sarkrith (Thane) Stats
Sea Drake			STARTFEATS:1	SIZE:G	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Aquatic	MONSTERCLASS:Dragon:12	MOVE:Walk,15,Swim,60	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8|Tail Smash,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8				FACE:20	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Sea Drake			BONUS:STAT|STR|24		BONUS:STAT|CON|10		BONUS:STAT|WIS|2	BONUS:STAT|CHA|8	MONCSKILL:Appraise|Knowledge (Local)|Knowledge (Nature)|Listen|Spot|Swim	CR:15		HITDICEADVANCEMENT:36		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Sea Drake Stats
Selkie		FAVCLASS:Bard	STARTFEATS:1	SIZE:M	TYPE:Humanoid	RACETYPE:Humanoid	RACESUBTYPE:Aquatic|Shapechanger	MONSTERCLASS:Humanoid:3	MOVE:Walk,30,Swim,90	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Selkie			BONUS:STAT|STR|-2	BONUS:STAT|DEX|2		BONUS:STAT|INT|2		BONUS:STAT|CHA|2	MONCSKILL:TYPE.Craft|Listen|Perform (Chant)|Perform (Melody)|Perform (Ode)|Perform (Storytelling)|Spot|Swim	CR:1			LEVELADJUSTMENT:1	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Selkie Stats
Senmurv			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:3	MOVE:Walk,30,Fly,60	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6			FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Senmurv			BONUS:STAT|STR|12	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Hide|Listen|Move Silently|Sense Motive|Spot	CR:3	KIT:1|LG	HITDICEADVANCEMENT:6,9		LEGS:2	HANDS:0	SOURCEPAGE:FF	KIT:1|Senmurv Stats
Shadar-kai		FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	TYPE:Fey	RACETYPE:Fey	RACESUBTYPE:Extraplanar	MONSTERCLASS:Fey:3	MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shadar-kai				BONUS:STAT|DEX|6				BONUS:STAT|CHA|-2	MONCSKILL:Hide|Listen|Move Silently|Search|Spot|Survival	CR:1			LEVELADJUSTMENT:1	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Shadar-kai Stats
Shadow Asp			STARTFEATS:1	SIZE:T	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:1	MOVE:Walk,30,Climb,10	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d3,SPROP=Poison				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shadow Asp			BONUS:STAT|STR|-4	BONUS:STAT|DEX|10	BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2		MONCSKILL:Climb|Hide|Listen|Move Silently|Spot	CR:1	KIT:1|TN	HITDICEADVANCEMENT:3		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Shadow Asp Stats
Shedu			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:9	MOVE:Walk,30,Fly,60	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shedu		SR:14	BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|12	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6	MONCSKILL:Balance|Concentration|Diplomacy|Knowledge (Religion)|Knowledge (The Planes)|Listen|Move Silently|Spot|Survival	CR:10	KIT:1|LG	HITDICEADVANCEMENT:12,24		LEGS:5	HANDS:0	SOURCEPAGE:FF	KIT:1|Shedu Stats
Skulk		FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	TYPE:Humanoid	RACETYPE:Humanoid	RACESUBTYPE:Skulk	MONSTERCLASS:Humanoid:2	MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Skulk				BONUS:STAT|DEX|4			BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-4	MONCSKILL:Hide|Move Silently	CR:2			LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Skulk Stats
Skybleeder			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:12	MOVE:Walk,40,Fly,80	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*3,2d8|Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*8,1d4,SPROP=+1d6 Acid				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Skybleeder			BONUS:STAT|STR|16	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2	MONCSKILL:Concentration|Hide|Listen|Move Silently|Spot|Survival	CR:12		HITDICEADVANCEMENT:18,36		LEGS:8	HANDS:3	SOURCEPAGE:FF	KIT:1|Skybleeder Stats
Slaad (Mud Slaad)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Slaad	MONSTERCLASS:Outsider:6	MOVE:Walk,30	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Slaad (Mud Slaad)			BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|-4	BONUS:STAT|CHA|-2	MONCSKILL:Climb|Jump|Hide|Listen|Move Silently	CR:6	KIT:1|CN	HITDICEADVANCEMENT:9,18		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Slaad (Mud Slaad) Stats
Slasrath			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Extraplanar	MONSTERCLASS:Aberration:8	MOVE:Walk,10,Fly,50	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d4,SPROP=Poison|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Slasrath			BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|8	BONUS:STAT|INT|-10			MONCSKILL:Listen|Spot	CR:7	KIT:1|TN	HITDICEADVANCEMENT:16,24		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Slasrath Stats
Spectral Lurker			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Incorporeal	MONSTERCLASS:Aberration:16	MOVE:Walk,50,Fly,40		NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*2,2d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Spectral Lurker	DR:15/Magic	SR:28		BONUS:STAT|DEX|16	BONUS:STAT|CON|10		BONUS:STAT|WIS|4	BONUS:STAT|CHA|8	MONCSKILL:Hide|Listen|Spot	CR:17		HITDICEADVANCEMENT:22,48		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Spectral Lurker Stats
Spirit of the Air			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Air	MONSTERCLASS:Spirit of the Air:11	MOVE:Walk,30,Climb,40,Fly,60	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6|Wing Buffet,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Spirit of the Air			BONUS:STAT|STR|4	BONUS:STAT|DEX|-2	BONUS:STAT|CON|6			BONUS:STAT|CHA|-2	MONCSKILL:Climb|Concentration|Hide|Listen|Search|Spot	CR:11		HITDICEADVANCEMENT:16,33		LEGS:2	HANDS:3	SOURCEPAGE:FF	KIT:1|Spirit of the Air Stats
Sporebat			STARTFEATS:1	SIZE:M	TYPE:Plant	RACETYPE:Plant		MONSTERCLASS:Plant:15	MOVE:Walk,5,Fly,60		NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,1d4|Tail Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Sporebat			BONUS:STAT|STR|4	BONUS:STAT|DEX|10	BONUS:STAT|CON|4	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-6	MONCSKILL:Listen|Spot	CR:10	KIT:1|TN	HITDICEADVANCEMENT:21,45		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Sporebat Stats
Spriggan		FAVCLASS:Rogue	STARTFEATS:1	SIZE:S	TYPE:Fey	RACETYPE:Fey		MONSTERCLASS:Fey:5	MOVE:Walk,20						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Spriggan				BONUS:STAT|DEX|10	BONUS:STAT|CON|2		BONUS:STAT|WIS|-2		MONCSKILL:Climb|Disable Device|Hide|Listen|Move Silently|Open Lock|Sleight of Hand	CR:3			LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Spriggan Stats
Steel Predator			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider		MONSTERCLASS:Outsider:12	MOVE:Walk,50	BONUS:COMBAT|AC|16|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Steel Predator	DR:15/Magic and Silver		BONUS:STAT|STR|14	BONUS:STAT|DEX|10	BONUS:STAT|CON|8		BONUS:STAT|WIS|6	BONUS:STAT|CHA|2	MONCSKILL:Balance|Climb|Hide|Jump|Listen|Move Silently|Search|Spot	CR:13	KIT:1|TN	HITDICEADVANCEMENT:18,36		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Steel Predator Stats
Sunwyrm			STARTFEATS:1	SIZE:L	TYPE:Dragon	RACETYPE:Dragon		MONSTERCLASS:Dragon:12	MOVE:Walk,40,Fly,120	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Sunwyrm	DR:15/Magic		BONUS:STAT|STR|8	BONUS:STAT|DEX|10	BONUS:STAT|CON|6	BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|12	MONCSKILL:Balance|Hide|Jump|Listen|Move Silently|Search|Spot|Tumble	CR:14		HITDICEADVANCEMENT:24,36		LEGS:4	HANDS:4	SOURCEPAGE:FF	KIT:1|Sunwyrm Stats
Swarm (Abyssal Ant Swarm)			STARTFEATS:1	SIZE:D	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Swarm	MONSTERCLASS:Aberration:20	MOVE:Walk,40,Climb,20	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,4d6,SPROP=+2d8 Acid				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Abyssal Ant Swarm)		SR:22	BONUS:STAT|STR|-10	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Climb|Listen|Spot	CR:16	KIT:1|CE			LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Abyssal Ant Swarm) Stats
