SOURCELONG:Monster Manual 3	SOURCESHORT:MM3	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-09																																
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	MOVE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	BONUS:COMBAT|AC|	NATURALATTACKS:				FACE:	REACH:	ABILITY:Internal|AUTOMATIC|Race Traits ~ 			Stat bonus						MONCSKILL:	CR:	KIT:1|	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	LEGS:	HANDS:	SOURCEPAGE:MM3	KIT:1|	
Sea Tiger			STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:10	MOVE:Walk,20,Swim,50	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Sea Tiger			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-2	MONCSKILL:Hide|Swim	CR:6	KIT:1|TN	HITDICEADVANCEMENT:20		LEGS:0	HANDS:2	SOURCEPAGE:MM3	KIT:1|Sea Tiger Stats	
Seryulin			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Aquatic	MONSTERCLASS:Aberration:10	MOVE:Walk,50,Swim,50	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8,SPROP=Pain Toxin|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Seryulin		DR:5/Piercing of Slashing	BONUS:STAT|STR|10	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Escape Artist|Listen|Spot|Swim	CR:7	KIT:1|TN	HITDICEADVANCEMENT:20	LEVELADJUSTMENT:4	LEGS:0	HANDS:0	SOURCEPAGE:MM3	KIT:1|Seryulin Stats	
Seryulin (Greater)			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Aquatic	MONSTERCLASS:Aberration:21	MOVE:Walk,50,Swim,50	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6,SPROP=Pain Toxin|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Seryulin (Greater)		DR:5/Piercing of Slashing	BONUS:STAT|STR|18	BONUS:STAT|DEX|2	BONUS:STAT|CON|8	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Escape Artist|Listen|Spot|Swim	CR:10	KIT:1|TN	HITDICEADVANCEMENT:30	LEVELADJUSTMENT:4	LEGS:0	HANDS:0	SOURCEPAGE:MM3	KIT:1|Seryulin (Greater) Stats	
Swarm (Shimmering Swarm)			STARTFEATS:1	SIZE:F	TYPE:Fey	RACETYPE:Fey	RACESUBTYPE:Swarm	MONSTERCLASS:Fey:11	MOVE:Walk,5,Fly,50		NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,3d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Shimmering Swarm)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|12		BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8	MONCSKILL:Diplomacy|Hide|Listen|Move Silently|Sense Motive|Spot	CR:8	KIT:1|CN			LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Swarm (Shimmering Swarm) Stats	
Swarm (Shredstorm)				SIZE:F	TYPE:Construct	RACETYPE:Construct	RACESUBTYPE:Swarm	MONSTERCLASS:Construct:14	MOVE:Fly,90		NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,3d6,SPROP=2d6 Electricity				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Shredstorm)			BONUS:STAT|STR|-4	BONUS:STAT|DEX|12						CR:8	KIT:1|TN			LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Swarm (Shredstorm) Stats	
Shrieking Terror (Five-Headed)			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Extraplanar	MONSTERCLASS:Aberration:15	MOVE:fly,40	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*5,1d6,SPROP=Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shrieking Terror (Five-Headed)			BONUS:STAT|STR|2	BONUS:STAT|DEX|8	BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:10	KIT:1|NE	HITDICEADVANCEMENT:19,30		LEGS:0	HANDS:5	SOURCEPAGE:MM3	KIT:1|Shrieking Terror (Five-Headed) Stats	
Shrieking Terror (Ten-Headed)			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Extraplanar	MONSTERCLASS:Aberration:20	MOVE:fly,40	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*10,2d6,SPROP=Poison				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shrieking Terror (Ten-Headed)			BONUS:STAT|STR|10	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:13	KIT:1|NE	HITDICEADVANCEMENT:30		LEGS:0	HANDS:5	SOURCEPAGE:MM3	KIT:1|Shrieking Terror (Ten-Headed) Stats	
Siege Crab				SIZE:G	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Aquatic	MONSTERCLASS:Vermin:20	MOVE:Walk,60,Swim,60	BONUS:COMBAT|AC|23|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d6				FACE:20	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Siege Crab		DR:15/Adamantine	BONUS:STAT|STR|20	BONUS:STAT|DEX|-4	BONUS:STAT|CON|10			BONUS:STAT|CHA|-8	MONCSKILL:Swim	CR:14	KIT:1|TN	HITDICEADVANCEMENT:31,60		LEGS:8	HANDS:4	SOURCEPAGE:MM3	KIT:1|Siege Crab Stats	
Siege Crab (Greater)				SIZE:C	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Aquatic	MONSTERCLASS:Vermin:32	MOVE:Walk,60,Swim,60	BONUS:COMBAT|AC|28|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d6				FACE:30	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Siege Crab (Greater)		DR:15/Adamantine	BONUS:STAT|STR|24	BONUS:STAT|DEX|-4	BONUS:STAT|CON|18			BONUS:STAT|CHA|-8	MONCSKILL:Swim	CR:18	KIT:1|TN	HITDICEADVANCEMENT:60		LEGS:8	HANDS:4	SOURCEPAGE:MM3	KIT:1|Siege Crab (Greater) Stats	
Skindancer			STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:15	MOVE:Walk,40	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Skindancer		DR:15/Special	BONUS:STAT|STR|12	BONUS:STAT|DEX|6	BONUS:STAT|CON|18	BONUS:STAT|INT|-6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|-4	MONCSKILL:Listen|Spot	CR:11		HITDICEADVANCEMENT:27		LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Skindancer Stats	
Slaughterstone Behemoth				SIZE:H	TYPE:Construct	RACETYPE:Construct	RACESUBTYPE:Earth	MONSTERCLASS:Construct (Mindless):29	MOVE:Walk,20	BONUS:COMBAT|AC|28|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,4d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Slaughterstone Behemoth	SR:23	DR:10/Adamantine	BONUS:STAT|STR|26					BONUS:STAT|CHA|-10		CR:15	KIT:1|TN	HITDICEADVANCEMENT:45		LEGS:4	HANDS:0	SOURCEPAGE:MM3	KIT:1|Slaughterstone Behemot Stats	
Slaughterstone Eviscerator				SIZE:L	TYPE:Construct	RACETYPE:Construct	RACESUBTYPE:Earth	MONSTERCLASS:Construct (Mindless):15	MOVE:Walk,30	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Adamantine Blade,Weapon.Natural.Finesseable.Melee.Slashing,*4,2d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Slaughterstone Eviscerator	SR:20	DR:10/Adamantine	BONUS:STAT|STR|18					BONUS:STAT|CHA|-10		CR:12	KIT:1|TN	HITDICEADVANCEMENT:30,45		LEGS:4	HANDS:2	SOURCEPAGE:MM3	KIT:1|Slaughterstone Eviscerator Stats	
Ooze (Snowflake Ooze)				SIZE:M	TYPE:Ooze	RACETYPE:Ooze	RACESUBTYPE:Cold	MONSTERCLASS:Ooze:6	MOVE:Walk,15,Climb,5		NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8,SPROP=2d4 Cold				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ooze (Snowflake Ooze)			BONUS:STAT|STR|10	BONUS:STAT|DEX|-10	BONUS:STAT|CON|10		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10	MONCSKILL:Climb|Hide	CR:5	KIT:1|TN	HITDICEADVANCEMENT:9,18		LEGS:0	HANDS:0	SOURCEPAGE:MM3	KIT:1|Ooze (Snowflake Ooze) Stats	
Splinterwaif			STARTFEATS:1	SIZE:M	TYPE:Fey	RACETYPE:Fey		MONSTERCLASS:Fey:2	MOVE:Walk,50,Climb,50	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Splinterwaif	SR:7	DR:5/Silver		BONUS:STAT|DEX|10	BONUS:STAT|CON|2	BONUS:STAT|INT|8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Balance|Bluff|Climb|Diplomacy|Disguise|Diplomacy|Disguise|Hide|Intimidate|Jump|Knowledge (Local)|Listen|Move Silently|Search|Sense Motive|Spot|Survival|Tumble	CR:2	KIT:1|NE	HITDICEADVANCEMENT:6	LEVELADJUSTMENT:4	LEGS:0	HANDS:2	SOURCEPAGE:MM3	KIT:1|Splinterwaif Stats	
Ssvaklor			STARTFEATS:1	SIZE:M	TYPE:Dragon	RACETYPE:Dragon		MONSTERCLASS:Dragon:15	MOVE:Walk,40,Swim,40	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6,SPROP=Poison|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ssvaklor	SR:18	DR:10/Magic	BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|14	BONUS:STAT|INT|-2	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|2	MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|Jump|Listen|Sense Motive|Spot|Survival|Swim	CR:10	KIT:1|CE	HITDICEADVANCEMENT:20,30,45		LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Ssvaklor Stats	
Ssvaklor (Greater)			STARTFEATS:1	SIZE:L	TYPE:Dragon	RACETYPE:Dragon		MONSTERCLASS:Dragon:30	MOVE:Walk,50,Swim,50	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,3d6,SPROP=Poison|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ssvaklor (Greater)	SR:28	DR:15/Magic	BONUS:STAT|STR|16	BONUS:STAT|DEX|4	BONUS:STAT|CON|18	BONUS:STAT|INT|-2		BONUS:STAT|CHA|2	MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|Jump|Listen|Sense Motive|Spot|Survival|Swim	CR:20	KIT:1|CE	HITDICEADVANCEMENT:30,45		LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Ssvaklor (Greater) Stats	
Stonesinger			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Earth	MONSTERCLASS:Aberration:9	MOVE:Walk,30,Burrow,20,Climb,20	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*6,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Stonesinger		DR:5/Magic	BONUS:STAT|STR|10		BONUS:STAT|CON|8	BONUS:STAT|INT|6		BONUS:STAT|CHA|8	MONCSKILL:Climb|Listen|Perform (Sing)|Spot|Survival	CR:7		HITDICEADVANCEMENT:14,18		LEGS:12	HANDS:6	SOURCEPAGE:MM3	KIT:1|Stonesinger Stats	
Ooze (Summoning Ooze)			STARTFEATS:1	SIZE:M	TYPE:Ooze	RACETYPE:Ooze		MONSTERCLASS:Ooze:5	MOVE:Walk,20,Climb,10	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8,SPROP=Acid				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ooze (Summoning ooze)			BONUS:STAT|STR|4		BONUS:STAT|CON|6		BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Climb|Concentration|Hide|Listen|Move Silently	CR:4		HITDICEADVANCEMENT:8,15		LEGS:0	HANDS:0	SOURCEPAGE:MM3	KIT:1|Ooze (Summoning Ooze) Stats	
Susurrus			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:8	MOVE:Walk,40,Climb,20	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Susurrus			BONUS:STAT|STR|10	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-4		BONUS:STAT|CHA|6	MONCSKILL:Climb|Listen|Perform (Sing)	CR:7		HITDICEADVANCEMENT:16,24		LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Susurrus Stats	
Swarm (Swamp Strider Swarm)				SIZE:D	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Swarm	MONSTERCLASS:Vermin:9	MOVE:Walk,50		NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Swamp Strider Swarm)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|10				BONUS:STAT|CHA|-2	MONCSKILL:Jump|Listen|Spot	CR:12				LEGS:0	HANDS:0	SOURCEPAGE:MM3	KIT:1|Swarm (Brood Keeper Larva Swarm) Stats	
Thorn			STARTFEATS:1	SIZE:S	TYPE:Fey	RACETYPE:Fey		MONSTERCLASS:Fey:6	MOVE:Walk,20	BONUS:COMBAT|AC|3|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Thorn		DR:5/Cold Iron	BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|4			BONUS:STAT|CHA|2	MONCSKILL:Diplomacy|Hide|Listen|Move Silently|Search|Sense Motive|Spot|Survival	CR:4			LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Thorn Stats	
Topiary Guardian (Boar)				SIZE:M	TYPE:Plant	RACETYPE:Plant	RACESUBTYPE:Topiary	MONSTERCLASS:Plant:5	MOVE:Walk,40		NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Topiary Guardian (Boar)									MONCSKILL:Move Silently	CR:2	KIT:1|TN			LEGS:4	HANDS:0	SOURCEPAGE:MM3		
Topiary Guardian (Lion)				SIZE:L	TYPE:Plant	RACETYPE:Plant	RACESUBTYPE:Topiary	MONSTERCLASS:Plant:10	MOVE:Walk,40		NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Topiary Guardian (Lion)									MONCSKILL:Move Silently	CR:6	KIT:1|TN			LEGS:4	HANDS:0	SOURCEPAGE:MM3		
Topiary Guardian (Triceratops)				SIZE:H	TYPE:Plant	RACETYPE:Plant	RACESUBTYPE:Topiary	MONSTERCLASS:Plant:15	MOVE:Walk,30		NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,4d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Topiary Guardian (Triceratops)									MONCSKILL:Move Silently	CR:12	KIT:1|TN			LEGS:4	HANDS:0	SOURCEPAGE:MM3		
Trilloch			STARTFEATS:1	SIZE:S	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Incorporeal	MONSTERCLASS:Outsider:8	MOVE:Fly,40						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Trilloch		DR:15/Lawful		BONUS:STAT|DEX|8	BONUS:STAT|CON|6		BONUS:STAT|WIS|8	BONUS:STAT|CHA|8	MONCSKILL:Concentration|Hide|Intimidate|Listen|Search|Sense Motive|Spot|Survival	CR:8	KIT:1|CN	HITDICEADVANCEMENT:24		LEGS:0	HANDS:0	SOURCEPAGE:MM3	KIT:1|Trilloch Stats	
Troll (Cave)			STARTFEATS:1	SIZE:L	TYPE:Giant	RACETYPE:Giant		MONSTERCLASS:Giant:9	MOVE:Walk,40	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Troll (Cave)			BONUS:STAT|STR|18	BONUS:STAT|DEX|2	BONUS:STAT|CON|16	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Jump|Listen|Spot|Survival	CR:8		HITDICEADVANCEMENT:14,27	LEVELADJUSTMENT:6	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Troll (Cave) Stats	
Troll (Crystalline)		FAVCLASS:Fighter	STARTFEATS:1	SIZE:L	TYPE:Giant	RACETYPE:Giant		MONSTERCLASS:Giant:10	MOVE:Walk,30	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Troll (Crystalline)			BONUS:STAT|STR|12	BONUS:STAT|DEX|4	BONUS:STAT|CON|12	BONUS:STAT|INT|-4	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:7			LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Troll (Crystalline) Stats	
Troll (Forest)			STARTFEATS:1	SIZE:M	TYPE:Giant	RACETYPE:Giant		MONSTERCLASS:Giant:5	MOVE:Walk,30,Climb,20	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4,SPROP=Poison|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Troll (Forest)			BONUS:STAT|STR|6	BONUS:STAT|DEX|6	BONUS:STAT|CON|10			BONUS:STAT|CHA|-4	MONCSKILL:Climb|Hide|Listen|Spot|Survival	CR:4			LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Troll (Forest) Stats	
Troll (Mountain)			STARTFEATS:1	SIZE:H	TYPE:Giant	RACETYPE:Giant		MONSTERCLASS:Giant:15	MOVE:Walk,30	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8,SPROP=Poison|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Troll (Mountain)			BONUS:STAT|STR|24	BONUS:STAT|DEX|2	BONUS:STAT|CON|20	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4	MONCSKILL:Hide|Listen|Spot	CR:10			LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Troll (Mountain) Stats	
Troll (War)			STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:12	MOVE:Walk,40	BONUS:COMBAT|AC|14|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Troll (War)	SR:20	DR:5/Adamantine	BONUS:STAT|STR|20	BONUS:STAT|DEX|6	BONUS:STAT|CON|18	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4		MONCSKILL:Listen|Spot	CR:12			LEVELADJUSTMENT:6	LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Troll (War) Stats	
Vasuthant			STARTFEATS:1	SIZE:S	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:2	MOVE:Fly,30	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Vasuthant				BONUS:STAT|DEX|6		BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Spot	CR:2	KIT:1|CE	HITDICEADVANCEMENT:5,9,16,25,34,48		LEGS:0	HANDS:4	SOURCEPAGE:MM3	KIT:1|Vasuthant Stats	
Vasuthant (Horrific)			STARTFEATS:1	SIZE:H	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:25	MOVE:Fly,30	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d4				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Vasuthant (Horrific)		DR:15/Magic	BONUS:STAT|STR|22	BONUS:STAT|DEX|12			BONUS:STAT|WIS|6	BONUS:STAT|CHA|12	MONCSKILL:Concentration|Hide|Listen|Move Silently|Spot	CR:17	KIT:1|CE	HITDICEADVANCEMENT:34,48		LEGS:0	HANDS:4	SOURCEPAGE:MM3	KIT:1|Vasuthant (Horrific) Stats	
Vermin Lord		FAVCLASS:Rogue	STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:25	MOVE:Walk,60,Burrow,30,Climb,30,Fly,30	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8,SPROP=Poison|Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Vermin Lord	SR:25		BONUS:STAT|STR|8	BONUS:STAT|DEX|10	BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Balance|Climb|Concentration|Diplomacy|Hide|Jump|Knowledge (Arcana)|Knowledge (Nature)|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot|Survival|Tumble|Use Magic Device	CR:17				LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Vermin Lord Stats	
Visilight			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Lawful	MONSTERCLASS:Outsider:5	MOVE:Walk,30,Fly,30	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Visilight		DR:5/Chaotic	BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Hide|Intimidate|TYPE.Knowledge|Listen|Move Silently|Search|Spot|Survival	CR:5	KIT:1|LN			LEGS:2	HANDS:2	SOURCEPAGE:MM3	KIT:1|Visilight Stats	
