SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																															
																																		
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page		
Greater Dragonsong	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonsongLyristClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day per class level, a dragonsong lyrist can use song or poetics to invoke the power of dragonsong. Invoking dragonsong requires a standard action. In the case of effects that require a saving throw, the DC is equal to 10 + lyrist' class level + lyrist's Cha modifier. The bonus from the Dragonsong feat also applies to this save DC. In cases where the character continues a greater dragonsong effect over the course of multiple rounds (such as song of strength), the dragonsong lyrist can fight while using greater dragonsong but cannot cast spells, activate magic items by spell completion (such as scrolls), or activate magic items by command word (such as wands). Maintaining a greater dragonsong effect does not require concentration. A deaf dragonsong lyrist has a 20%% chance to fail when using greater dragonsong. If she fails, the attempt still counts against her daily limit.	KEY:Dragonsong Lyrist ~ Greater Dragonsong				DEFINE:DragonsongLyristGreaterDragonsongLVL|0					BONUS:VAR|DragonsongLyristGreaterDragonsongLVL|DragonsongLyristLVL	BONUS:VAR|GreaterDragonsongLVL|DragonsongLyristGreaterDragonsongLVL		BONUS:VAR|GreaterDragonsongTimes|DragonsongLyristGreaterDragonsongLVL						ABILITY:Special Ability|AUTOMATIC|Greater Dragonsong								SORTKEY:Class_Dragonsong_Lyrist	SOURCEPAGE:Drac		
Spellcasting	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonsongLyristClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Each time an even-numbered dragonsong lyrist level is gained, the character gains new spells per day and spells known as if she had also gained a level in a spellcasting class she belonged to before she added the prestige class. She does not, however, gain any other benefit a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, and so on). This essentially means that the character adds 1/2 her dragonsong lyrist level to the level of whatever spellcasting class she has, then determines spells per day and caster level accordingly. If a character takes two or more levels in this class before having any levels in a spellcasting class, she does not receive this spellcasting benefit. If she thereafter takes levels in one or more spellcasting classes, she becomes eligible to receive the spellcasting benefit for any level in the dragonsong lyrist class that she has not already attained. For example, a 6th-level monk/2nd-level dragonsong lyrist does not receive the spellcasting benefit for being a 2nd level dragonsong lyrist because she did not belong to a spellcasting class before taking 2nd level in the prestige class. If she then picks up one or more levels of wizard before advancing to 4th level in the dragonsong lyrist class, she receives the spellcasting benefit of a 4th-level dragonsong lyrist (when she attains that level) but does not receive the 2nd-level benefit retroactively.	KEY:Dragonsong Lyrist ~ Spellcasting																										SORTKEY:Class_Dragonsong_Lyrist	SOURCEPAGE:Drac		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonstalkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A dragonstalker gains proficiency with the longbow, longspear, net, shortbow, and all simple weapons. Dragonstalkers are proficient with light armor and with shields.	KEY:Dragonstalker ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple|TYPE=WeaponProfDragonstalker	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Dragonstalker	SOURCEPAGE:Drac		
Hunting Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonstalkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Starting at 1st level, a dragonstalker gains a bonus equal to her class level on Bluff, Listen, Search, Sense Motive, and Spot checks when using these skills against dragons.	KEY:Dragonstalker ~ Hunting Bonus									BONUS:SITUATION|Bluff=Dragons|DragonstalkerLVL	BONUS:SITUATION|Listen=Dragons|DragonstalkerLVL	BONUS:SITUATION|Search=Dragons|DragonstalkerLVL	BONUS:SITUATION|Sense Motive=Dragons|DragonstalkerLVL	BONUS:SITUATION|Spot=Dragons|DragonstalkerLVL													SORTKEY:Class_Dragonstalker	SOURCEPAGE:Drac		
Sneak Attack (Dragon)	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonstalkerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Beginning at 2nd level, if a dragonstalker catches a dragon when it is unable to defend itself effectively from her attack, she can strike a vital spot for extra damage. Basically, any time the dragonstalker's target would be denied its Dexterity bonus to AC (whether it actually has a Dexterity bonus or not), the dragonstalker's attack deals an extra 2d6 points of damage. This extra damage increases by 2d6 points every other level (4d6 at 4th level, 6d6 at 6th level, and so on). Should the dragonstalker score a critical hit with a sneak attack, this extra damage is not multiplied. It takes precision and penetration to hit a vital spot, so ranged attacks can only count as sneak attacks if the dragon is 30 feet away or less. With a sap or an unarmed strike, a dragonstalker can make a sneak attack that deals nonlethal damage instead of lethal damage. She cannot use a weapon that deals lethal damage to deal nonlethal damage in a sneak attack, not even with the usual -4 penalty, because she must make optimal use of her weapon to execute the sneak attack. A dragonstalker can only sneak attack living dragons with discernible anatomies. Any dragon immune to critical hits is similarly immune to sneak attacks. Also, the dragonstalker must be able to see the target well enough to pick out a vital spot and must be able to reach a vital spot. A dragonstalker cannot sneak attack while striking at a dragon with concealment or by striking the limbs of a dragon whose vitals are beyond reach. If a dragonstalker gets a sneak attack bonus from another source (such as rogue levels), the bonuses to damage stack when the ability is used against dragons.	KEY:Dragonstalker ~ Sneak Attack (Dragon)									BONUS:VAR|SneakAttackDragonDice|(DragonstalkerLVL/2)*2									ABILITY:Special Ability|AUTOMATIC|Sneak Attack (Dragon)								SORTKEY:Class_Dragonstalker	SOURCEPAGE:Drac		
Ignore Natural Armor	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonstalkerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Once per day, a dragonstalker of 3rd level or higher can ignore a target's natural armor bonus (including any enhancement to that natural armor) for one attack (melee or ranged). You must declare that you are using this ability before you make the attack roll. At 7th level, a dragonstalker can use this ability twice per day.	KEY:Dragonstalker ~ Ignore Natural Armor	DESC:%1/day|IgnoreNaturalArmorTimes			DEFINE:IgnoreNaturalArmorTimes|0					BONUS:VAR|IgnoreNaturalArmorTimes|(DragonstalkerLVL+1)/4																	SORTKEY:Class_Dragonstalker	SOURCEPAGE:Drac		
Hide Scent	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonstalkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a dragonstalker can use the Disguise skill to hide her (or someone else's) scent. This requires a Disguise check (with a -10 penalty) opposed by a Wisdom check made by any creature attempting to use the scent ability to discover the dragonstalker's presence. Hiding one's scent requires twice as long as a typical Disguise check (1d3x20 minutes), and the effect lasts for 1 hour per class level. Magic that alters your form doesn't affect this Disguise check.	KEY:Dragonstalker ~ Hide Scent																										SORTKEY:Class_Dragonstalker	SOURCEPAGE:Drac		
Foil Blindsense	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonstalkerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day, a 9th-level dragonstalker can render herself completely imperceptible to blindsense. This requires a standard action, and the effect lasts for 10 minutes. This ability has no effect on other forms of vision (whether mundane or magical). For instance, it doesn't keep someone from spotting or hearing the dragonstalker with normal senses, or from noticing an invisible dragonstalker by means of a true seeing spell.	KEY:Dragonstalker ~ Foil Blindsense																										SORTKEY:Class_Dragonstalker	SOURCEPAGE:Drac		
Dragonstrike	CATEGORY:Special Ability	TYPE:ClassFeatures.DragonstalkerClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 10th level, the effective enhancement bonus of any weapon wielded by a dragonstalker against a dragon is +2 better than normal, and the weapon deals an extra 2d6 points of damage against dragons. This benefit stacks with the enhancement bonus increase and bonus damage dice from a weapon with the bane (dragons) special ability.	KEY:Dragonstalker ~ Dragonstrike																										SORTKEY:Class_Dragonstalker	SOURCEPAGE:Drac		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.HoardstealerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A hoardstealer is proficient with all simple weapons but gains no proficiency with armor or shields.	KEY:Hoardstealer ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple								SORTKEY:Class_Hoardstealer	SOURCEPAGE:Drac		
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.HoardstealerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 1st level, a hoardstealer gains the ability to cast a small number of arcane spells. To cast a spell, the hoardstealer must have an Intelligence score of at least 10 + the spell's level, so a hoardstealer with an Intelligence of 10 or lower cannot cast these spells. Hoardstealer bonus spells are based on Intelligence, and saving throws against these spells have a DC of 10 + spell level + the hoardstealer's Int modifier. When the hoardstealer gets 0 spells of a given level (for instance, 1st-level spells for a 1st-level hoardstealer), he gains only the bonus spells he would be entitled to based on his Intelligence score for that spell level. The hoardstealer's spell list appears below. A hoardstealer casts spells just as a wizard does.	KEY:Hoardstealer ~ Spells				DEFINE:Caster_Level_Hoardstealer|0	DEFINE:Caster_Level_BL_Hoardstealer|0				BONUS:CASTERLEVEL|Hoardstealer|Caster_Level_Hoardstealer	BONUS:VAR|Caster_Level_Hoardstealer|HoardstealerLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Hoardstealer|charbonusto("PCLEVEL","Hoardstealer")	BONUS:VAR|Caster_Level_Highest__Arcane|Caster_Level_Hoardstealer+Caster_Level_BL_Hoardstealer|TYPE=Base														SORTKEY:Class_Hoardstealer	SOURCEPAGE:Drac		
Darkvision	CATEGORY:Special Ability	TYPE:ClassFeatures.HoardstealerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 1st level, a hoardstealer gains darkvision with a range of 30 feet, or the range of his existing darkvision improves by 30 feet if he already has the ability. At 5th level and at 9th level, the range of the hoardstealer's darkvision extends another 30 feet, to a maximum of +90 feet at 9th level.	KEY:Hoardstealer ~ Darkvision									BONUS:VAR|DarkvisionRange|30|PREVARGTEQ:HoardstealerLVL,1	BONUS:VAR|DarkvisionRange|30|PREVARGTEQ:HoardstealerLVL,5	BONUS:VAR|DarkvisionRange|30|PREVARGTEQ:HoardstealerLVL,9															SORTKEY:Class_Hoardstealer	SOURCEPAGE:Drac		
Trapfinding	CATEGORY:Special Ability	TYPE:ClassFeatures.HoardstealerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Like a rogue, a hoardstealer can use the Search skill to locate traps when the task has a DC higher than 20. He may also use the Disable Device skill to disarm a magic trap. A hoardstealer who beats a trap's DC by 10 or more can study a trap, figure out how it works, and bypass it (with his party) without disarming it.	KEY:Hoardstealer ~ Trapfinding																										SORTKEY:Class_Hoardstealer	SOURCEPAGE:Drac		
Hide from Dragons	CATEGORY:Special Ability	TYPE:ClassFeatures.HoardstealerClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:A 2nd-level hoardstealer can cast hide from dragons on himself once per day. This functions as the spell of the same name (see page 113), except that it only affects the hoardstealer and lasts for only 1 round per level. At 6th level, the hoardstealer may use this ability twice per day. At 10th level, he may use it three times per day.	KEY:Hoardstealer ~ Hide from Dragons				DEFINE:HideFromDragonsTimes|0					BONUS:VAR|HideFromDragonsTimes|(HoardstealerLVL+2)/4									SPELLS:Innate|TIMES=HideFromDragonsTimes|CASTERLEVEL=HoardstealerLVL|Hide from Dragons ~ Hoardstealer,17+CHA								SORTKEY:Class_Hoardstealer	SOURCEPAGE:Drac		
Trap Sense	CATEGORY:Special Ability	TYPE:ClassFeatures.HoardstealerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Starting at 3rd level, a hoardstealer  gains an intuitive sense that alerts him to danger fromtraps, giving him a +2 bonus on Reflex saves made to avoid traps and a +2 dodge bonus to AC against attacks by traps. At 6th level these bonuses rise to +4, and at 9th level to +6. These bonuses stack with trap sense bonuses gained from other classes.	KEY:Hoardstealer ~ Trap Sense									BONUS:VAR|TrapSenseBonus|(HoardstealerLVL/3)*2									ABILITY:Special Ability|AUTOMATIC|Trap Sense								SORTKEY:Class_Hoardstealer	SOURCEPAGE:Drac		
Deep Pockets	CATEGORY:Special Ability	TYPE:ClassFeatures.HoardstealerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day, a 3rd-level hoardstealer can turn any container-from a waistcoat pocket to a backpack to a barrel-into the equivalent of a bag of holding. The container's weight remains the same, but it becomes capable of holding up to 10 cubic feet (or 100 pounds) of material per level. The duration of this effect is 1 hour per level. If the effect ends prematurely (such as by being dispelled), everything within the container spills out onto the floor.	KEY:Hoardstealer ~ Deep Pockets	DESC:%1/day %2 hours.|DeepPocketsTimes|DeepPocketsDuration			DEFINE:DeepPockjetsTimes|0	DEFINE:DeepPocketsDuration|0				BONUS:VAR|DeepPocketsTimes|1	BONUS:VAR|DeepPocketsDuration|HoardstealerLVL																SORTKEY:Class_Hoardstealer	SOURCEPAGE:Drac		
Treasure Dowsing	CATEGORY:Special Ability	TYPE:ClassFeatures.HoardstealerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day, a 4th-level hoardstealer can concentrate (a full-round action) to detect the location of the largest mass of metal or minerals within a range of 10 feet per level. If the hoardstealer concentrateson a specific metal or mineral (such as gold or diamonds), he detects the location of each such deposit within range. This is otherwise identical to the effect of a rod of metal and mineral detection (see page 236 of the Dungeon Master's Guide). At 7th level, the hoardstealer may use this ability twice per day. At 10th level, he may use it three times per day.	KEY:Hoardstealer ~ Treasure Dowsing	DESC:%1/day.|TreasureDowsingTimes			DEFINE:TreasureDowsingTimes|0					BONUS:VAR|TreasureDowsingTimes|(HoarstealerLVL-1)/3																	SORTKEY:Class_Hoardstealer	SOURCEPAGE:Drac		
Skill Mastery	CATEGORY:Special Ability	TYPE:ClassFeatures.HoardstealerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 8th level, a hoardstealer may select a number of skills equal to 3 + his Int modifier. When making a skill check with one of these skills, the hoardstealer may take 10 even if stress and distractions would normally prevent him from doing so. He becomes so certain in his ability that he can use his skill reliably under adverse conditions, such as when an angry dragon pursues him down a tunnel.	KEY:Hoardstealer ~ Skill Mastery									BONUS:ABILITYPOOL|Skill Mastery|3+INT																	SORTKEY:Class_Hoardstealer	SOURCEPAGE:Drac		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialQuality	VISIBLE:YES	DESC:An initiate of the draconic mysteries gains no proficiency with any weapons, armor, or shields.	KEY:Initiate of the Draconic Mysteries ~ Weapon and Armor Proficiency																										SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Evasion	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialQuality.Extraordinary.Evasion	VISIBLE:YES	DESC:An initiate of the draconic mysteries can avoid even magical and unusual attacks with great agility. If an initiate makes a successful Reflex saving throw against an attack that normally deals half damage on a save (such as a red dragon's fiery breath or a fireball), the initiate instead takes no damage. Evasion can only be used if the initiate is wearing light armor or no armor.	KEY:Initiate of the Draconic Mysteries ~ Evasion																										SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Claws of the Dragon	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 2nd level, the unarmed strike of an initiate of the draconic mysteries is empowered with draconic might. The initiate's unarmed strike can overcome damage reduction as if it were a magic weapon. In addition, the unarmed strikes of an initiate of the draconic mysteries may deal slashing damage, at her option. Such damage cannot be nonlethal damage.	KEY:Initiate of the Draconic Mysteries ~ Claws of the Dragon																										SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Keen Senses	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, an initiate gains darkvision out to 60 feet and low-light vision.	KEY:Initiate of the Draconic Mysteries ~ Keen Senses									BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Increased Unarmed Damage	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 4th level, the damage dealt by an initiate's unarmed attacks increases by one die step (such as from 1d3 to 1d4, or from 1d8 to 1d10). At 8th level, it increases another die step.	KEY:Initiate of the Draconic Mysteries ~ Increased Unarmed Damage									BONUS:WEAPONPROF=Unarmed Strike|DAMAGESIZE|1|PREVARGTEQ:InitiateOfTheDraconicMysteriesLVL,4	BONUS:WEAPONPROF=Unarmed Strike|DAMAGESIZE|1|PREVARGTEQ:InitiateOfTheDraconicMysteries,8																SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Frightful Presence	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A 5th-level initiate of the draconic mysteries can unsettle foes with her mere presence. The initiate can activate her frightful presence as a free action. Creatures within a radius of 30 feet per point of Charisma modifier (minimum 30 feet) are subject to the effect if they have fewer Hit Dice than the initiate (dragons are immune to the effect). A potentially affected creature that succeeds on a Will save (DC 10 + initiate's class level + initiate's Cha modifier) remains immune to that initiate's frightful presence for 24 hours. On a failure, creatures with 4 or fewer HD become panicked for 2d6 rounds and those with 5 or more HD become shaken for 2d6 rounds.	KEY:Initiate of the Draconic Mysteries ~ Frightful Presence	DESC:%1'ft Frightful Presence (Will DC %2)|FrightfulPresenceRange|FrightfulPresenceDC			DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|10+InitiateOfTheDraconicMysteriesLVL+CHA	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|30*max(1,CHA)							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence								SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Improved Evasion	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialQuality.Extraordinary.Evasion	VISIBLE:YES	DESC:At 6th level, an initiate's evasion ability improves. She still takes no damage on a successful Reflex saving throw against attacks such as a dragon's breath weapon or a fireball, but henceforth she only takes half damage on a failed save.	KEY:Initiate of the Draconic Mysteries ~ Improved Evasion																										SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Spell Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Beginning at 7th level, an initiate of the draconic mysteries gains spell resistance equal to 15 + her class level.	KEY:Initiate of the Draconic Mysteries ~ Spell Resistance				DEFINE:InitiateOfTheDraconicMysteriesSR|0					BONUS:VAR|InitiateOfTheDraconicMysteriesSR|15+InitiateOfTheDraconicMysteriesLVL									SR:InitiateOfTheDraconicMysteriesSR								SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Deadly Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A 9th-level initiate deals triple damage on a critical hit inflicted by her unarmed strike, regardless of whether it dealt bludgeoning or slashing damage.	KEY:Initiate of the Draconic Mysteries ~ Deadly Strike																		UMULT:3								SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Timeless Body	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:After attaining 9th level, an initiate no longer takes ability score penalties for aging (see Table 6-5: Aging Effects, page 109 of the Player's Handbook) and cannot be magically aged. Any penalties she may have already taken, however, remain in place. Bonuses still accrue, and the initiate still dies of old age when her time is up.	KEY:Initiate of the Draconic Mysteries ~ Timeless Body																		TEMPLATE:Initiate of the Draconic Mysteries ~ Timeless Body								SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Dragon Shape	CATEGORY:Special Ability	TYPE:ClassFeatures.InitiateOfTheDraconicMysteriesClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 10th level, an initiate of the draconic mysteries gains the ability to use a shapechange abilityonce per day to take the form of a dragon, from Tiny to Huge size, for 1 hour. Once a form is assumed, it cannot be changed except to return to normal (which dismisses the effect). The effect is otherwise identical to the shapechange spell, including the HD limitation of the new form and the abilities of the form gained.	KEY:Initiate of the Draconic Mysteries ~ Dragon Shape																										SORTKEY:Class_Initiate_Of_The_Draconic_Mysteries	SOURCEPAGE:Drac		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.PlatinumKnightClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A platinum knight is proficient with all simple and martial weapons, with all types of armor, and with shields.	KEY:Platinum Knight ~ Weapon and Armor Proficiency																										SORTKEY:Class_Platinum_Knight	SOURCEPAGE:Drac		
Smite Evil Dragons	CATEGORY:Special Ability	TYPE:ClassFeatures.PlatinumKnightClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, a platinum knight may attempt to smite an evil dragon with one normal melee attack. He adds his Charisma modifier (if positive) to his attack roll and deals 2 extra points of damage per level. If a platinum knight accidentally smites a creature that is not an evil dragon, the smite has no effect but it is still used up for that day. The bonuses from this ability don't stack with other smite abilities, such as the paladin's smite evil. Every three levels beyond 1st, the platinum knight gains one additional daily use of this ability.	KEY:Platinum Knight ~ Smite Evil Dragons									BONUS:VAR|SmiteEvilDragonsLVL|PlatinumKnightLVL	BONUS:VAR|SmiteEvilDragonsToHit|max(CHA,0)|TYPE=Base	BONUS:VAR|SmiteEvilDragonsDamage|2*PlatinumKnightLVL|TYPE=Base	BONUS:VAR|SmiteEvilDragons|((PlatinumKnightLVL+2)/3)						ABILITY:Special Ability|VIRTUAL|Smite Evil Dragons								SORTKEY:Class_Platinum_Knight	SOURCEPAGE:Drac		
Immune to Frightful Presence	CATEGORY:Special Ability	TYPE:ClassFeatures.PlatinumKnightClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Platinum knights are treated as dragons for the purpose of being immune to the frightful presence of dragons and similar creatures.	KEY:Platinum Knight ~ Immune to Frightful Presence																										SORTKEY:Class_Platinum_Knight	SOURCEPAGE:Drac		
Spellcasting	CATEGORY:Special Ability	TYPE:ClassFeatures.PlatinumKnightClassFeatures.SpecialQuality	VISIBLE:YES	DESC:When an even-numbered platinum knight level is gained, the character gains new spells per day as if he had also gained a level in a spellcasting class he belonged to before he added the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, and so on). This essentially means that he adds 1/2 his platinum knight level to the level of some other spellcasting class he has, then determines spells per day and caster level accordingly. If a character takes two or more levels in this class before having any levels in a spellcasting class, he does not receive this spellcasting benefit. If he thereafter takes levels in one or more spellcasting classes, he becomes eligible to receive the spellcasting benefit for any level in the platinum knight class that he has not already attained. For example, a 6thlevel fighter/2nd-level platinum knight does not receive the spellcasting benefit for being a 2nd-level platinum knight because he did not belong to a spellcasting class before taking 2nd level in the prestige class. If he then picks up one or more levels of wizard before advancing to 4th level in the platinum knight class, he receives the spellcasting benefit of a 4th-level platinum knight (when he attains that level) but does not receive the 2nd-level benefit retroactively.	KEY:Platinum Knight ~ Spellcasting																										SORTKEY:Class_Platinum_Knight	SOURCEPAGE:Drac		
Dragon Scales	CATEGORY:Special Ability	TYPE:ClassFeatures.PlatinumKnightClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a platinum knight's skin takes on a slightly metallic sheen. He gains a +1 increase to his natural armor bonus. At 7th level, this increase improves to +2.	KEY:Platinum Knight ~ Dragon Scales				DEFINE:DragonScalesAC|0					BONUS:COMBAT|AC|DragonScalesAC|TYPE=NaturalArmor.STACK	BONUS:VAR|DragonScalesAC|1|PREVARGTEQ:PlatinumKnightLVL,3	BONUS:VAR|DragonScalesAC|1|PREVARGTEQ:PlatinumKnightLVL,7															SORTKEY:Class_Platinum_Knight	SOURCEPAGE:Drac		
Bahamut's Grace	CATEGORY:Special Ability	TYPE:ClassFeatures.PlatinumKnightClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 5th-level platinum knight adds his Charisma modifier (if positive) as a bonus on all saving throws against the attacks, special abilities, and spells cast by evil dragons. This effect stacks with the divine grace class feature of paladins and similar abilities.	KEY:Platinum Knight ~ Bahamut's Grace																										SORTKEY:Class_Platinum_Knight	SOURCEPAGE:Drac		
Charisma Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.PlatinumKnightClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 9th level, a platinum knight's Charisma increases by 2 points.	KEY:Platinum Knight ~ Charisma Bonus									BONUS:STAT|CHA|2																	SORTKEY:Class_Platinum_Knight	SOURCEPAGE:Drac		
True Seeing	CATEGORY:Special Ability	TYPE:ClassFeatures.PlatinumKnightClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 10th level, a platinum knight gains the ability to see all things as they actually are. This ability is the equivalent of the true seeing spell and lasts for 1 hour. A platinum knight may use true seeing once per day.	KEY:Platinum Knight ~ True Seeing																		SPELLS:Innate|TIMES=1|CASTERLEVEL=PlatinumKnight|True Seeing								SORTKEY:Class_Platinum_Knight	SOURCEPAGE:Drac		
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.TalonOfTiamatClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A talon of Tiamat is proficient with all simple and martial weapons, with all types of armor, and with shields.	KEY:Talon of Tiamat ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Talon_Of_Tiamat	SOURCEPAGE:Drac		
