SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:03-2004												
															
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:SAVE)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE			
CLASS:Netherese Arcanist	PRERACE:1,Human,Shade	PRESKILL:2,Knowledge (Arcana)=25,Spellcraft=25	PREABILITY:2,CATEGORY=FEAT,Improved Metamagic,Improves Spellcasting	PRETEXT:Able to cast 13rd-level Arcane spells. Special: Traditions of Netheril: The candidate must have access to the ancient magical traditions of Netheril. A lich or a shade character from the Empire of Shade meets this criterion, or (at the DM's discretion) another character who has unearthed ancient Netherese lore might also qualify.											
CLASS:Netherese Arcanist	STARTSKILLPTS:2	CSKILL:Concentration|Decipher Script|TYPE.Knowledge|Speak Language|Spellcraft													
1				ABILITY:Netherese Arcanist Class Feature|AUTOMATIC|Netherese Arcanist ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.NethereseArcanistProficiencies											
#															
1				ABILITY:Netherese Arcanist Class Feature|AUTOMATIC|Netherese Arcanist ~ Epic Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.NethereseArcanistEpicSpellcasting											
1				ABILITY:Netherese Arcanist Class Feature|AUTOMATIC|Netherese Arcanist ~ Field Specialization|!PREABILITY:1,CATEGORY=ACF,TYPE.NethereseArcanistFieldSpecialization											
2				ABILITY:Netherese Arcanist Class Feature|AUTOMATIC|Netherese Arcanist ~ Spell Focus (Epic)|!PREABILITY:1,CATEGORY=ACF,TYPE.NethereseArcanistSpellFocusEpic											
3				ABILITY:Netherese Arcanist Class Feature|AUTOMATIC|Netherese Arcanist ~ Backlash Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.NethereseArcanistBacklashResistance											
4				ABILITY:Netherese Arcanist Class Feature|AUTOMATIC|Netherese Arcanist ~ Epic Spell Artisan|!PREABILITY:1,CATEGORY=ACF,TYPE.NethereseArcanistEpicSpellArtisan											
5				ABILITY:Netherese Arcanist Class Feature|AUTOMATIC|Netherese Arcanist ~ Greater Spell Focus (Epic)|!PREABILITY:1,CATEGORY=ACF,TYPE.NethereseArcanistGreaterSpellFocusEpic											
															
CLASS:Spellfire Hierophant	HD:4	TYPE:Prestige	FACT:Abb|Sfh	MAXLEVEL:10	SOURCEPAGE:PgtF					FACT:ClassType|Prestige		DEFINE:SpellfireHierophantLVL|0	BONUS:VAR|SpellfireHierophantLVL|CL		
CLASS:Spellfire Hierophant	PRESKILL:1,Concentration=24	PRESKILL:2,Knowledge (Arcana)=12,Spellcraft=12	PREABILITY:4,CATEGORY=FEAT,Endurance,Epic Spellfire wielder,Spellfire Wielder,Weapon Focus (Spellfire)												
CLASS:Spellfire Hierophant	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Disguise|Heal|Intimidate|Knowledge (Arcana)|TYPE.Profession|Sense Motive|Spellcraft|Survival													
1				ABILITY:Spellfire Hierophant Class Feature|AUTOMATIC|Spellfire Hierophant ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellfireHierophantProficiencies											
#															
1				ABILITY:Spellfire Hierophant Class Feature|AUTOMATIC|Spellfire Hierophant ~ Greater Charged Item Drain|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellfireHierophantGreaterChargedItemDrain											
2				ABILITY:Spellfire Hierophant Class Feature|AUTOMATIC|Spellfire Hierophant ~ Ranged Healing|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellfireHierophantRangedHealing											
3				ABILITY:Spellfire Hierophant Class Feature|AUTOMATIC|Spellfire Hierophant ~ Haste|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellfireHierophantHaste											
4				ABILITY:Spellfire Hierophant Class Feature|AUTOMATIC|Spellfire Hierophant ~ Bonus Feat|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellfireHierophantBonusFeat											
5				ABILITY:Spellfire Hierophant Class Feature|AUTOMATIC|Spellfire Hierophant ~ Greater Permanent Item Drain|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellfireHierophantGreaterPernanentItemDrain											
7				ABILITY:Spellfire Hierophant Class Feature|AUTOMATIC|Spellfire Hierophant ~ Spellfire Reserve|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellfireHierophantSpellfireReserve											
10				ABILITY:Spellfire Hierophant Class Feature|AUTOMATIC|Spellfire Hierophant ~ Spellfire Burst|!PREABILITY:1,CATEGORY=ACF,TYPE.SpellfireHierophantSpellfireBurst											
