SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Cavalry of Dire Bears	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per week beginning at 9th level, a sentinel of Bharrai may call 1d6 dire bears with maximum hit points (147 hp each) to aid him in battle. The dire bears appear instantly and remain until the battle has ended, at which point they disperse into the wild. If a dire bear falls in battle, the animal's corpse remains, and the sentinel of Bharrai is expected to use whatever parts of the animal he can (such as the meat, skin, and bones) and commit the rest to the earth. Failing to properly honor a fallen dire bear results in a 20%% cumulative chance that the animals do not come the next time they are called. This ability works only on the Material Plane and on goodaligned outer planes.	KEY:Sentinel of Bharrai ~ Cavalry of Dire Bears																										SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Quickened Lightning Storm	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 10th level, a sentinel of Bharrai can cast a quickened lightning stormspell once per day, as though using the Quicken Spell feat. Use the sentinel of Bharrai's character level to determine the number of lightning bolts and the spell's duration.	KEY:Sentinel of Bharrai ~ Quickened Lightning Storm				DEFINE:QuickenedCallLightningStormTimes|0	DEFINE:QuickenedCallLightningStormLVL|0				BONUS:VAR|QuickenedCallLightningStormTimes|1	BONUS:VAR|QuickenedCallLightningStormLVL|SentinelOfBharraiLVL								SPELLS:Class|TIMES=QuickenedCallLightningStormTimes|CASTERLEVEL=QuickenedCallLightningStormLVL|Call Lightning Storm,15+CHA								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A skylord is proficient with all simple and martial weapons, all types of armor, and shields.	KEY:Skylord ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At every second level, a skylord gains new spells per day (and spells known, if applicable) as if he had also gained a level in a spellcasting class he belonged to before adding the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, hit points beyond those he receives from the prestige class, and so on), except for an increased effective level of spellcasting. If a character had more than one spellcasting class before becoming a skylord, he must decide to which class he adds the new level for purposes of determining spells per day.	KEY:Skylord ~ Spells per Day																										SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Call Flying Mount	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 1st level as a full-round action, the skylord can call a flying mount to serve in his crusade against evil. This mount can be a celestial giant eagle, celestial giant owl, or celestial pegasus (consult the Skylord's Mounts sidebar for details). The mount remains with the skylord until it is slain or dismissed. It requires food and rest, and the skylord is responsible for tending to its needs. Calling a mount is a conjuration (calling) effect. If the mount dies, the skylord can either have the mount raised from the dead or call another mount. The skylord may only call a replacement mount after living and meditating atop a mountain for 1 week.	KEY:Skylord ~ Call Flying Mount									BONUS:VAR|FlyingMountLVL|SkylordLVL									ABILITY:Internal|AUTOMATIC|Flying Mount (Base)								SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Eyes of the Eagle	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A skylord has the keen eyesight of an eagle. While airborne, a skylord receives a +4 insight bonus on Spot checks.	KEY:Skylord ~ Eyes of the Eagle																										SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Ride the Wind	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a skylord becomes a master of the winds, guiding his mount through them with ease. While riding a flying mount, the skylord's penalties on ranged attacks in windy conditions are reduced by 2 (no penalty in strong winds, -2 penalty in severe winds). The skylord can make ranged attacks in windstorms, albeit at a -4 penalty. In hurricanes, the ranged attack penalty increases to -8. Neither the skylord nor his mount take penalties on Listen checks in windstorms and hurricanes. Both the skylord and his mount can move normally in severe winds and windstorms (instead of being checked), and hurricane winds reduce the flying speed of the skylord's mount by half.	KEY:Skylord ~ Ride the Wind																										SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Improved Mounted Combat	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a skylord's skill at mounted combat improves, enabling him to better protect his mount. This ability works as the Mounted Combat feat, except that the skylord's Ride check receives a +2 bonus. The bonus improves to +4 at 5th level, +6 at 7th level, and +8 at 9th level (+%1 bonus).|ImprovedMountedCombatBonus	KEY:Skylord ~ Improved Mounted Combat				DEFINE:ImprovedMountedCombatBonus|0					BONUS:VAR|ImprovedMountedCombatBonus|(((SkylordLVL-1)/2)*2)																	SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Deadly Charge	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a skylord deals an extra 2d6 points of damage on a successful attack made during a charge. The skylord must be riding a flying mount to deal the extra damage.	KEY:Skylord ~ Deadly Charge																										SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Storm Kinship	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 6th level, a skylord is less likely to lose his bearings in a storm. He retains full visibility during rains and storms and does not take the usual penalties on Search, Spot, and Listen checks (see Weather in the Dungeon Master's Guide). This ability is not imparted to the skylord's mount.	KEY:Skylord ~ Storm Kinship																										SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Summon Tempest	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 10th level, once per week, the skylord can summon a tempest (as described on page 193 of the Monster Manual II). This ability is otherwise similar to the summon monster I spell. Use the skylord's character level to determine the effect's range and duration.	KEY:Skylord ~ Summon Tempest																										SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.SlayerOfDomielClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Slayers of Domiel gain no proficiency with any weapon or armor.	KEY:Slayer of Domiel ~ Weapon and Armor Proficiency																										SORTKEY:Class_Slayer_Of_Domiel	SOURCEPAGE:ExD	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.SlayerOfDomielClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A slayer of Domiel has the ability to cast a small number of divine spells. To cast a slayer of Domiel spell, the slayer must have a Wisdom score of at least 10 + the spell's level, so a slayer of Domiel with a Wisdom of 10 or lower cannot cast these spells. Slayer of Domiel bonus spells are based on Wisdom, and saving throws against these spells have a DC of 10 + spell level + the slayer's Wisdom modifier. When the slayer of Domiel gets 0 spells of a given spell level (for instance, 1st-level spells for a 1st level slayer of Domiel), she gets only the bonus spells she would be entitled to based on her Wisdom score for that spell level. The slayer of Domiel's spell list appears below. A slayer of Domiel prepares and casts spells just as a cleric does (though a slayer cannot spontaneously cast cure spells).	KEY:Slayer of Domiel ~ Spells																										SORTKEY:Class_Slayer_Of_Domiel	SOURCEPAGE:ExD	
Death Touch	CATEGORY:Special Ability	TYPE:ClassFeatures.SlayerOfDomielClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A slayer of Domiel can slay living evil opponents with a single touch. She must succeed on a melee touch attack against the target. When she touches, she rolls 1d6 per slayer level. If the total at least equals the target's current hit points, it dies. This is a death effect, and it has no effect on nonevil creatures. A slayer of Domiel can use this ability more often as she increases in levels, as shown on Table 5-17.	KEY:Slayer of Domiel ~ Death Touch									BONUS:VAR|DeathTouchTimes|(SlayerOfDomielLVL+1)/2	BONUS:VAR|DeathTouch|SlayerOfDomielLVL								ABILITY:Special Ability|AUTOMATIC|Death Touch								SORTKEY:Class_Slayer_Of_Domiel	SOURCEPAGE:ExD	
Detect Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.SlayerOfDomielClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At will, as the spell of the same name.	KEY:Slayer of Domiel ~ Detect Evil				DEFINE:DetectEvilLVL|0					BONUS:VAR|DetectEvilLVL|SlayerOfDomielLVL									SPELLS:Class|TIMES=ATWILL|CASTERLEVEL=DetectEvilLVL|Detect Evil,11+CHA								SORTKEY:Class_Slayer_Of_Domiel	SOURCEPAGE:ExD	
Sneak Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.SlayerOfDomielClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a slayer of Domiel can catch an opponent when he is unable to defend himself effectively from her attack, she can strike a vital spot for extra damage. Any time a slayer's target would be denied his Dexterity bonus to AC (whether the target actually has a Dexterity bonus or not), the slayer's attack deals an extra 1d6 points of damage at 1st level and an additional 1d6 at every two slayer levels thereafter (3rd, 5th, 7th, and 9th). Should a slayer of Domiel score a critical hit with a sneak attack, this extra damage is not multiplied. It takes precision and penetration to hit a vital spot, so ranged attacks can only count as sneak attacks if the target is within 30 feet. With a sap or an unarmed strike, a slayer of Domiel can make a sneak attack that deals nonlethal damage instead of lethal damage. She cannot use a weapon that deals lethal damage to deal nonlethal damage in a sneak attack, not even with the usual -4 penalty, because she must make optimal use of her weapon in order to execute the sneak attack. A slayer of Domiel can only sneak attack living creatures with discernible anatomies-undead, constructs, oozes, plants, and incorporeal creatures lack vital areas to attack. Any creature that is immune to critical hits is not vulnerable to sneak attacks. The slayer must be able to see the target well enough to pick out a vital spot and must be able to reach such a spot. A slayer of Domiel cannot sneak attack while striking a creature with concealment or striking the limbs of a creature whose vitals are beyond reach. If a slayer of Domiel gets a sneak attack bonus from another source (such as rogue levels), the extra damage stacks.	KEY:Slayer of Domiel ~ Sneak Attack									BONUS:VAR|SneakAttackDice|(SlayerOfDomielLVL+1)/2									ABILITY:Special Ability|AUTOMATIC|Sneak Attack								SORTKEY:Class_Slayer_Of_Domiel	SOURCEPAGE:ExD	
Divine Grace	CATEGORY:Special Ability	TYPE:ClassFeatures.SlayerOfDomielClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 2nd-level slayer of Domiel applies her Charisma bonus as a bonus on all saving throws.	KEY:Slayer of Domiel ~ Divine Grace									BONUS:SAVE|ALL|max(0,CHA)																	SORTKEY:Class_Slayer_Of_Domiel	SOURCEPAGE:ExD	
Improved Evasion	CATEGORY:Special Ability	TYPE:ClassFeatures.SlayerOfDomielClassFeatures.SpecialQuality.Supernatural.Evasion.ImprovedEvasion	VISIBLE:YES	DESC:At 6th level, a slayer of Domiel's evasion ability improves. When subjected to an attack that normally allows a Reflex saving throw for half damage, the slayer takes no damage if she makes a successful saving throw and half damage if the saving throw fails.	KEY:Slayer of Domiel ~ Improved Evasion																										SORTKEY:Class_Slayer_Of_Domiel	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.StalkerOfKharashClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A stalker of Kharash is proficient with all martial weapons, but no armor or shield.	KEY:Stalker of Kharash ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial								SORTKEY:Class_Stalker_Of_Kharash	SOURCEPAGE:ExD	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.StalkerOfKharashClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Starting at 1st level, and at each stalker of Kharash level thereafter, the character gains new spells per day as if she had also gained a level in the ranger class. He does not, however, gain any other benefit a character of that class would have gained (improved favored enemies and so on).	KEY:Stalker of Kharash ~ Spells ~ Ranger																										SORTKEY:Class_Stalker_Of_Kharash	SOURCEPAGE:ExD	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.StalkerOfKharashClassFeatures.SpecialQuality	VISIBLE:YES	DESC:If the character had no ranger levels before becoming a 1st-level stalker of Kharash, he gains the spellcasting ability of a 1st-level ranger- that is, no spellcasting ability-when he takes his first stalker level. When he becomes a 4th-level stalker, he gains spellcasting ability (as a 4th-level ranger) assuming his Wisdom score is high enough to grant him a bonus 1st-level spell. A stalker of Kharash's caster level is one-half the sum of his ranger levels and his stalker levels.	KEY:Stalker of Kharash ~ Spells ~ No Ranger																										SORTKEY:Class_Stalker_Of_Kharash	SOURCEPAGE:ExD	
Scent of Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.StalkerOfKharashClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A stalker of Kharash has an unusual ability that combines the scent special quality with the detect evil spell. The stalker can detect evil opponents within 30 feet by their scent of evil. If the opponent is upwind, the range increases to 60 feet; if downwind, it drops to 15 feet. A strong aura of evil (an evil outsider or evil cleric of 5-10 HD, an evil elemental or undead of 10-21 HD, an evil creature of 25-54 HD, or an evil magic item or spell with a caster level of 10-21) can be detected at twice these ranges. An overwhelming aura of evil (an evil outsider or evil cleric with 11 HD or more, an evil elemental or undead with 22 HD or more, an evil creature with 55 HD or more, or an evil magic item or spell with a caster level of 22 or higher) can be detected at triple normal range. When the stalker detects a scent, the exact location is not revealed-only its presence somewhere within range. The stalker can take a move action to note the direction of the scent. Whenever the creature comes within 5 feet of the source, the stalker knows the source's location.	KEY:Stalker of Kharash ~ Scent of Evil																										SORTKEY:Class_Stalker_Of_Kharash	SOURCEPAGE:ExD	
Favored Enemy	CATEGORY:Special Ability	TYPE:ClassFeatures.StalkerOfKharashClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a stalker of Kharash gains evil creatures of all kinds as a favored enemies. He gains a +1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against evil creatures. He also gains a +1 bonus on weapon damage rolls against evil creatures. This bonus stacks with any other favored enemy bonus the stalker might have, such as from the ranger class.	KEY:Stalker of Kharash ~ Favored Enemy									BONUS:VAR|StalkerOfKharashFavoredEnemyLVL|StalkerOfKharashLVL	BONUS:VAR|FavoredEnemyCount|1		BONUS:VAR|FavoredEnemyBaseBonus|1														SORTKEY:Class_Stalker_Of_Kharash	SOURCEPAGE:ExD	
Hide in Plain Sight	CATEGORY:Special Ability	TYPE:ClassFeatures.StalkerOfKharashClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When a stalker of Kharash reaches 4th level, he can use the Hide skill even while being observed. With at least one-quarter cover or one-quarter concealment, the stalker can hide from view.	KEY:Stalker of Kharash ~ Hide in Plain Sight																										SORTKEY:Class_Stalker_Of_Kharash	SOURCEPAGE:ExD	
Track Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.StalkerOfKharashClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 5th-level stalker can use the Track feat to track an evil creature by its lingering evil aura, making a Wisdom (or Survival) check to find or follow a track. The typical DC for a fresh trail is 10 (no matter what kind of surface holds the scent). The DC for tracking a normal aura increases by 2 every 10 minutes, for tracking a strong aura by 2 every hour, and for tracking an overwhelming aura by 2 every day. This ability otherwise follows the rules for the Track feat. The stalker can ignore the effects of surface conditions and poor visibility.	KEY:Stalker of Kharash ~ Track Evil																										SORTKEY:Class_Stalker_Of_Kharash	SOURCEPAGE:ExD	
Smite Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.StalkerOfKharashClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day, a 6th-level stalker of Kharash may attempt to smite evil with one normal unarmed strike. He adds a +4 bonus to his attack roll and deals 1 extra point of damage per class level. This bonus damage stacks with favored enemy bonuses. If he accidentally smites a creature that is not evil, the smite has no effect but it is still used up for that day. At 8th level, a stalker of Kharash can use this ability twice per day, and at 10th level he can use it three times per day.	KEY:Stalker of Kharash ~ Smite Evil									BONUS:VAR|SmiteEvilToHit|4	BONUS:VAR|SmiteEvilDamage|StalkerOfKharashLVL	BONUS:VAR|SmiteEvil|(StalkerOfKharashLVL-4)/2																SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Swanmays gain no proficiency with any weapon or armor.	KEY:Swanmay ~ Weapon and Armor Proficiency																										SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Shifting	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.Supernatural.WildShape	VISIBLE:YES	DESC:The hallmark of the swanmay is the ability to assume the form of a swan. She can assume this form and return to her normal form once per day at 1st level. This is identical to the druid's wild shape ability, except that the swanmay can only assume the form of a swan. The swanmay can use this ability more times per day at 2nd, 3rd, 6th, and 10th level, as noted on Table 5-19.	KEY:Swanmay ~ Shifting	DESC:%1/day Shifting %2 rnd|SwanmayShiftingTimes|SwanmayShiftingDuration	DESC:Shifting (Swan)		DEFINE:SwanmayShiftingLVL|0	DEFINE:SwanmayShiftingTimes|0	DEFINE:SwanmayShiftingDuration|0			BONUS:VAR|SwanmayShiftingDuration|SwanmayShiftingLVL	BONUS:VAR|SwanmayShiftingLVL|SwanmayLVL	BONUS:VAR|SwanmayShiftingTimes|1|PREVARGTEQ:SwanmayShiftingLVL,1	BONUS:VAR|SwanmayShiftingTimes|1|PREVARGTEQ:SwanmayShiftingLVL,2	BONUS:VAR|SwanmayShiftingTimes|1|PREVARGTEQ:SwanmayShiftingLVL,3	BONUS:VAR|SwanmayShiftingTimes|1|PREVARGTEQ:SwanmayShiftingLVL,6	BONUS:VAR|SwanmayShiftingTimes|1|PREVARGTEQ:SwanmayShiftingLVL,10											SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Damage Reduction	CATEGORY:Special Ability	TYPE:SwanmaySwanRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:While in swan form, a swanmay gains damage reduction 5/cold iron.	KEY:Swanmay Swan ~ Damage Reduction																		DR:5/Cold Iron									SOURCEPAGE:ExD	
Spell Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A swanmay has spell resistance equal to 12 + her swanmay level (SR %1).|SpellResistance	KEY:Swanmay ~ Spell Resistance				DEFINE:SwanmaySpellResistance|0					BONUS:VAR|SwanmaySpellResistance|12+SwanmayLVL									SR:SwanmaySpellResistance								SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Wild Empathy	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A swanmay adds her class level to her druid or ranger level when making a wild empathy check. In addition, at 4th level she gains a +2 bonus on wild empathy checks. This bonus increases to +4 at 8th level and +6 at 10th Level.	KEY:Swanmay ~ Wild Empathy									BONUS:VAR|WildEmpathyBonus|SwanmayLVL	BONUS:VAR|WildEmpathyBonus|2|PREVARGTEQ:SwanmayLVL,4	BONUS:VAR|WildEmpathyBonus|2|PREVARGTEQ:SwanmayLVL,8	BONUS:VAR|WildEmpathyBonus|2|PREVARGTEQ:SwanmayLVL,10						ABILITY:Special Ability|AUTOMATIC|Wild Empathy								SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Starting at 2nd level, and at each swanmay level thereafter, the character gains new spells per day as if she had also gained a level in either druid or ranger, whichever class she belonged to before adding the prestige class level. She does not, however, gain any other benefit a character of that class would have gained. If the character was both a druid and a ranger before becoming a swanmay, she must decide to which class she adds each swanmay level for the purpose of determining spells per day.	KEY:Swanmay ~ Spells per Day																										SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Favored Enemy	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a swanmay gains a favored enemy. This works just like the ranger's favored enemy ability, and if the swanmay has one or more favored enemies already, the bonus against one of her favored enemies increases as if she had just gained another favored enemy from her ranger class. The swanmay does not choose this favored enemy herself; rather, each order of swanmays has its own favored enemy, typically related to a group that frequently threatens their home region.	KEY:Swanmay ~ Favored Enemy				DEFINE:SwanmayFavoredEnemyLVL|0	DEFINE:FavoredEnemyBaseBonus|0	DEFINE:FavoredEnemyCount|0	DEFINE:FavoredEnemyBonusCount|0		BONUS:VAR|SwanmayFavoredEnemyLVL|SwanmayLVL	BONUS:VAR|FavoredEnemyCount|1	BONUS:VAR|FavoredEnemyBonusCount|1		BONUS:VAR|FavoredEnemyBaseBonus|2|TYPE=Base													SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Low-Light Vision	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 3rd level, a swanmay gains lowlight vision.	KEY:Swanmay ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1																	SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Charm Person	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 4th level, a swanmay can use charm person, as the spell, three times per day. Her caster level is equal to her swanmay level, and the saving throw DC is equal to 13 + her Charisma modifier.	KEY:Swanmay ~ Charm Person				DEFINE:CharmPersonTimes|0	DEFINE:CharmPersonLVL|0				BONUS:VAR|CharmPersonTimes|3	BONUS:VAR|CharmPersonLVL|SwanmayLVL								SPELLS:Class|TIMES=CharmPersonTimes|CASTERLEVEL=CharmPersonLVL|Charm Person,13+CHA								SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Speak with Animals	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 5th level, a swanmay can use speak with animals, as the spell, at will. Her caster level is equal to her swanmay level.	KEY:Swanmay ~ Speak with Animals				DEFINE:SpeakWithAnimalsLVL|0					BONUS:VAR|SpeaWithAnimalsLVL|SwanmayLVL									SPELLS:Class|TIMES=ATWILL|CASTERLEVEL=SpeakWithAnimalsLVL|Speak with Animals,11+CHA								SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Speak with Plants	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 6th level, a swanmay can use speak with plants, as the spell, at will. Her caster level is equal to her swanmay level.	KEY:Swanmay ~ Speak with Plants				DEFINE:SpeakWithPlantsLVL|0					BONUS:VAR|SpeaWithPlantsLVL|SwanmayLVL									SPELLS:Class|TIMES=ATWILL|CASTERLEVEL=SpeakWithPlantsLVL|Speak with Plants,12+CHA								SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Charm Monster	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 7th level, a swanmay can use charm monster, as the spell, two times per day. Her caster level is equal to her swanmay level, and the saving throw DC is equal to 15 + her Charisma modifier.	KEY:Swanmay ~ Charm Monster				DEFINE:CharmMonsterTimes|0	DEFINE:CharmMonsterLVL|0				BONUS:VAR|CharmMonsterTimes|2	BONUS:VAR|CharmMonsterLVL|SwanmayLVL								SPELLS:Class|TIMES=CharmMonsterTimes|CASTERLEVEL=CharmMonsterLVL|Charm Monster,15+CHA								SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Fey Transformation	CATEGORY:Special Ability	TYPE:ClassFeatures.SwanmayClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 10th level, a swanmay's type changes to fey. Additionally, she gains damage reduction 10/cold iron, regardless of whether she is in humanoid form or swan form.	KEY:Swanmay ~ Fey Transformation																		TEMPLATE:Fey Transformation								SORTKEY:Class_Swanmay	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.SwordOfRighteousnessClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Swords of righteousness gain no proficiency with any weapon or armor.	KEY:Sword of Righteousness ~ Weapon and Armor Proficiency																										SORTKEY:Class_Sword_Of_Righteousness	SOURCEPAGE:ExD	
Bonus Exalted Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.SwordOfRighteousnessClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At every level, a sword of righteousness gets a bonus exalted feat. These bonus feats must be drawn from among those identified as exalted feats in Chapter 4: Feats.	KEY:Sword of Righteousness ~ Bonus Exalted Feat									BONUS:ABILITYPOOL|Exalted Feat|SwordOfRighteousnessLVL																	SORTKEY:Class_Sword_Of_Righteousness	SOURCEPAGE:ExD	
Multiclass Note	CATEGORY:Special Ability	TYPE:ClassFeatures.SwordOfRighteousnessClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Paladins and lawful good monks may multiclass as swords of righteousness and freely return to their original class without hindrance or penalty. The sword of righteousness levels need not be taken all at once.	KEY:Sword of Righteousness ~ Multiclass Note																										SORTKEY:Class_Sword_Of_Righteousness	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Troubadours of stars gain no proficiency with any weapon or armor.	KEY:Troubadour of Stars ~ Weapon and Armor Proficiency																										SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
