SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																								
																											
# Spell Name	Output Name	Spell Variations	Type	Classes of caster	Domains granting the spell	School	Sub-School	Spell Descriptors	Components	Casting Time	Range	TARGETAREA:		Duration	Save Info	Spell Resistance	DESC:	Source Page	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose	
Channel Celestial Paragon (Manath)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 28.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Erathaol)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 42.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Domiel)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 44.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Kharash)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 46.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Barachiel)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 46.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Pistis sophia)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 46.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Vhara)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 48.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Bharrai)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 54.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Sathia)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 56.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Gwynhawyf)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 58.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Raziel)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 64.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Faerinaal)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 66.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Sealtiel)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 70.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Morwel)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 70.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Zaphkiel)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 70.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
Channel Celestial Paragon (Talisid)			TYPE:Arcane.Divine.Epic	CLASSES:Epic Spells (Arcane/INT),Epic Spells (Arcane/WIS),Epic Spells (Arcane/CHA),Epic Spells (Divine/INT),Epic Spells (Divine/WIS),Epic Spells (Divine/CHA)=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 76.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting
# spellname			TYPE:Arcane.Divine.Epic	CLASSES:class=10		SCHOOL:Transmutation		DESCRIPTOR:Good	COMPS:V, S, F, Abstinence, Sacrifice	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:you and 3-5 willing creature a 1 willing celestial paragon.		DURATION:20 rounds	SAVEINFO:Will negates (see text)	SPELLRES:Yes	DESC:See text. Focus: one Regalia of Good. Abstinence: must abstain from intoxicants and stimulants for one week. Sacrifice: one experience level. Spellcraft DC 76.	SOURCEPAGE:EXD									PREABILITY:1,CATEGORY=FEAT,Epic Spellcasting

Empowered Chain Lightning	KEY:Chain Lightning ~ Empowered	TYPE:SpellLike			SCHOOL:Evocation		DESCRIPTOR:Electricity	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:One primary target, plus (CASTERLEVEL) secondary targets (each of which must be within 30 ft. of the primary target)		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:(min(CASTERLEVEL,20)/2*3)d6 damage; (min(CASTERLEVEL,20)/2*3) secondary bolts each deal half damage.|!PRERULE:1,DisplayFullSpell	SOURCEPAGE:ExD
