SOURCELONG:Complete Warrior	SOURCESHORT:CW	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.OrderOfTheBowInitiateClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Order of the Bow initiates gain no profi ciency with any weapon or armor.	KEY:Order of The Bow Initiate ~ Weapon and Armor Proficiency																										SORTKEY:Class_Order_Of_The_Bow_Initiate	SOURCEPAGE:CW	
Ranged Precision	CATEGORY:Special Ability	TYPE:ClassFeatures.OrderOfTheBowInitiateClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:As a standard action, an initiate may make a single precisely aimed attack with a ranged weapon, dealing an extra 1d8 points of damage if the attack hits. When making a ranged precision attack, an initiate must be within 30 feet of his target. An initiate's ranged precision attack only works against living creatures with discernible anatomies. Any creature that is immune to critical hits (including undead, constructs, oozes, plants, and incorporeal creatures) is not vulnerable to a ranged precision attack, and any item or ability that protects a creature from critical hits (such as armor with the fortification special ability) also protects a creature from the extra damage. Unlike with a rogue's sneak attack, the initiate's target does not have to be fl at-footed or denied its Dexterity bonus, but if it is, the initiate's extra precision damage stacks with sneak attack damage. Treat the initiate's ranged precision attack as a sneak attack in all other ways. The initiate's bonus to damage on ranged precision attacks increases by +1d8 every two levels. An initiate can only use this ability with a ranged weapon for which he has taken the Weapon Focus feat.	KEY:Order of the Bow Initiate ~ Ranged Precision									BONUS:VAR|RangedPrecisionDice|(OrderOfTheBowInitiate+1)/2	BONUS:VAR|RangedPrecisionDieSize|8|TYPE=Base								ABILITY:Special Ability|AUTOMATIC|Ranged Precision								SORTKEY:Class_Order_Of_The_Bow_Initiate	SOURCEPAGE:CW	
Close Combat Shot	CATEGORY:Special Ability	TYPE:ClassFeatures.OrderOfTheBowInitiateClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 2nd level, an initiate can attack with a ranged weapon while in a threatened square and not provoke an attack of opportunity	KEY:Order of the Bow Initiate ~ Close Combat Shot																										SORTKEY:Class_Order_Of_The_Bow_Initiate	SOURCEPAGE:CW	
Greater Weapon Focus	CATEGORY:Special Ability	TYPE:ClassFeatures.OrderOfTheBowInitiateClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, an Order of the Bow initiate gains the Greater Weapon Focus feat with a single ranged weapon for which he has taken the Weapon Focus feat even if he has not attained 8th level as a fighter 	KEY:Order of the Bow Initiate ~ Greater Weapon Focus									BONUS:ABILITYPOOL|Greater Weapon Focus|1																	SORTKEY:Class_Order_Of_The_Bow_Initiate	SOURCEPAGE:CW	
Sharp-Shooting	CATEGORY:Special Ability	TYPE:ClassFeatures.OrderOfTheBowInitiateClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 6th level, an initiate gains the Sharp-Shooting feat (see Chapter 3 of this book) even if he does not meet the prerequisites.	KEY:Order of the Bow Initiate ~ Sharp-Shooting																		ABILITY:FEAT|AUTOMATIC|Sharp-Shooting								SORTKEY:Class_Order_Of_The_Bow_Initiate	SOURCEPAGE:CW	
Extended Precision	CATEGORY:Special Ability	TYPE:ClassFeatures.OrderOfTheBowInitiateClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A 10th-level Order of the Bow initiate's senses and feel for "the shot" become so attuned that he may make ranged precision attacks (and sneak attacks, if he has the ability) at a range of up to 60 feet.	KEY:Order of the Bow Initiate ~ Extended Precision																										SORTKEY:Class_Order_Of_The_Bow_Initiate	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.PurpleDragonKnightClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Dragon knights gain proficiency with tower shields.	KEY:Purple Dragon Knight ~ Weapon and Armor Proficiency																				ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfTower						SORTKEY:Class_Purple_Dragon_Knight	SOURCEPAGE:CW	
Heroic Shield	CATEGORY:Special Ability	TYPE:ClassFeatures.PurpleDragonKnightClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A Purple Dragon knight can use the aid another action to give an ally a +4 circumstance bonus to Armor Class instead of the normal +2.	KEY:Purple Dragon Knight ~ Heroic Shield																										SORTKEY:Class_Purple_Dragon_Knight	SOURCEPAGE:CW	
Rallying Cry	CATEGORY:Special Ability	TYPE:ClassFeatures.PurpleDragonKnightClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1/day as a free action, a knight can utter a powerful shout that causes all allies within 60 feet to gain a +1 morale bonus on their next attack roll and increases their speed by 5 feet until the knight's next turn. Traditionally, this mind-affecting ability is used when a formation of soldiers is about to charge.|RallyingCryTimes	KEY:Purple Dragon Knight ~ Rallying Cry				DEFINE:RallyingCryTimes|0					BONUS:VAR|RallyingCryTimes|3																	SORTKEY:Class_Purple_Dragon_Knight	SOURCEPAGE:CW	
Inspire Courage	CATEGORY:Special Ability	TYPE:ClassFeatures.PurpleDragonKnightClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:This ability, gained at 2nd level, has the same effect as the bard ability of the same name. The knight makes an inspirational speech, bolstering her allies against fear and improving their combat abilities. To be affected, an ally must be able to hear the knight speak. The effect lasts for as long as the ally hears the knight speak and for 5 rounds thereafter. While speaking, the knight can fi ght but cannot cast spells, activate magic items by spell completion (such as scrolls), or activate magic items by magic word (such as wands). Affected allies receive a +2 morale bonus on saving throws against charm and fear effects and a +1 morale bonus on attack and weapon damage rolls. At 2nd level, a knight may use this ability once per day; at 4th level, she may use it twice per day.	KEY:Purple Dragon Knight ~ Inspire Courage	DESC:+%1 bonus to skills, %2 on attack and damage rolls|InspireCourageBonus|InspireCourageBonus/2			DEFINE:InspireCourageBonus|0	DEFINE:InspireDuration|0	DEFINE:InspireDurationBase|0	DEFINE:InspireCourageTimes|0		BONUS:VAR|InspireDurationBase|5|TYPE=Base	BONUS:VAR|InspireCourageBonus|2	BONUS:VAR|InspireDuration|5	BONUS:VAR|InspireCourageTimes|PurpleDragonKnightLVL/2														SORTKEY:Class_Purple_Dragon_Knight	SOURCEPAGE:CW	
Fear	CATEGORY:Special Ability	TYPE:ClassFeatures.PurpleDragonKnightClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day as a standard action, a knight of 3rd level or higher can evoke a fear effect (DC 10 + the knight's class level + the knight's Cha modifier, DC %1) as the spell fear, using her class level as the caster level. Her allies are immune to the effect.|FearDC	KEY:Purple Dragon Knight ~ Fear				DEFINE:FearDC|0					BONUS:VAR|FearDC|10+PurpleDragonKnightLVL+CHA	BONUS:VAR|FearDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Fear)								SPELLS:Innate|TIMES=1|CASTERLEVEL=PurpleDragonKnightLVL|Cause Fear,FearDC								SORTKEY:Class_Purple_Dragon_Knight	SOURCEPAGE:CW	
Oath of Wrath	CATEGORY:Special Ability	TYPE:ClassFeatures.PurpleDragonKnightClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day as a free action, a knight of 4th level or higher can select a single opponent within 60 feet and swear an oath to defeat him. For the duration of the encounter, the knight has a +2 morale bonus on melee attack rolls, weapon damage rolls, saving throws, and skill checks made against the challenged target. The effect is negated immediately if the knight uses a fullround action to move away from the challenged opponent.	KEY:Purple Dragon Knight ~ Oath of Wrath																										SORTKEY:Class_Purple_Dragon_Knight	SOURCEPAGE:CW	
Final Stand	CATEGORY:Special Ability	TYPE:ClassFeatures.PurpleDragonKnightClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, a 5th-level Purple Dragon knight can inspire his troops to a heroic effort, temporarily increasing their vitality. All allies within 10 feet of the knight gain 2d10 temporary hit points. This ability affects a number of creatures equal to the knight's class level + her Charisma modifier and lasts an equal number of rounds.	KEY:Purple Dragon Knight ~ Final Stand																										SORTKEY:Class_Purple_Dragon_Knight	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.RageMageClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Rage mages gain no proficiency with any weapon or armor.	KEY:Rage Mage ~ Weapon and Armor Proficiency																										SORTKEY:Class_Rage_Mage	SOURCEPAGE:CW	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.RageMageClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At every even-numbered level gained in the rage mage class, the character gains new spells per day as if she had also gained a level in an arcane spellcasting class she belonged to before adding the prestige class. In no case, however, does she gain any other benefit a character of that class would have gained, except for an increased effective level of spellcasting (but see spell rage, below). If a character had more than one arcane spellcasting class before becoming a rage mage, she must decide to which class she adds the new level for purposes of determining spells per day.	KEY:Rage Mage ~ Spells per Day																										SORTKEY:Class_Rage_Mage	SOURCEPAGE:CW	
Spell Rage	CATEGORY:Special Ability	TYPE:ClassFeatures.RageMageClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A rage mage can cast spells while in a rage, as long as the spell's casting time is no more than 1 full round. When she casts a spell of the abjuration, conjuration, evocation, necromancy, or transmutation school while in a rage, the rage mage uses her character level as her caster level. This ability only works when the rage mage is in a spell rage. While in a spell rage, a rage mage becomes reckless and loses her some of her ability to defend herself. She temporarily takes a -2 penalty to Armor Class. She can attempt Concentration checks to avoid having a spell disrupted, but can't use any other Charisma-, Dexterity-, or Intelligence-based skills (except for Balance, Escape Artist, Intimidate, and Ride) while in a spell rage. A fit of rage lasts for a number of rounds equal to 3 + the character's Constitution modifier. A rage mage can end her rage voluntarily. At the end of the rage, the character is fatigued (-2 Strength, -2 Dexterity, can't charge or run) for the duration of the current encounter (unless the rage mage is 10th level, when this limitation no longer applies). A rage mage can only fly into a rage once per encounter, and only a certain number of times per day (determined by level). Entering a rage takes no time itself, but a rage mage can only do it during her action, not in response to somebody else's action	KEY:Rage Mage ~ Spell Rage				DEFINE:RageMageSpellRageTimesLVL|0	DEFINE:RageMageSpellRagePowerLVL|0				BONUS:VAR|RageMageSpellRageTimesLVL,RageMageSpellRagePowerLVL|RageMageLVL|TYPE=Class	BONUS:VAR|SpellRageTimes|(RageMageSpellRageTimesLVL/5)+1	BONUS:VAR|SpellRageLVL|RageMageSpellRagePowerLVL|TYPE=Base							ABILITY:Special Ability|AUTOMATIC|Spell Rage								SORTKEY:Class_Rage_Mage	SOURCEPAGE:CW	
Overcome Spell Failure	CATEGORY:Special Ability	TYPE:ClassFeatures.RageMageClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a rage mage learns to ignore some of the restrictive nature of armor. Her arcane spell failure chance when wearing light or medium armor decreases by 10%%.	KEY:Rage Mage ~ Overcome Spell Failure									BONUS:MISC|SPELLFAILURE|-10|PREMULT:2,[PREEQUIP:1,TYPE=Armor],[PREEQUIP:1,TYPE=Light,TYPE=Medium]																	SORTKEY:Class_Rage_Mage	SOURCEPAGE:CW	
Rage	CATEGORY:Special Ability	TYPE:ClassFeatures.RageMageClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A rage mage can enter a rage one additional time per day at 3rd level and another time per day at 8th level.	KEY:Rage Mage ~ Rage				DEFINE:RageMageExtraRage|0					BONUS:VAR|ExtraRageTimes|RageMageExtraRage	BONUS:VAR|RageMageExtraRage|(RageMageLVL+2)/5																SORTKEY:Class_Rage_Mage	SOURCEPAGE:CW	
Angry Spell	CATEGORY:Special Ability	TYPE:ClassFeatures.RageMageClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Beginning at 5th level, when a rage mage casts a spell of the abjuration, conjuration, evocation, necromancy, or transmutation school while raging, the save DC for the spell increases by +2. At 10th level, this increase becomes +4.	KEY:Rage Mage ~ Angry Spell																										SORTKEY:Class_Rage_Mage	SOURCEPAGE:CW	
Spell Fury	CATEGORY:Special Ability	TYPE:ClassFeatures.RageMageClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Upon reaching 7th level, a rage mage can quicken one spell of 4th level or lower (as if she had used the Quicken Spell feat), but without adjusting the spell's level or casting time. She may use this ability once during each rage.	KEY:Rage Mage ~ Spell Fury																										SORTKEY:Class_Rage_Mage	SOURCEPAGE:CW	
Tireless Rage	CATEGORY:Special Ability	TYPE:ClassFeatures.RageMageClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 9th level and higher, a rage mage no longer becomes fatigued at the end of her rage.	KEY:Rage Mage ~ Tireless Rage									BONUS:VAR|TirelessSpellRage|1																	SORTKEY:Class_Rage_Mage	SOURCEPAGE:CW	
Warrior Cry	CATEGORY:Special Ability	TYPE:ClassFeatures.RageMageClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:A 10th-level rage mage may scream out a cry once per day as a free action on her turn and gain the benefi t of the Tenser's transformation spell, with one exception: She does not lose her spellcasting ability for the duration of this effect. The rage mage's caster level for the purpose of this effect is equal to her character level.	KEY:Rage Mage ~ Warrior Cry																		SPELLS:Innate|TIMES=1|CASTERLEVEL=RageMageLVL|Tenser's Transformation								SORTKEY:Class_Rage_Mage	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.RavagerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Ravager gain no proficiency with any weapon or armor.	KEY:Ravager ~ Weapon and Armor Proficiency																										SORTKEY:Class_Ravager	SOURCEPAGE:CW	
Pain Touch	CATEGORY:Special Ability	TYPE:ClassFeatures.RavagerClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Erythnul teaches that life is pain, and so is the touch of a ravager. A ravager can make an unarmed touch attack that deals 1d8 points of damage +1 point per ravager level. Weapon attacks also transmit the pain of Erythnul, but only at the rate of 1d4 extra points of damage +1 points per ravager level. The ravager can make one pain touch attack for every three level beyond 1st.	KEY:Ravager ~ Pain Touch	DESC:%1/day|PainTouchTimes			DEFINE:PainTouchTimes|0					BONUS:VAR|PainTouchTimes|(RavagerLVL+2)/3																	SORTKEY:Class_Ravager	SOURCEPAGE:CW	
Aura of Fear	CATEGORY:Special Ability	TYPE:ClassFeatures.RavagerClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Enemies within 10 feet of a ravager of 2nd level or higher take a -2 morale penalty on all saving throws for as long as they remain within range. This ability is usable a number of times per day as given on the table. Each use lasts for a number of rounds equal to 3 + the ravager's Charisma modifier. The range of this aura increases at 5th level to 20 feet, and then again at 8th level to 30.	KEY:Ravager ~ Aura of Fear	DESC:%1/day %2 rounds|AuraOfFearTimes|AuraoOfFearDuration			DEFINE:AuraOfFearTimes|0	DEFINE:AuraOfFearDuration|0				BONUS:VAR|AuraOfFearTimes|(RavagerLVL+1)/3	BONUS:VAR|AuraOfFearDuration|3+CHA|TYPE=Base																SORTKEY:Class_Ravager	SOURCEPAGE:CW	
Cruelest Cut	CATEGORY:Special Ability	TYPE:ClassFeatures.RavagerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When a ravager reaches 3rd level, is familiarity with pain and fear grant him a cruel precision with his melee attacks. The character must declare he is making a cruelest cut attempt before he makes a melee attack (thus, a failed attack roll ruins the attempt). If he strikes successfully, he deals 1d4 points of Constitution damage to the target, in addition to any other damage the attack may cause. A ravager can use cruelest cut once per day for every three levels he has attained, but may only make one cruelest cut attempt per round.	KEY:Ravager ~ Cruelest Cut	DESC:%1/day|CruelestCutTimes			DEFINE:CruelestCutTimes|0					BONUS:VAR|CruelestCutTimes|RavagerLVL/3																	SORTKEY:Class_Ravager	SOURCEPAGE:CW	
Visage of Terror	CATEGORY:Special Ability	TYPE:ClassFeatures.RavagerClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:A 10th-level ragvager has plumbed the true depths of horror and hopeless. Once per day, he can trigger a spell-like ability similar to the arcane spell Phantasmal Killer (save DC 10 + ravager's class level + the ravager's Cha bonus) as a standard action. To the foe the ravager selects, he seems to take on the visage of what the target fears most. In all other respects, this ability functions as the spell described in the Player's Handbook.	KEY:Ravager ~ Visage of Terror	DESC:%1/day|CruelestCutTimes			DEFINE:VisageOfTerrorDC|0					BONUS:VAR|VisageOfTerrorDC|10+RavagerLVL+CHA	BONUS:VAR|VisageOfTerrorDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Visage of Terror)								SPELLS:Innate|TIMES=1|CASTERLEVEL=RavagerLVL|Phantasmal Killer,VisageOfTerrorDC	ABILITY:Ability Focus|AUTOMATIC|Visage of Terror							SORTKEY:Class_Ravager	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ReapingMaulerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Reaping maulers gain no profi ciency with any weapon or armor.	KEY:Reaping Mauler ~ Weapon and Armor Proficiency																										SORTKEY:Class_Reaping Mauler	SOURCEPAGE:CW	
Improved Grapple	CATEGORY:Special Ability	TYPE:ClassFeatures.ReapingMaulerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When wearing light armor or no armor, a reaping mauler gains the benefi t of the Improved Grapple feat, even if he does not meet the prerequisites.	KEY:Reaping Mauler ~ Improved Grapple																		ABILITY:FEAT|AUTOMATIC|Improved Grapple|PREEQUIP:2,TYPE=Armor,TYPE=Light								SORTKEY:Class_Reaping Mauler	SOURCEPAGE:CW	
Mobility	CATEGORY:Special Ability	TYPE:ClassFeatures.ReapingMaulerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When wearing light armor or no armor, a reaping mauler gains the benefi ts of the Mobility feat, even if he does not meet the prerequisites.	KEY:Reaping Mauler ~ Mobility																		ABILITY:FEAT|AUTOMATIC|Mobility|PREEQUIP:2,TYPE=Armor,TYPE=Light								SORTKEY:Class_Reaping Mauler	SOURCEPAGE:CW	
Adept Wrestling	CATEGORY:Special Ability	TYPE:ClassFeatures.ReapingMaulerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Beginning at 2nd level, a reaping mauler who is wearing light armor or no armor gains a +1 bonus on all grapple checks and opposed Dexterity or Strength checks. This bonus increases to +2 at 4th level.	KEY:Reaping Mauler ~ Adept Wrestling				DEFINE:AdeptWrestlingBonus|0					BONUS:COMBAT|TOHIT.Grapple|AdeptWrestlingBonus|PREEQUIP:2,TYPE=Armor,TYPE=Light	BONUS:VAR|AdeptWrestlingBonus|ReapingMaulerLVL/2																SORTKEY:Class_Reaping Mauler	SOURCEPAGE:CW	
Counter Grapple	CATEGORY:Special Ability	TYPE:ClassFeatures.ReapingMaulerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When grappling or pinned, a reaping mauler of 3rd level or higher wearing light armor or no armor can attempt either a grapple check or an Escape Artist check opposed by his opponent's grapple check to free himself as normal. If he fails the check he has chosen, he can immediately attempt the other check as a free action.	KEY:Reaping Mauler ~ Counter Grapple																										SORTKEY:Class_Reaping Mauler	SOURCEPAGE:CW	
Sleeper Lock	CATEGORY:Special Ability	TYPE:ClassFeatures.ReapingMaulerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a reaping mauler learns how to render an opponent unconscious with pressure. If the character pins his opponent while grappling and maintains the pin for 1 full round, the opponent must make a Fortitude save (DC 10 + the reaping mauler's class level + the reaping mauler's Wis modifier) at the end of the round or fall unconscious for 1d3 rounds. A creature with no discernible anatomy has immunity to this effect.	KEY:Reaping Mauler ~ Sleeper Lock	DESC:Fort DC %1.|SleeperLockDC			DEFINE:SleeperLockDC|0					BONUS:VAR|SleeperLockDC|10+ReaperMaulerLVL+WIS	BONUS:VAR|SleeperLockDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Sleeper Lock)								ABILITY:Ability Focus|AUTOMATIC|Sleeper Lock								SORTKEY:Class_Reaping Mauler	SOURCEPAGE:CW	
Devastating Grapple	CATEGORY:Special Ability	TYPE:ClassFeatures.ReapingMaulerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a 5th-level reaping mauler pins his opponent while grappling and maintains the pin for 3 consecutive rounds, the opponent must make a Fortitude save (DC 10 + the reaping mauler's class level + the reaping mauler's Wis modifier) at the end of the third round or die. A creature with no discernible anatomy is immune to the effect of this ability.	KEY:Reaping Mauler ~ Devastating Grapple	DESC:Fort DC %1.|DevastatingGrappleDC			DEFINE:DevastatingGrappleDC|0					BONUS:VAR|DevastatingGrappleDC|10+ReaperMaulerLVL+WIS	BONUS:VAR|DevastatingGrappleDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Devastating Grapple)								ABILITY:Ability Focus|AUTOMATIC|Devastating Grapple								SORTKEY:Class_Reaping Mauler	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.RoninClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Ronins gain no proficiency with any weapon or armor.	KEY:Ronin ~ Weapon and Armor Proficiency																										SORTKEY:Class_Ronin	SOURCEPAGE:CW	
Infamy	CATEGORY:Special Ability	TYPE:ClassFeatures.RoninClassFeatures.SpecialQuality	VISIBLE:YES	DESC:The ronin's reputation for dishonor-deserved or not-follows him everywhere. Whenever someone in a position of authority has heard of the ronin's past (usually through a DC 10 Gather Information or Knowledge [nobility and royalty] check), that person's attitude starts one category worse than usual, and the ronin takes a -4 circumstance penalty on all Charisma-based checks involving that person. The infamy penalty applies only if the authority figure knows the ronin's identity, so some ronin adopt pseudonyms or secret Identities.	KEY:Ronin ~ Infamy																										SORTKEY:Class_Ronin	SOURCEPAGE:CW	
Sneak Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.RoninClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a ronin can catch an opponent when she is unable to defend herself effectively from his attack, he can strike a vital spot for an extra 1d6 points of damage. This extra damage increases by 1d6 points every third level (+2d6 at 4th level, +3d6 at 7th level, +4d6 at 10th level). For complete details on the sneak attack ability, see the description of the dark hunter earlier in this chapter.	KEY:Ronin ~ Sneak Attack									BONUS:VAR|SneakAttackDice|(RoninLVL+2)/3									ABILITY:Special Ability|AUTOMATIC|Sneak Attack								SORTKEY:Class_Ronin	SOURCEPAGE:CW	
Banzai Charge	CATEGORY:Special Ability	TYPE:ClassFeatures.RoninClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The ronin has cast away the code of bushido and at least a measure of his own honor, but his heart still remembers the thrill of bravery. When a ronin of 2nd level or higher charges into battle, he can accept a variable penalty to his Armor Class and take an equivalent bonus on the damage roll. The normal -2 AC penalty for charging still applies and counts toward the bonus, but the ronin cannot accept a penalty smaller than -2 or larger than his base attack bonus. For example, a 2nd-level ronin making a banzai charge could take a -8 penalty to AC in exchange for a +8 bonus on the damage roll.	KEY:Ronin ~ Banzai Charge																										SORTKEY:Class_Ronin	SOURCEPAGE:CW	
Bonus Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.RoninClassFeatures.SpecialQuality	VISIBLE:YES	DESC:The ronin's experience in battle has taught him many tricks and techniques. At 5th and 9th level, a ronin may choose one feat from the following list.	KEY:Ronin ~ Bonus Feat									BONUS:VAR|RoninBonusFeats|(RoninLVL-1)/4	BONUS:ABILITYPOOL|Ronin Feat|RoninBonusFeats																SORTKEY:Class_Ronin	SOURCEPAGE:CW	
Kiai Smite	CATEGORY:Special Ability	TYPE:ClassFeatures.RoninClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Once per day, a samurai of 3rd level or higher can give a great cry during combat that invigorates him. When a sam urai shouts (a free action), his next attack gains a bonus on the attack roll and the damage roll equal to his Charisma bonus (minimum +1). As a samurai gains levels, he can make a kiai smite more often.	KEY:Ronin ~ Kiai Smite	DESC:+%1 with one normal melee attack for +%2 extra damage %3/day|KiaiSmiteToHit|KiaiSmiteDamage|KiaiSmite			DEFINE:KiaiSmiteToHit|0	DEFINE:KiaiSmiteDamage|0	DEFINE:KiaiSmite|0			BONUS:VAR|KiaiSmite|(ExSamuraiLVL+3)/5	BONUS:VAR|KiaiSmiteToHit|max(CHA,1)	BONUS:VAR|KiaiSmiteDamage|max(CHA,1)															SORTKEY:Class_Ronin	SOURCEPAGE:CW	
Staredown	CATEGORY:Special Ability	TYPE:ClassFeatures.RoninClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, a samurai becomes able to strike fear into his foes by his mere presence. He gains a +4 bonus on Intimidate checks and can demoralize an opponent (as described in the Intimidate skill description, page 76 of the Player's Handbook).	KEY:Ronin ~ Staredown									BONUS:SKILL|Intimidate|4																	SORTKEY:Class_Ronin	SOURCEPAGE:CW	
Mass Staredown	CATEGORY:Special Ability	TYPE:ClassFeatures.RoninClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 10th level, a samurai has sufficient presence that he can cow multiple foes. Using a Intimidate check, the samurai can demoralize all opponents within 30 feet with a single standard action.	KEY:Ronin ~ Mass Staredown																										SORTKEY:Class_Ronin	SOURCEPAGE:CW	
Improved Staredown	CATEGORY:Special Ability	TYPE:ClassFeatures.RoninClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 14th level, even a glance from the hard eyes of a samurai is enough to give his foes pause. The samurai can demoralize opponents within 30 feet as a move action, not a standard action.	KEY:Ronin ~ Improved Staredown																										SORTKEY:Class_Ronin	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.SpellswordClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Spellswords gain no proficiency with any weapon or armor.	KEY:Spellsword ~ Weapon and Armor Proficiency																										SORTKEY:Class_Spellsword	SOURCEPAGE:CW	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.SpellswordClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At every odd-numbered level, a spell sword gains new spells per day as if he had also gained a level in an arcane spellcasting class he belonged to before adding the prestige class. He does not, however, gain any other benefi t a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, and so on), save for an increased effective level of spellcasting. If a character had more than one spellcasting class before becoming a spellsword, he must decide to which class he adds the new level for purposes of determining spells per day.	KEY:Spellsword ~ Spells per Day																										SORTKEY:Class_Spellsword	SOURCEPAGE:CW	
Ignore Spell failure	CATEGORY:Special Ability	TYPE:ClassFeatures.SpellswordClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Beginning at 1st level, a spell sword's hard work and practice at merging spellcraft with weaponplay starts to pay off. As an extraordinary ability, he ignores a portion of the arcane spell failure chance associated with using armor. This reduction starts at 10%% and gradually increases to 30%%, as shown on the class table. A spellsword subtracts the given percentage value from his total spell failure chance, if any. For instance, a character wearing scale mail and carrying a small shield normally has a spell failure chance of 30%%, but this drops to only 20%% for a 1st-level spellsword.	KEY:Spellsword ~ Ignore Spell Failure	DESC:%1%%.|IgnoreSpellFailurePerc			DEFINE:IgnoreSpellFailurePerc|0					BONUS:MISC|SPELLFAILURE|(-1)*IgnoreSpellFailurePerc	BONUS:VAR|IgnoreSpellFailurePerc|((SpellswordLVL+1)/2)*5																SORTKEY:Class_Spellsword	SOURCEPAGE:CW	
Bonus Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.SpellswordClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd level, a spellsword advances his art, gaining a bonus feat. This bonus feat must be either a metamagic feat or one drawn from the list of bonus feats allowed to a fighter (see Table 5-1 on page 90 of the Player's Handbook).	KEY:Spellsword ~ Bonus Feat									BONUS:ABILITYPOOL|Spellsword Feat|1																	SORTKEY:Class_Spellsword	SOURCEPAGE:CW	
